"test" "ass." "obs" "exp" "p.obs>exp"
"1" "site" "SBL_node.381" "2" "3.62±1.17" "1"
"2" "site" "MSH_node.381" "4" "2.38±1.17" "1"
"3" "site" "SBL_node.403" "1" "0.71±0.45" "1"
"4" "site" "MSH_node.403" "0" "0.29±0.45" "1"
"5" "site" "SBL_node.414" "2" "1.31±0.67" "1"
"6" "site" "MSH_node.414" "0" "0.69±0.67" "1"
"7" "site" "SBL_node.415" "13" "15.76±2.36" "1"
"8" "site" "MSH_node.415" "20" "17.24±2.36" "1"
"9" "site" "SBL_node.428" "12" "6.75±1.64" "0.02744"
"10" "site" "MSH_node.428" "0" "5.25±1.64" "1"
"11" "site" "SBL_node.434" "5" "3.21±1.05" "1"
"12" "site" "MSH_node.434" "0" "1.79±1.05" "1"
"13" "site" "SBL_node.437" "1" "0.6±0.49" "1"
"14" "site" "MSH_node.437" "0" "0.4±0.49" "1"
"15" "site" "SBL_node.438" "1" "0.6±0.49" "1"
"16" "site" "MSH_node.438" "0" "0.4±0.49" "1"
"17" "site" "SBL_node.439" "3" "2.26±0.98" "1"
"18" "site" "MSH_node.439" "1" "1.74±0.98" "1"
"19" "site" "SBL_node.442" "1" "0.6±0.49" "1"
"20" "site" "MSH_node.442" "0" "0.4±0.49" "1"
"21" "site" "SBL_node.443" "0" "0.53±0.5" "1"
"22" "site" "MSH_node.443" "1" "0.47±0.5" "1"
"23" "site" "SBL_node.448" "2" "1.31±0.67" "1"
"24" "site" "MSH_node.448" "0" "0.69±0.67" "1"
"25" "site" "SBL_node.450" "16" "8.87±1.87" "0.00168"
"26" "site" "MSH_node.450" "0" "7.13±1.87" "1"
"27" "site" "SBL_node.483" "1" "0.33±0.47" "1"
"28" "site" "MSH_node.483" "0" "0.67±0.47" "1"
"29" "site" "SBL_node.486" "13" "14.04±2.25" "1"
"30" "site" "MSH_node.486" "12" "10.96±2.25" "1"
"31" "site" "SBL_node.497" "0" "1.9±0.83" "1"
"32" "site" "MSH_node.497" "4" "2.1±0.83" "1"
"33" "site" "SBL_node.501" "0" "1.79±0.84" "1"
"34" "site" "MSH_node.501" "4" "2.21±0.84" "1"
"35" "site" "SBL_node.504" "17" "21.58±2.42" "1"
"36" "site" "MSH_node.504" "24" "19.42±2.42" "1"
"37" "site" "SBL_node.524" "0" "0±0" "1"
"38" "site" "MSH_node.524" "1" "1±0" "1"
"39" "site" "SBL_node.525" "2" "1.04±0.66" "1"
"40" "site" "MSH_node.525" "0" "0.96±0.66" "1"
"41" "site" "SBL_node.533" "0" "0.33±0.47" "1"
"42" "site" "MSH_node.533" "1" "0.67±0.47" "1"
"43" "site" "SBL_node.540" "1" "0.71±0.45" "1"
"44" "site" "MSH_node.540" "1" "1.29±0.45" "1"
"45" "site" "SBL_node.548" "0" "2.59±1.09" "1"
"46" "site" "MSH_node.548" "13" "10.41±1.09" "1"
"47" "site" "SBL_node.566" "0" "1.2±0.69" "1"
"48" "site" "MSH_node.566" "2" "0.8±0.69" "1"
"49" "site" "SBL_node.568" "0" "0±0" "1"
"50" "site" "MSH_node.568" "2" "2±0" "1"
"51" "site" "SBL_node.569" "0" "1.24±0.67" "1"
"52" "site" "MSH_node.569" "2" "0.76±0.67" "1"
"53" "site" "SBL_node.576" "0" "0.6±0.49" "1"
"54" "site" "MSH_node.576" "1" "0.4±0.49" "1"
"55" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"56" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"57" "temp" "20_node.381" "1" "1.9±1.11" "1"
"58" "temp" "30_node.381" "5" "4.1±1.11" "1"
"59" "temp" "20_node.403" "1" "0.36±0.48" "1"
"60" "temp" "30_node.403" "0" "0.64±0.48" "1"
"61" "temp" "20_node.414" "1" "0.71±0.67" "1"
"62" "temp" "30_node.414" "1" "1.29±0.67" "1"
"63" "temp" "20_node.415" "6" "12.04±2.47" "1"
"64" "temp" "30_node.415" "27" "20.96±2.47" "0.56503"
"65" "temp" "20_node.428" "2" "3.74±1.5" "1"
"66" "temp" "30_node.428" "10" "8.26±1.5" "1"
"67" "temp" "20_node.434" "2" "1.77±1.04" "1"
"68" "temp" "30_node.434" "3" "3.23±1.04" "1"
"69" "temp" "20_node.437" "0" "0.36±0.48" "1"
"70" "temp" "30_node.437" "1" "0.64±0.48" "1"
"71" "temp" "20_node.438" "0" "0.36±0.48" "1"
"72" "temp" "30_node.438" "1" "0.64±0.48" "1"
"73" "temp" "20_node.439" "0" "1.11±0.88" "1"
"74" "temp" "30_node.439" "4" "2.89±0.88" "1"
"75" "temp" "20_node.442" "0" "0.36±0.48" "1"
"76" "temp" "30_node.442" "1" "0.64±0.48" "1"
"77" "temp" "20_node.443" "0" "0.43±0.5" "1"
"78" "temp" "30_node.443" "1" "0.57±0.5" "1"
"79" "temp" "20_node.448" "1" "0.71±0.67" "1"
"80" "temp" "30_node.448" "1" "1.29±0.67" "1"
"81" "temp" "20_node.450" "4" "4.84±1.66" "1"
"82" "temp" "30_node.450" "12" "11.16±1.66" "1"
"83" "temp" "20_node.483" "1" "0.25±0.43" "1"
"84" "temp" "30_node.483" "0" "0.75±0.43" "1"
"85" "temp" "20_node.486" "5" "7.98±2.13" "1"
"86" "temp" "30_node.486" "20" "17.02±2.13" "1"
