"test" "ass." "obs" "exp" "p.obs>exp"
"87" "temp" "20_node.497" "2" "1.35±0.88" "1"
"88" "temp" "30_node.497" "2" "2.65±0.88" "1"
"89" "temp" "20_node.501" "0" "1.35±0.88" "1"
"90" "temp" "30_node.501" "4" "2.65±0.88" "1"
"91" "temp" "20_node.504" "28" "15.32±2.6" "0.00056"
"92" "temp" "30_node.504" "13" "25.68±2.6" "1"
"93" "temp" "20_node.524" "1" "0.6±0.49" "1"
"94" "temp" "30_node.524" "0" "0.4±0.49" "1"
"95" "temp" "20_node.525" "2" "0.61±0.64" "1"
"96" "temp" "30_node.525" "0" "1.39±0.64" "1"
"97" "temp" "20_node.533" "1" "0.43±0.5" "1"
"98" "temp" "30_node.533" "0" "0.57±0.5" "1"
"99" "temp" "20_node.540" "2" "0.96±0.69" "1"
"100" "temp" "30_node.540" "0" "1.04±0.69" "1"
"101" "temp" "20_node.548" "5" "6.6±1.5" "1"
"102" "temp" "30_node.548" "8" "6.4±1.5" "1"
"103" "temp" "20_node.566" "0" "0.5±0.6" "1"
"104" "temp" "30_node.566" "2" "1.5±0.6" "1"
"105" "temp" "20_node.568" "1" "1.2±0.67" "1"
"106" "temp" "30_node.568" "1" "0.8±0.67" "1"
"107" "temp" "20_node.569" "1" "0.68±0.66" "1"
"108" "temp" "30_node.569" "1" "1.32±0.66" "1"
"109" "temp" "20_node.576" "0" "0.25±0.43" "1"
"110" "temp" "30_node.576" "1" "0.75±0.43" "1"
"111" "temp" "20_node.580" "0" "0.25±0.43" "1"
"112" "temp" "30_node.580" "1" "0.75±0.43" "1"
