"test" "ass." "obs" "exp" "p.obs>exp"
"58" "site" "MSH_node.454" "0" "0.29±0.45" "1"
"59" "site" "SBL_node.455" "2" "1.13±0.7" "1"
"60" "site" "MSH_node.455" "0" "0.87±0.7" "1"
"61" "site" "SBL_node.456" "2" "0.86±0.69" "1"
"62" "site" "MSH_node.456" "0" "1.14±0.69" "1"
"63" "site" "SBL_node.457" "2" "1.14±0.7" "1"
"64" "site" "MSH_node.457" "0" "0.86±0.7" "1"
"65" "site" "SBL_node.458" "1" "0.6±0.49" "1"
"66" "site" "MSH_node.458" "0" "0.4±0.49" "1"
"67" "site" "SBL_node.459" "7" "4.1±1.27" "1"
"68" "site" "MSH_node.459" "0" "2.9±1.27" "1"
"69" "site" "SBL_node.483" "1" "0.33±0.47" "1"
"70" "site" "MSH_node.483" "0" "0.67±0.47" "1"
"71" "site" "SBL_node.487" "0" "0.6±0.49" "1"
"72" "site" "MSH_node.487" "1" "0.4±0.49" "1"
"73" "site" "SBL_node.488" "0" "0.53±0.5" "1"
"74" "site" "MSH_node.488" "1" "0.47±0.5" "1"
"75" "site" "SBL_node.489" "0" "0.53±0.5" "1"
"76" "site" "MSH_node.489" "1" "0.47±0.5" "1"
"77" "site" "SBL_node.491" "1" "0.33±0.47" "1"
"78" "site" "MSH_node.491" "0" "0.67±0.47" "1"
"79" "site" "SBL_node.492" "1" "3.13±1.19" "1"
"80" "site" "MSH_node.492" "5" "2.87±1.19" "1"
"81" "site" "SBL_node.493" "5" "4.7±1.36" "1"
"82" "site" "MSH_node.493" "3" "3.3±1.36" "1"
"83" "site" "SBL_node.494" "2" "1.31±0.67" "1"
"84" "site" "MSH_node.494" "0" "0.69±0.67" "1"
"85" "site" "SBL_node.495" "4" "2.91±1.08" "1"
"86" "site" "MSH_node.495" "1" "2.09±1.08" "1"
"87" "site" "SBL_node.496" "2" "1.31±0.67" "1"
"88" "site" "MSH_node.496" "0" "0.69±0.67" "1"
"89" "site" "SBL_node.498" "0" "0.6±0.49" "1"
"90" "site" "MSH_node.498" "1" "0.4±0.49" "1"
"91" "site" "SBL_node.499" "0" "0±0" "1"
"92" "site" "MSH_node.499" "1" "1±0" "1"
"93" "site" "SBL_node.500" "0" "1.3±0.67" "1"
"94" "site" "MSH_node.500" "2" "0.7±0.67" "1"
"95" "site" "SBL_node.502" "0" "0.59±0.49" "1"
"96" "site" "MSH_node.502" "2" "1.41±0.49" "1"
"97" "site" "SBL_node.503" "0" "1.19±0.69" "1"
"98" "site" "MSH_node.503" "2" "0.81±0.69" "1"
"99" "site" "SBL_node.506" "1" "0.6±0.49" "1"
"100" "site" "MSH_node.506" "0" "0.4±0.49" "1"
"101" "site" "SBL_node.507" "3" "3.93±1.22" "1"
"102" "site" "MSH_node.507" "4" "3.07±1.22" "1"
"103" "site" "SBL_node.510" "6" "5.34±1.35" "1"
"104" "site" "MSH_node.510" "3" "3.66±1.35" "1"
"105" "site" "SBL_node.511" "1" "2.77±1.15" "1"
"106" "site" "MSH_node.511" "6" "4.23±1.15" "1"
"107" "site" "SBL_node.512" "1" "1.42±0.63" "1"
"108" "site" "MSH_node.512" "1" "0.58±0.63" "1"
"109" "site" "SBL_node.513" "0" "0.33±0.47" "1"
"110" "site" "MSH_node.513" "1" "0.67±0.47" "1"
"111" "site" "SBL_node.514" "0" "1.24±0.67" "1"
"112" "site" "MSH_node.514" "2" "0.76±0.67" "1"
"113" "site" "SBL_node.515" "2" "1.31±0.67" "1"
"114" "site" "MSH_node.515" "1" "1.69±0.67" "1"
"115" "site" "SBL_node.516" "0" "0.34±0.47" "1"
"116" "site" "MSH_node.516" "1" "0.66±0.47" "1"
"117" "site" "SBL_node.517" "0" "0.6±0.49" "1"
"118" "site" "MSH_node.517" "1" "0.4±0.49" "1"
"119" "site" "SBL_node.518" "1" "1.07±0.7" "1"
"120" "site" "MSH_node.518" "1" "0.93±0.7" "1"
"121" "site" "SBL_node.520" "0" "0.33±0.47" "1"
"122" "site" "MSH_node.520" "1" "0.67±0.47" "1"
"123" "site" "SBL_node.521" "1" "0.33±0.47" "1"
"124" "site" "MSH_node.521" "0" "0.67±0.47" "1"
"125" "site" "SBL_node.522" "0" "0.71±0.46" "1"
"126" "site" "MSH_node.522" "1" "0.29±0.46" "1"
"127" "site" "SBL_node.523" "1" "1.24±0.67" "1"
"128" "site" "MSH_node.523" "1" "0.76±0.67" "1"
"129" "site" "SBL_node.525" "2" "1.04±0.66" "1"
"130" "site" "MSH_node.525" "0" "0.96±0.66" "1"
"131" "site" "SBL_node.526" "0" "0±0" "1"
"132" "site" "MSH_node.526" "1" "1±0" "1"
"133" "site" "SBL_node.533" "0" "0.34±0.47" "1"
"134" "site" "MSH_node.533" "1" "0.66±0.47" "1"
"135" "site" "SBL_node.540" "1" "0.71±0.45" "1"
"136" "site" "MSH_node.540" "0" "0.29±0.45" "1"
"137" "site" "SBL_node.541" "0" "0±0" "1"
"138" "site" "MSH_node.541" "1" "1±0" "1"
"139" "site" "SBL_node.551" "0" "0.6±0.49" "1"
"140" "site" "MSH_node.551" "1" "0.4±0.49" "1"
"141" "site" "SBL_node.552" "0" "0.33±0.47" "1"
"142" "site" "MSH_node.552" "1" "0.67±0.47" "1"
"143" "site" "SBL_node.553" "0" "0.6±0.49" "1"
"144" "site" "MSH_node.553" "2" "1.4±0.49" "1"
"145" "site" "SBL_node.556" "0" "0±0" "1"
"146" "site" "MSH_node.556" "1" "1±0" "1"
"147" "site" "SBL_node.557" "0" "0±0" "1"
"148" "site" "MSH_node.557" "2" "2±0" "1"
"149" "site" "SBL_node.558" "0" "0.53±0.5" "1"
"150" "site" "MSH_node.558" "3" "2.47±0.5" "1"
"151" "site" "SBL_node.559" "0" "0.53±0.5" "1"
"152" "site" "MSH_node.559" "1" "0.47±0.5" "1"
"153" "site" "SBL_node.560" "0" "0±0" "1"
"154" "site" "MSH_node.560" "2" "2±0" "1"
"155" "site" "SBL_node.566" "0" "1.2±0.69" "1"
"156" "site" "MSH_node.566" "2" "0.8±0.69" "1"
"157" "site" "SBL_node.569" "0" "0.71±0.45" "1"
"158" "site" "MSH_node.569" "1" "0.29±0.45" "1"
"159" "site" "SBL_node.572" "0" "0.53±0.5" "1"
"160" "site" "MSH_node.572" "1" "0.47±0.5" "1"
"161" "site" "SBL_node.575" "0" "0±0" "1"
"162" "site" "MSH_node.575" "2" "2±0" "1"
"163" "site" "SBL_node.576" "0" "0.6±0.49" "1"
"164" "site" "MSH_node.576" "1" "0.4±0.49" "1"
"165" "site" "SBL_node.580" "1" "0.53±0.5" "1"
"166" "site" "MSH_node.580" "0" "0.47±0.5" "1"
"167" "temp" "20_node.381" "1" "0.25±0.43" "1"
"168" "temp" "30_node.381" "0" "0.75±0.43" "1"
"169" "temp" "20_node.387" "0" "0.61±0.64" "1"
"170" "temp" "30_node.387" "2" "1.39±0.64" "1"
"171" "temp" "20_node.396" "0" "0.6±0.65" "1"
"172" "temp" "30_node.396" "2" "1.4±0.65" "1"
"173" "temp" "20_node.398" "0" "0.43±0.5" "1"
"174" "temp" "30_node.398" "1" "0.57±0.5" "1"
"175" "temp" "20_node.403" "1" "0.36±0.48" "1"
"176" "temp" "30_node.403" "0" "0.64±0.48" "1"
"177" "temp" "20_node.419" "6" "5.92±1.67" "1"
"178" "temp" "30_node.419" "8" "8.08±1.67" "1"
"179" "temp" "20_node.420" "0" "0.68±0.66" "1"
"180" "temp" "30_node.420" "2" "1.32±0.66" "1"
"181" "temp" "20_node.421" "0" "0.69±0.66" "1"
"182" "temp" "30_node.421" "2" "1.31±0.66" "1"
"183" "temp" "20_node.422" "0" "0.6±0.65" "1"
"184" "temp" "30_node.422" "2" "1.4±0.65" "1"
"185" "temp" "20_node.424" "0" "0.79±0.69" "1"
"186" "temp" "30_node.424" "2" "1.21±0.69" "1"
"187" "temp" "20_node.425" "0" "0.35±0.48" "1"
"188" "temp" "30_node.425" "1" "0.65±0.48" "1"
"189" "temp" "20_node.426" "0" "0.25±0.43" "1"
"190" "temp" "30_node.426" "1" "0.75±0.43" "1"
"191" "temp" "20_node.427" "0" "2.77±1.33" "1"
"192" "temp" "30_node.427" "9" "6.23±1.33" "1"
"193" "temp" "20_node.428" "0" "0.36±0.48" "1"
"194" "temp" "30_node.428" "1" "0.64±0.48" "1"
"195" "temp" "20_node.429" "1" "0.35±0.48" "1"
"196" "temp" "30_node.429" "0" "0.65±0.48" "1"
"197" "temp" "20_node.430" "0" "0.71±0.67" "1"
"198" "temp" "30_node.430" "2" "1.29±0.67" "1"
"199" "temp" "20_node.431" "0" "0.71±0.67" "1"
"200" "temp" "30_node.431" "2" "1.29±0.67" "1"
"201" "temp" "20_node.432" "1" "1.6±1.02" "1"
"202" "temp" "30_node.432" "5" "4.4±1.02" "1"
"203" "temp" "20_node.433" "1" "0.71±0.67" "1"
"204" "temp" "30_node.433" "1" "1.29±0.67" "1"
"205" "temp" "20_node.435" "0" "0.36±0.48" "1"
"206" "temp" "30_node.435" "1" "0.64±0.48" "1"
"207" "temp" "20_node.436" "2" "1.42±0.93" "1"
"208" "temp" "30_node.436" "2" "2.58±0.93" "1"
"209" "temp" "20_node.437" "0" "0.36±0.48" "1"
"210" "temp" "30_node.437" "1" "0.64±0.48" "1"
"211" "temp" "20_node.438" "0" "0.35±0.48" "1"
"212" "temp" "30_node.438" "1" "0.65±0.48" "1"
"213" "temp" "20_node.440" "0" "0.5±0.6" "1"
"214" "temp" "30_node.440" "2" "1.5±0.6" "1"
"215" "temp" "20_node.441" "0" "0.6±0.64" "1"
"216" "temp" "30_node.441" "2" "1.4±0.64" "1"
"217" "temp" "20_node.446" "0" "0.43±0.5" "1"
"218" "temp" "30_node.446" "1" "0.57±0.5" "1"
"219" "temp" "20_node.447" "0" "0.36±0.48" "1"
"220" "temp" "30_node.447" "1" "0.64±0.48" "1"
"221" "temp" "20_node.451" "1" "0.25±0.43" "1"
"222" "temp" "30_node.451" "0" "0.75±0.43" "1"
"223" "temp" "20_node.454" "1" "0.35±0.48" "1"
"224" "temp" "30_node.454" "0" "0.65±0.48" "1"
"225" "temp" "20_node.455" "0" "0.61±0.65" "1"
"226" "temp" "30_node.455" "2" "1.39±0.65" "1"
"227" "temp" "20_node.456" "1" "0.5±0.6" "1"
"228" "temp" "30_node.456" "1" "1.5±0.6" "1"
"229" "temp" "20_node.457" "0" "0.6±0.64" "1"
"230" "temp" "30_node.457" "2" "1.4±0.64" "1"
"231" "temp" "20_node.458" "0" "0.35±0.48" "1"
"232" "temp" "30_node.458" "1" "0.65±0.48" "1"
"233" "temp" "20_node.459" "1" "2.17±1.18" "1"
"234" "temp" "30_node.459" "6" "4.83±1.18" "1"
"235" "temp" "20_node.483" "1" "0.25±0.43" "1"
"236" "temp" "30_node.483" "0" "0.75±0.43" "1"
"237" "temp" "20_node.487" "0" "0.25±0.43" "1"
"238" "temp" "30_node.487" "1" "0.75±0.43" "1"
"239" "temp" "20_node.488" "0" "0.43±0.5" "1"
"240" "temp" "30_node.488" "1" "0.57±0.5" "1"
"241" "temp" "20_node.489" "0" "0.43±0.5" "1"
"242" "temp" "30_node.489" "1" "0.57±0.5" "1"
"243" "temp" "20_node.491" "1" "0.25±0.43" "1"
"244" "temp" "30_node.491" "0" "0.75±0.43" "1"
"245" "temp" "20_node.492" "1" "2.06±1.12" "1"
"246" "temp" "30_node.492" "5" "3.94±1.12" "1"
"247" "temp" "20_node.493" "1" "2.49±1.28" "1"
"248" "temp" "30_node.493" "7" "5.51±1.28" "1"
"249" "temp" "20_node.494" "1" "0.71±0.67" "1"
"250" "temp" "30_node.494" "1" "1.29±0.67" "1"
"251" "temp" "20_node.495" "1" "1.36±0.97" "1"
"252" "temp" "30_node.495" "4" "3.64±0.97" "1"
"253" "temp" "20_node.496" "1" "0.71±0.67" "1"
"254" "temp" "30_node.496" "1" "1.29±0.67" "1"
"255" "temp" "20_node.498" "0" "0.25±0.43" "1"
"256" "temp" "30_node.498" "1" "0.75±0.43" "1"
"257" "temp" "20_node.499" "1" "0.6±0.49" "1"
"258" "temp" "30_node.499" "0" "0.4±0.49" "1"
"259" "temp" "20_node.500" "1" "0.5±0.61" "1"
"260" "temp" "30_node.500" "1" "1.5±0.61" "1"
"261" "temp" "20_node.502" "0" "0.85±0.65" "1"
"262" "temp" "30_node.502" "2" "1.15±0.65" "1"
"263" "temp" "20_node.503" "0" "0.5±0.6" "1"
"264" "temp" "30_node.503" "2" "1.5±0.6" "1"
"265" "temp" "20_node.506" "0" "0.35±0.48" "1"
"266" "temp" "30_node.506" "1" "0.65±0.48" "1"
"267" "temp" "20_node.507" "5" "2.32±1.21" "1"
"268" "temp" "30_node.507" "2" "4.68±1.21" "1"
"269" "temp" "20_node.510" "7" "3.43±1.4" "1"
"270" "temp" "30_node.510" "2" "5.57±1.4" "1"
"271" "temp" "20_node.511" "5" "3.12±1.25" "1"
"272" "temp" "30_node.511" "2" "3.88±1.25" "1"
"273" "temp" "20_node.512" "2" "0.61±0.65" "1"
"274" "temp" "30_node.512" "0" "1.39±0.65" "1"
"275" "temp" "20_node.513" "1" "0.43±0.5" "1"
"276" "temp" "30_node.513" "0" "0.57±0.5" "1"
"277" "temp" "20_node.514" "1" "0.68±0.66" "1"
"278" "temp" "30_node.514" "1" "1.32±0.66" "1"
"279" "temp" "20_node.515" "2" "1.31±0.83" "1"
"280" "temp" "30_node.515" "1" "1.69±0.83" "1"
"281" "temp" "20_node.516" "1" "0.43±0.49" "1"
"282" "temp" "30_node.516" "0" "0.57±0.49" "1"
"283" "temp" "20_node.517" "0" "0.25±0.43" "1"
"284" "temp" "30_node.517" "1" "0.75±0.43" "1"
"285" "temp" "20_node.518" "0" "0.69±0.66" "1"
"286" "temp" "30_node.518" "2" "1.31±0.66" "1"
"287" "temp" "20_node.520" "1" "0.43±0.5" "1"
"288" "temp" "30_node.520" "0" "0.57±0.5" "1"
"289" "temp" "20_node.521" "1" "0.25±0.43" "1"
"290" "temp" "30_node.521" "0" "0.75±0.43" "1"
"291" "temp" "20_node.522" "1" "0.25±0.43" "1"
"292" "temp" "30_node.522" "0" "0.75±0.43" "1"
"293" "temp" "20_node.523" "1" "0.79±0.69" "1"
"294" "temp" "30_node.523" "1" "1.21±0.69" "1"
"295" "temp" "20_node.525" "2" "0.6±0.64" "1"
"296" "temp" "30_node.525" "0" "1.4±0.64" "1"
"297" "temp" "20_node.526" "1" "0.6±0.49" "1"
"298" "temp" "30_node.526" "0" "0.4±0.49" "1"
"299" "temp" "20_node.533" "1" "0.43±0.5" "1"
"300" "temp" "30_node.533" "0" "0.57±0.5" "1"
"301" "temp" "20_node.540" "1" "0.35±0.48" "1"
"302" "temp" "30_node.540" "0" "0.65±0.48" "1"
"303" "temp" "20_node.541" "1" "0.6±0.49" "1"
"304" "temp" "30_node.541" "0" "0.4±0.49" "1"
"305" "temp" "20_node.551" "0" "0.25±0.43" "1"
"306" "temp" "30_node.551" "1" "0.75±0.43" "1"
"307" "temp" "20_node.552" "1" "0.43±0.5" "1"
"308" "temp" "30_node.552" "0" "0.57±0.5" "1"
"309" "temp" "20_node.553" "0" "0.85±0.65" "1"
"310" "temp" "30_node.553" "2" "1.15±0.65" "1"
"311" "temp" "20_node.556" "1" "0.6±0.49" "1"
"312" "temp" "30_node.556" "0" "0.4±0.49" "1"
"313" "temp" "20_node.557" "0" "1.2±0.67" "1"
"314" "temp" "30_node.557" "2" "0.8±0.67" "1"
"315" "temp" "20_node.558" "1" "1.63±0.84" "1"
"316" "temp" "30_node.558" "2" "1.37±0.84" "1"
"317" "temp" "20_node.559" "0" "0.43±0.5" "1"
"318" "temp" "30_node.559" "1" "0.57±0.5" "1"
"319" "temp" "20_node.560" "2" "1.2±0.67" "1"
"320" "temp" "30_node.560" "0" "0.8±0.67" "1"
"321" "temp" "20_node.566" "0" "0.5±0.61" "1"
"322" "temp" "30_node.566" "2" "1.5±0.61" "1"
"323" "temp" "20_node.569" "1" "0.25±0.43" "1"
"324" "temp" "30_node.569" "0" "0.75±0.43" "1"
"325" "temp" "20_node.572" "0" "0.43±0.5" "1"
"326" "temp" "30_node.572" "1" "0.57±0.5" "1"
"327" "temp" "20_node.575" "1" "1.2±0.67" "1"
"328" "temp" "30_node.575" "1" "0.8±0.67" "1"
"329" "temp" "20_node.576" "0" "0.25±0.43" "1"
"330" "temp" "30_node.576" "1" "0.75±0.43" "1"
"331" "temp" "20_node.580" "0" "0.25±0.43" "1"
"332" "temp" "30_node.580" "1" "0.75±0.43" "1"
