"ASV" "Kingdom" "Phyllum" "Class" "Order" "Family" "Genus"
"1163" 945 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1039" 946 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1235" 947 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1081" 948 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"9491" 949 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Anaplasmataceae" "Wolbachia"
"1190" 950 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"930" 951 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"368" 952 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1014" 953 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1109" 954 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"414" 955 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"55" 956 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"851" 957 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"9581" 958 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"1241" 959 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"920" 960 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1030" 961 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"529" 962 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1245" 963 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1118" 964 "Bacteria" "Proteobacteria" "Alphaproteobacteria" NA NA NA
"599" 965 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"767" 966 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"665" 967 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"889" 968 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"567" 969 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"378" 970 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"313" 971 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"694" 972 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"9731" 973 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"749" 974 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1194" 975 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1326" 976 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"597" 977 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"456" 978 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1001" 979 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1282" 980 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1053" 981 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"9821" 982 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"657" 983 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1037" 984 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"706" 985 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"366" 986 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1301" 987 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"9881" 988 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"23" 989 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"507" 990 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"351" 991 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"576" 992 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"490" 993 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1243" 994 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1186" 995 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1028" 996 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"890" 997 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1083" 998 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"1035" 999 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"720" 1000 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"554" 1001 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"219" 1002 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"561" 1003 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"513" 1004 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"169" 1005 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"320" 1006 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1230" 1007 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1049" 1008 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1066" 1009 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1179" 1010 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"10111" 1011 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"571" 1012 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"766" 1013 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"710" 1014 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"1257" 1015 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"264" 1016 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"564" 1017 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1128" 1018 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"545" 1019 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1073" 1020 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA
"528" 1021 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1155" 1022 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1237" 1023 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"734" 1024 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"308" 1025 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"97" 1026 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"374" 1027 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"424" 1028 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"995" 1029 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1337" 1030 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1281" 1031 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"771" 1032 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"552" 1033 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"992" 1034 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1177" 1035 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1342" 1036 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1044" 1037 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"578" 1038 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1145" 1039 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1266" 1040 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1324" 1041 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1195" 1042 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"703" 1043 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"230" 1044 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1022" 1045 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"688" 1046 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"757" 1047 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1052" 1048 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1071" 1049 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1122" 1050 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"1046" 1051 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"737" 1052 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"69" 1053 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1247" 1054 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"769" 1055 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"520" 1056 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1062" 1057 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"919" 1058 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"987" 1059 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"743" 1060 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"848" 1061 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1157" 1062 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"713" 1063 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"804" 1064 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1101" 1065 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"746" 1066 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1000" 1067 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"745" 1068 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"1277" 1069 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"454" 1070 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"582" 1071 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"67" 1072 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"660" 1073 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"157" 1074 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1059" 1075 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"66" 1076 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"770" 1077 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"689" 1078 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"795" 1079 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"395" 1080 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"996" 1081 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1105" 1082 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"926" 1083 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"666" 1084 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"486" 1085 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"10861" 1086 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Roseomonas"
"613" 1087 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"408" 1088 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"383" 1089 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1086" 1090 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"991" 1091 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"465" 1092 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"432" 1093 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"612" 1094 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1316" 1095 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"976" 1096 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"10971" 1097 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1310" 1098 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"245" 1099 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"575" 1100 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"420" 1101 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1206" 1102 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"754" 1103 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"87" 1104 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"439" 1105 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"314" 1106 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"684" 1107 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"11081" 1108 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"524" 1109 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"210" 1110 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"676" 1111 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1123" 1112 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"369" 1113 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"717" 1114 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"825" 1115 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1340" 1116 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1011" 1117 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"579" 1118 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1280" 1119 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"289" 1120 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"813" 1121 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"730" 1122 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"362" 1123 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1090" 1124 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"358" 1125 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1192" 1126 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"791" 1127 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"700" 1128 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"1134" 1129 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"274" 1130 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"586" 1131 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"109" 1132 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"748" 1133 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"469" 1134 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1187" 1135 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"11361" 1136 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"11371" 1137 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"945" 1138 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"944" 1139 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"685" 1140 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"1034" 1141 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"701" 1142 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" NA
"485" 1143 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"655" 1144 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"11451" 1145 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"1196" 1146 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"527" 1147 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1153" 1148 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"843" 1149 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1240" 1150 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"562" 1151 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"11521" 1152 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1099" 1153 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Aurantimonadaceae" NA
"978" 1154 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"277" 1155 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"763" 1156 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"638" 1157 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1094" 1158 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"619" 1159 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"359" 1160 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
"1133" 1161 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"168" 1162 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"1251" 1163 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"964" 1164 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"1042" 1165 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1048" 1166 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1087" 1167 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" NA
"1029" 1168 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"534" 1169 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1007" 1170 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"1276" 1171 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1160" 1172 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"1328" 1173 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"782" 1174 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Enterovirga"
"551" 1175 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Beijerinckiaceae" "GroupRH"
"1076" 1176 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" NA
"1268" 1177 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" NA NA
"244" 1178 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Lichenibacteriaceae" NA
"844" 1179 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Methylobacterium"
"450" 1180 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylocystaceae-like" NA
