PHYLO-order	NAME(rpoB-database-taxonomy)	ASV	Phyllo-Curated-Taxonomy	Class	Order	Family	Genus
864	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-821	821	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
865	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-473	473	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
866	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-168	168	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
867	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-6	6	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
868	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-1253	1253	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
869	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-424	424	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
870	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-74	74	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
871	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-564	564	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
872	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-21	21	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
873	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-26	26	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
874	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-1354	1354	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
875	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-294	294	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
876	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-316	316	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
877	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-209	209	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
878	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-204	204	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
879	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A6-ASV-521	521	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
880	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1232	1232	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
881	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-762	762	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
882	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1235	1235	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
883	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-920	920	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
884	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-1211	1211	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
885	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A10-ASV-78	78	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
886	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A10-ASV-167	167	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
887	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-479	479	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
888	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-421	421	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
889	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-968	968	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
890	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-997	997	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
891	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-814	814	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
892	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-749	749	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
893	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-1203	1203	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
894	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-77	77	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
895	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-525	525	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
896	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-577	577	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
897	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-191	191	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
898	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-50	50	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
899	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-574	574	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
900	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-133	133	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
901	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-571	571	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
902	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-67	67	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
903	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-1388	1388	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
904	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-320	320	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
905	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-927	927	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
906	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-475	475	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
907	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-44	44	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
908	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-122	122	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
909	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-486	486	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
910	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-283	283	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
911	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-1207	1207	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
912	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-25	25	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
913	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-709	709	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
914	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-291	291	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
915	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-697	697	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
916	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A2-ASV-796	796	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
917	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A2-ASV-733	733	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
918	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A2-ASV-1340	1340	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
919	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A2-ASV-1058	1058	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
920	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-960	960	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
921	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-368	368	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
922	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-375	375	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
923	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-132	132	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
924	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-666	666	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
925	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-482	482	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
926	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-1083	1083	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
927	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-915	915	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
928	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A1-ASV-1395	1395	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
929	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-141	141	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
930	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-951	951	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
931	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-900	900	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
932	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-160	160	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
933	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-82	82	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
934	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-11	11	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
935	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-13	13	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
936	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-406	406	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
937	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-98	98	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
938	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-469	469	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
939	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-151	151	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
940	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-115	115	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
941	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-427	427	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
942	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-40	40	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
943	Rhizobiales-Methylobacteriaceae-Methylobacterium-ASV-83	83	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
944	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-1139	1139	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
945	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A5-ASV-1138	1138	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
946	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-108	108	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
947	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-110	110	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
948	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-96	96	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
949	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-89	89	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
950	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-181	181	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
951	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-58	58	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
952	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1305	1305	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
953	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1279	1279	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
954	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1228	1228	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
955	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-401	401	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
956	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-265	265	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
957	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-389	389	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
958	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-379	379	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
959	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-453	453	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
960	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-106	106	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
961	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-824	824	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
962	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-390	390	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
963	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-182	182	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
964	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1164	1164	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
965	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-362	362	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
966	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-578	578	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
967	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-27	27	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
968	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-777	777	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
969	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-474	474	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
970	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-694	694	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
971	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-601	601	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
972	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-705	705	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
973	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-569	569	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
974	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-20	20	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
975	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-657	657	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
976	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1096	1096	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
977	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-373	373	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
978	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1154	1154	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
979	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1316	1316	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
980	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-449	449	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
981	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-80	80	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
982	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-2	2	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
983	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-673	673	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
984	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-231	231	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
985	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-299	299	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
986	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-242	242	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
987	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1059	1059	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
988	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-388	388	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
989	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-279	279	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
990	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-649	649	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
991	Rhizobiales-Methylobacteriaceae-Methylobacterium-Methylobacterium-clade-A9-ASV-1091	1091	Methylobacterium	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
992	Rhizobiales-ASV-1034	1034	Rhizobiales	Alphaproteobacteria	Rhizobiales	NA	NA
993	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1370	1370	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
994	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1311	1311	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
995	Rhizobiales-Bradyrhizobiaceae-ASV-1029	1029	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
996	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1081	1081	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
997	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1196	1196	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
998	Rhizobiales-ASV-1240	1240	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
999	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-435	435	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1000	Rhizobiales-ASV-1067	1067	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1001	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-979	979	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1002	Rhizobiales-ASV-930	930	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1003	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_sp._OK095-ASV-868	868	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1004	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-Bradyrhizobium_sp._OK095-ASV-789	789	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1005	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-913	913	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1006	Rhizobiales-Bradyrhizobiaceae-Afipia-ASV-1275	1275	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1007	Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium-ASV-1170	1170	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1008	Rhizobiales-Bradyrhizobiaceae-Tardiphaga-Tardiphaga_robiniae-ASV-933	933	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
1009	Rhizobiales-Bradyrhizobiaceae-Tardiphaga-ASV-734	734	Bradyrhizobiaceae	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	NA
