"Kingdom" "Phyllum" "Class" "Order" "Family" "Genus" "Species"
"762" 100 100 100 99 95 92 23
"763" 100 100 100 93 60 60 21
"764" 100 100 100 99 87 67 15
"765" 100 100 100 84 29 12 9
"766" 100 100 100 100 100 67 44
"767" 100 100 100 98 70 70 21
"768" 100 100 100 100 99 73 14
"769" 100 100 100 100 100 100 100
"770" 100 100 100 76 76 37 10
"771" 100 100 100 48 45 32 13
"772" 100 100 100 86 46 25 18
"773" 100 100 100 63 63 23 20
"774" 100 100 100 99 56 53 14
"775" 100 100 100 98 21 21 20
"776" 100 100 100 100 100 100 50
"777" 100 100 100 100 100 100 100
"778" 100 100 100 83 14 12 12
"779" 100 100 100 100 100 100 35
"780" 100 100 100 87 77 38 18
"781" 100 100 100 98 74 63 24
"782" 100 100 100 78 77 31 13
"783" 100 100 100 88 72 37 37
"784" 100 100 100 77 74 27 12
"785" 100 100 100 100 98 98 69
"786" 100 100 100 97 78 78 72
"787" 100 100 100 74 74 30 26
"788" 100 100 100 83 58 38 7
"789" 100 100 100 100 100 100 50
"790" 100 100 100 91 56 24 12
"791" 100 100 100 74 23 23 21
"792" 100 100 100 90 87 54 23
"793" 100 100 100 84 34 27 21
"794" 100 100 100 99 98 76 18
"795" 100 100 100 96 96 65 45
"796" 100 100 100 100 100 100 99
"797" 100 100 100 91 41 9 7
"798" 100 100 100 100 28 26 25
"799" 100 100 100 100 100 100 56
"800" 100 100 100 97 72 35 14
"801" 100 100 100 98 91 91 73
"802" 100 100 100 92 71 71 20
"803" 100 100 100 99 69 69 28
"804" 100 100 100 100 99 99 88
"805" 100 100 100 91 89 45 18
"806" 100 100 100 79 38 7 3
"807" 100 100 100 95 19 8 2
"808" 100 100 100 86 39 39 39
"809" 100 100 100 99 88 86 52
"810" 100 100 100 100 100 100 97
"811" 100 100 100 58 22 18 7
"812" 100 100 100 95 89 49 30
"813" 100 100 100 51 50 32 9
"814" 100 100 100 79 69 68 18
"815" 100 100 100 98 91 72 17
"816" 100 100 100 86 9 9 9
"817" 100 100 100 99 83 83 73
"818" 100 100 100 50 49 28 17
"819" 100 100 100 98 81 73 33
"820" 100 100 100 92 13 9 4
"821" 100 100 100 100 100 100 99
"822" 100 100 100 93 27 14 4
"823" 100 100 100 75 68 35 11
"824" 100 100 100 100 100 100 96
"825" 100 100 100 94 90 27 8
"826" 100 100 100 96 74 74 65
"827" 100 100 100 98 34 34 33
"828" 100 100 100 100 99 96 26
"829" 100 100 100 96 31 31 26
"830" 100 100 100 94 38 28 8
"831" 100 100 100 98 87 87 76
"832" 100 100 100 97 90 90 71
"833" 100 100 100 100 100 100 100
"834" 100 100 100 80 78 36 12
"835" 100 100 100 84 78 20 16
"836" 100 100 100 64 18 18 10
"837" 100 100 100 87 66 21 21
"838" 100 100 100 98 70 70 66
"839" 100 100 100 74 38 35 16
"840" 100 100 100 84 82 56 23
"841" 100 100 100 72 72 31 26
"842" 100 100 100 100 91 91 61
"843" 100 100 100 97 92 39 16
"844" 100 100 100 98 91 16 15
"845" 100 100 100 97 52 26 17
"846" 100 100 100 80 79 50 10
"847" 100 100 100 56 56 25 6
"848" 100 100 100 85 85 24 3
"849" 100 100 100 97 60 58 17
"850" 100 100 100 71 71 29 11
"851" 100 100 100 89 89 49 17
"852" 100 100 100 62 60 30 28
"853" 100 100 100 83 83 33 29
"854" 100 100 100 84 26 22 20
"855" 100 100 100 100 99 53 45
"856" 100 100 100 100 90 90 69
"857" 100 100 100 69 69 41 27
"858" 100 100 100 99 98 37 26
"859" 100 100 100 90 36 26 26
"860" 100 100 100 100 91 91 88
"861" 100 100 100 100 90 87 29
"862" 100 100 100 92 47 43 15
"863" 100 100 100 100 100 99 66
"864" 100 100 100 62 62 25 11
"865" 100 100 100 88 36 14 12
"866" 100 100 100 97 58 57 17
"867" 100 100 100 73 24 22 16
"868" 100 100 100 100 100 100 74
"869" 100 100 100 80 24 24 18
"870" 100 100 100 95 78 78 69
"871" 100 100 100 98 86 86 81
"872" 100 100 100 88 37 34 21
"873" 100 100 100 100 62 62 57
"874" 100 100 100 85 27 21 7
"875" 100 100 100 98 61 55 16
"876" 100 100 100 98 76 40 21
"877" 100 100 100 98 88 88 84
"878" 100 100 100 91 19 19 11
"879" 100 100 100 84 44 44 39
"880" 100 100 100 78 10 10 10
"881" 100 100 100 83 48 25 24
"882" 100 100 100 100 100 100 46
"883" 100 100 100 95 86 23 19
"884" 100 100 100 91 87 48 25
"885" 100 100 100 89 52 32 25
"886" 100 100 100 71 71 37 18
"887" 100 100 100 98 88 86 41
"888" 100 100 100 57 57 23 16
"889" 100 100 100 93 31 31 21
"890" 100 100 100 85 4 4 4
"891" 100 100 100 76 15 12 9
"892" 100 100 100 93 33 32 15
"893" 100 100 100 96 87 66 62
"894" 100 100 100 93 85 14 14
"895" 100 100 100 72 30 25 11
"896" 100 100 100 98 86 86 73
"897" 100 100 100 85 84 37 30
"898" 100 100 100 72 72 53 44
"899" 100 100 100 88 45 36 26
"900" 100 100 100 98 98 98 86
"901" 100 100 100 82 76 45 22
"902" 100 100 100 53 53 29 5
"903" 100 100 100 96 45 45 16
"904" 100 100 100 100 96 96 38
"905" 100 100 100 93 79 53 17
"906" 100 100 100 100 100 100 98
"907" 100 100 100 100 100 96 44
"908" 100 100 100 99 97 93 77
"909" 100 100 100 91 46 46 15
"910" 100 100 100 76 73 41 11
"911" 100 100 100 99 98 95 82
"912" 100 100 100 97 88 88 66
"913" 100 100 100 100 100 100 13
"914" 100 100 100 97 72 72 67
"915" 100 100 100 100 100 100 68
"916" 100 100 100 72 67 25 4
"917" 100 100 100 99 75 75 74
"918" 100 100 100 99 83 83 79
"919" 100 100 100 85 84 24 2
"920" 100 100 100 98 97 95 51
"921" 100 100 100 91 20 20 16
"922" 100 100 100 63 63 41 20
"923" 100 100 100 81 22 5 2
"924" 100 100 100 93 34 33 9
"925" 100 100 100 96 80 80 79
"926" 100 100 100 98 86 13 12
"927" 100 100 100 100 100 100 100
"928" 100 100 100 95 35 17 8
"929" 100 100 100 89 69 56 14
"930" 100 100 100 93 36 28 13
"931" 100 100 100 27 27 19 11
"932" 100 100 100 97 95 92 22
"933" 100 100 100 100 99 66 54
"934" 100 100 100 97 92 92 85
"935" 100 100 100 100 97 97 44
"936" 100 100 100 83 65 51 35
"937" 100 100 100 86 21 12 12
"938" 100 100 100 78 28 26 5
"939" 100 100 100 86 76 44 29
"940" 100 100 100 78 8 8 8
"941" 100 100 100 97 15 15 11
"942" 100 100 100 93 74 59 43
"943" 100 100 100 94 61 50 18
"944" 100 100 100 86 65 40 36
"945" 100 100 100 76 76 26 18
"946" 100 100 100 100 100 98 77
"947" 100 100 100 48 48 19 14
"948" 100 100 100 98 95 88 14
"949" 100 100 100 54 54 52 18
"950" 100 100 100 60 60 37 21
"951" 100 100 100 100 100 100 77
"952" 100 100 100 81 24 15 6
"953" 100 100 100 100 98 79 30
"954" 100 100 100 100 100 100 67
"955" 100 100 100 94 20 20 20
"956" 100 100 100 100 96 96 80
"957" 100 100 100 100 100 100 100
"958" 100 100 100 30 28 4 4
"959" 100 100 100 57 57 20 13
"960" 100 100 100 100 100 100 84
"961" 100 100 100 100 100 88 28
"962" 100 100 100 96 60 55 19
"963" 100 100 100 44 44 32 12
"964" 100 100 100 76 29 28 18
"965" 100 100 100 100 83 83 26
"966" 100 100 100 75 39 37 29
"967" 100 100 100 77 20 19 6
"968" 100 100 100 99 98 97 51
"969" 100 100 100 93 57 43 14
"970" 100 100 100 91 36 16 4
"971" 100 100 100 86 23 23 14
"972" 100 100 100 97 63 59 7
"973" 100 100 100 100 100 99 48
"974" 100 100 100 77 24 19 10
"975" 100 100 100 49 49 31 26
"976" 100 100 100 88 82 46 21
"977" 100 100 100 98 69 68 18
"978" 100 100 100 83 15 15 12
"979" 100 100 100 82 71 70 29
"980" 100 100 100 87 87 62 41
"981" 100 100 100 100 100 97 52
"982" 100 100 100 99 96 74 5
"983" 100 100 100 78 10 10 4
"984" 100 100 100 100 100 82 66
"985" 100 100 100 99 90 86 48
"986" 100 100 100 77 22 17 8
"987" 100 100 100 85 85 63 49
"988" 100 100 100 99 98 98 17
"989" 100 100 100 71 33 33 28
"990" 100 100 100 96 67 64 21
"991" 100 100 100 93 29 29 25
"992" 100 100 100 95 43 39 12
"993" 100 100 100 100 57 52 17
"994" 100 100 100 74 73 14 8
"995" 100 100 100 54 53 12 10
"996" 100 100 100 100 100 94 27
"997" 100 100 100 93 83 77 22
"998" 100 100 100 96 87 61 10
"999" 100 100 100 98 96 81 24
"1000" 100 100 100 93 60 18 10
"1001" 100 100 100 98 62 55 19
"1002" 100 100 100 100 88 88 59
"1003" 100 100 100 96 72 68 19
"1004" 100 100 100 100 99 98 37
"1005" 100 100 100 98 88 88 77
"1006" 100 100 100 78 32 30 21
"1007" 100 100 100 81 80 28 23
"1008" 100 100 100 100 100 85 53
"1009" 100 100 100 100 100 86 40
"1010" 100 100 100 41 41 16 4
"1011" 100 100 100 100 100 100 31
"1012" 100 100 100 77 36 32 11
"1013" 100 100 100 85 57 32 30
"1014" 100 100 100 97 77 71 30
"1015" 100 100 100 99 92 55 55
"1016" 100 100 100 95 86 86 60
"1017" 100 100 100 95 47 35 9
"1018" 100 100 100 100 100 100 55
"1019" 100 100 100 95 39 27 8
"1020" 100 100 100 100 98 91 22
"1021" 100 100 100 95 55 49 11
"1022" 100 100 100 81 80 49 28
"1023" 100 100 100 83 82 31 9
"1024" 100 100 100 68 20 18 13
"1025" 100 100 100 79 20 20 16
"1026" 100 100 100 92 77 77 44
"1027" 100 100 100 97 35 31 13
"1028" 100 100 100 95 26 21 9
"1029" 100 100 100 88 62 18 18
"1030" 100 100 100 94 87 60 18
"1031" 100 100 100 95 95 37 24
"1032" 100 100 100 61 17 13 13
"1033" 100 100 100 99 53 42 14
"1034" 100 100 100 89 13 13 5
"1035" 100 100 100 70 70 36 18
"1036" 100 100 100 91 89 54 36
"1037" 100 100 100 100 100 100 66
"1038" 100 100 100 97 76 74 24
"1039" 100 100 100 72 72 21 5
"1040" 100 100 100 95 92 52 22
"1041" 100 100 100 89 77 39 26
"1042" 100 100 100 86 84 62 33
"1043" 100 100 100 99 97 93 20
"1044" 100 100 100 82 31 31 28
"1045" 100 100 100 100 100 79 54
"1046" 100 100 100 91 44 25 12
"1047" 100 100 100 83 60 39 25
"1048" 100 100 100 100 100 70 32
"1049" 100 100 100 88 32 24 24
"1050" 100 100 100 100 100 100 24
"1051" 100 100 100 100 100 19 19
"1052" 100 100 100 47 11 11 10
"1053" 100 100 100 100 95 95 94
"1054" 100 100 100 100 81 70 30
"1055" 100 100 100 85 53 13 12
"1056" 100 100 100 98 58 54 9
"1057" 100 100 100 100 100 93 19
"1058" 100 100 100 100 100 100 100
"1059" 100 100 100 100 100 100 93
"1060" 100 100 100 66 17 17 13
"1061" 100 100 100 86 51 49 11
"1062" 100 100 100 86 85 30 23
"1063" 100 100 100 100 86 85 39
"1064" 100 100 100 97 83 80 58
"1065" 100 100 100 87 33 30 4
"1066" 100 100 100 92 46 33 31
"1067" 100 100 100 90 31 22 22
"1068" 100 100 100 68 46 30 27
"1069" 100 100 100 90 90 33 20
"1070" 100 100 100 100 41 22 14
"1071" 100 100 100 81 18 8 8
"1072" 100 100 100 100 91 91 90
"1073" 100 100 100 77 11 10 10
"1074" 100 100 100 100 92 92 54
"1075" 100 100 100 100 100 36 36
"1076" 100 100 100 100 92 92 90
"1077" 100 100 100 52 11 7 7
"1078" 100 100 100 94 58 54 41
"1079" 100 100 100 94 80 58 28
"1080" 100 100 100 89 21 16 5
"1081" 100 100 100 97 59 55 23
"1082" 100 100 100 77 30 28 7
"1083" 100 100 100 100 100 100 96
"1084" 100 100 100 87 19 17 2
"1085" 100 100 100 81 11 11 11
"1086" 100 100 100 99 99 98 68
"1087" 100 100 100 96 64 63 18
"1088" 100 100 100 83 10 10 10
"1089" 100 100 100 99 44 7 5
"1090" 100 100 100 96 86 81 24
"1091" 100 100 100 100 100 100 100
"1092" 100 100 100 94 30 20 18
"1093" 100 100 100 85 26 22 11
"1094" 100 100 100 96 69 69 20
"1095" 100 100 100 94 90 60 24
"1096" 100 100 100 100 100 100 99
"1097" 100 100 100 87 31 27 10
"1098" 100 100 100 95 92 56 18
"1099" 100 100 100 82 26 26 16
"1100" 100 100 100 92 48 46 14
"1101" 100 100 100 88 14 14 14
"1102" 100 100 100 69 69 34 18
"1103" 100 100 100 96 65 56 51
"1104" 100 100 100 99 71 71 38
"1105" 100 100 100 96 36 31 12
"1106" 100 100 100 87 41 41 30
"1107" 100 100 100 9 9 9 9
"1108" 100 100 100 100 100 99 29
"1109" 100 100 100 99 62 49 14
"1110" 100 100 100 89 83 83 65
"1111" 100 100 100 91 28 17 5
"1112" 100 100 100 100 100 100 35
"1113" 100 100 100 70 12 6 0
"1114" 100 100 100 95 49 10 9
"1115" 100 100 100 98 91 89 32
"1116" 100 100 100 87 84 49 19
"1117" 100 100 100 99 98 63 21
"1118" 100 100 100 81 29 7 7
"1119" 100 100 100 82 82 59 34
"1120" 100 100 100 100 87 87 46
"1121" 100 100 100 94 87 86 14
"1122" 100 100 100 86 23 23 13
"1123" 100 100 100 77 17 17 16
"1124" 100 100 100 99 85 10 10
"1125" 100 100 100 99 34 34 33
"1126" 100 100 100 46 46 16 8
"1127" 100 100 100 73 29 21 13
"1128" 100 100 100 99 81 79 21
"1129" 100 100 100 100 95 95 38
"1130" 100 100 100 97 91 91 75
"1131" 100 100 100 97 83 81 31
"1132" 100 100 100 100 91 91 91
"1133" 100 100 100 99 78 78 34
"1134" 100 100 100 89 52 42 21
"1135" 100 100 100 76 76 53 14
"1136" 100 100 100 100 100 98 40
"1137" 100 100 100 91 57 13 13
"1138" 100 100 100 99 99 99 50
"1139" 100 100 100 100 100 99 50
"1140" 100 100 100 87 36 36 19
"1141" 100 100 100 100 100 77 34
"1142" 100 100 100 98 96 96 47
"1143" 100 100 100 95 37 19 12
"1144" 100 100 100 80 27 19 5
"1145" 100 100 100 95 61 59 9
"1146" 100 100 100 74 69 30 18
"1147" 100 100 100 97 66 45 16
"1148" 100 100 100 88 88 47 28
"1149" 100 100 100 96 90 90 49
"1150" 100 100 100 57 57 15 8
"1151" 100 100 100 99 51 47 15
"1152" 100 100 100 93 68 14 14
"1153" 100 100 100 100 100 100 100
"1154" 100 100 100 100 100 100 99
"1155" 100 100 100 96 76 76 56
"1156" 100 100 100 75 39 30 30
"1157" 100 100 100 92 68 68 26
"1158" 100 100 100 90 66 57 21
"1159" 100 100 100 88 50 48 12
"1160" 100 100 100 77 51 36 14
"1161" 100 100 100 100 95 95 16
"1162" 100 100 100 100 85 85 76
"1163" 100 100 100 89 89 53 14
"1164" 100 100 100 100 100 100 100
"1165" 100 100 100 100 100 100 63
"1166" 100 100 100 100 100 99 80
"1167" 100 100 100 99 94 90 43
"1168" 100 100 100 100 100 95 24
"1169" 100 100 100 96 62 54 17
"1170" 100 100 100 100 100 97 33
"1171" 100 100 100 73 70 32 27
"1172" 100 100 100 72 72 25 6
"1173" 100 100 100 82 78 39 28
"1174" 100 100 100 82 58 34 31
"1175" 100 100 100 95 65 64 26
"1176" 100 100 100 99 86 55 31
"1177" 100 100 100 100 99 63 11
"1178" 100 100 100 65 26 26 21
"1179" 100 100 100 100 100 100 59
"1180" 100 100 100 94 41 16 6
"1181" 100 100 100 88 86 40 12
"1182" 100 100 100 74 74 47 16
"1183" 100 100 100 94 62 62 21
"1184" 100 100 100 69 68 22 22
"1185" 100 100 100 100 99 86 30
"1186" 100 100 100 97 74 72 21
"1187" 100 100 100 96 90 87 15
"1188" 100 100 100 34 28 22 10
"1189" 100 100 100 55 23 13 12
"1190" 100 100 100 86 86 49 12
"1191" 100 100 100 71 35 35 30
"1192" 100 100 100 100 99 99 92
"1193" 100 100 100 98 52 52 47
"1194" 100 100 100 97 90 90 68
"1195" 100 100 100 87 82 37 15
"1196" 100 100 100 100 86 61 33
"1197" 100 100 100 95 95 88 47
"1198" 100 100 100 92 75 75 67
"1199" 100 100 100 76 34 29 7
"1200" 100 100 100 20 20 5 4
"1201" 100 100 100 72 68 39 25
"1202" 100 100 100 82 60 60 41
"1203" 100 100 100 100 100 100 100
"1204" 100 100 100 83 42 38 13
"1205" 100 100 100 89 14 14 14
"1206" 100 100 100 85 70 70 55
"1207" 100 100 100 100 100 100 100
"1208" 100 100 100 55 55 32 17
"1209" 100 100 100 100 100 41 41
"1210" 100 100 100 34 27 17 10
"1211" 100 100 100 100 100 99 29
"1212" 100 100 100 93 92 64 42
"1213" 100 100 100 100 90 90 89
"1214" 100 100 100 90 89 26 3
"1215" 100 100 100 95 85 85 84
"1216" 100 100 100 74 9 9 2
"1217" 100 100 100 96 37 37 34
"1218" 100 100 100 100 100 100 33
"1219" 100 100 100 94 8 8 7
"1220" 100 100 100 12 12 9 9
"1221" 100 100 100 85 49 10 9
"1222" 100 100 100 58 58 14 11
"1223" 100 100 100 93 84 43 14
"1224" 100 100 100 82 25 11 11
"1225" 100 100 100 100 100 80 20
"1226" 100 100 100 99 94 88 15
"1227" 100 100 100 90 27 27 22
"1228" 100 100 100 100 100 100 92
"1229" 100 100 100 100 100 99 63
"1230" 100 100 100 100 99 99 82
"1231" 100 100 100 95 62 62 19
"1232" 100 100 100 100 97 97 44
"1233" 100 100 100 88 68 51 5
"1234" 100 100 100 89 77 77 73
"1235" 100 100 100 100 99 99 42
"1236" 100 100 100 100 100 100 54
"1237" 100 100 100 100 100 100 99
"1238" 100 100 100 88 38 36 11
"1239" 100 100 100 62 62 17 9
"1240" 100 100 100 91 13 6 6
"1241" 100 100 100 75 56 40 36
"1242" 100 100 100 77 77 43 39
"1243" 100 100 100 93 82 82 61
"1244" 100 100 100 89 46 23 14
"1245" 100 100 100 99 56 56 54
"1246" 100 100 100 94 89 48 20
"1247" 100 100 100 82 41 35 27
"1248" 100 100 100 99 89 89 89
"1249" 100 100 100 92 51 25 24
"1250" 100 100 100 89 28 28 23
"1251" 100 100 100 100 100 100 100
"1252" 100 100 100 96 43 43 40
"1253" 100 100 100 100 100 100 99
"1254" 100 100 100 93 63 61 18
"1255" 100 100 100 93 82 82 64
"1256" 100 100 100 96 92 92 68
"1257" 100 100 100 91 80 80 75
"1258" 100 100 100 88 12 9 5
"1259" 100 100 100 100 85 85 77
"1260" 100 100 100 58 56 24 13
"1261" 100 100 100 100 99 99 51
"1262" 100 100 100 100 98 88 39
"1263" 100 100 100 93 41 40 5
"1264" 100 100 100 99 92 92 64
"1265" 100 100 100 97 70 69 45
"1266" 100 100 100 96 74 74 27
"1267" 100 100 100 100 99 99 69
"1268" 100 100 100 98 71 71 68
"1269" 100 100 100 94 92 38 33
"1270" 100 100 100 99 92 90 43
"1271" 100 100 100 93 87 87 44
"1272" 100 100 100 67 66 29 14
"1273" 100 100 100 82 80 64 28
"1274" 100 100 100 100 100 91 51
"1275" 100 100 100 98 87 56 26
"1276" 100 100 100 100 99 19 19
"1277" 100 100 100 100 100 92 61
"1278" 100 100 100 94 68 61 51
"1279" 100 100 100 99 99 99 60
"1280" 100 100 100 56 56 31 11
"1281" 100 100 100 89 38 27 11
"1282" 100 100 100 88 36 32 11
"1283" 100 100 100 92 55 55 50
"1284" 100 100 100 90 68 68 53
"1285" 100 100 100 86 44 23 14
"1286" 100 100 100 96 74 54 29
"1287" 100 100 100 82 81 52 16
"1288" 100 100 100 73 30 10 3
"1289" 100 100 100 96 40 22 22
"1290" 100 100 100 100 100 99 22
"1291" 100 100 100 60 5 3 2
"1292" 100 100 100 87 62 62 39
"1293" 100 100 100 78 29 21 21
"1294" 100 100 100 25 22 6 6
"1295" 100 100 100 58 58 41 12
"1296" 100 100 100 91 13 11 6
"1297" 100 100 100 92 55 41 28
"1298" 100 100 100 68 25 24 7
"1299" 100 100 100 92 92 42 31
"1300" 100 100 100 100 100 95 94
"1301" 100 100 100 62 53 53 53
"1302" 100 100 100 21 7 6 6
"1303" 100 100 100 29 21 9 9
"1304" 100 100 100 44 43 16 15
"1305" 100 100 100 100 100 100 77
"1306" 100 100 100 100 95 95 30
"1307" 100 100 100 99 97 96 3
"1308" 100 100 100 98 86 86 71
"1309" 100 100 100 96 95 36 36
"1310" 100 100 100 96 76 76 63
"1311" 100 100 100 91 63 58 1
"1312" 100 100 100 78 65 65 57
"1313" 100 100 100 29 13 9 9
"1314" 100 100 100 91 65 53 21
"1315" 100 100 100 92 66 36 10
"1316" 100 100 100 100 100 100 99
"1317" 100 100 100 64 21 9 2
"1318" 100 100 100 90 81 41 5
"1319" 100 100 100 86 18 18 18
"1320" 100 100 100 79 79 29 27
"1321" 100 100 100 100 100 100 19
"1322" 100 100 100 31 30 8 8
"1323" 100 100 100 99 94 94 94
"1324" 100 100 100 97 94 68 34
"1325" 100 100 100 100 100 100 84
"1326" 100 100 100 100 100 91 24
"1327" 100 100 100 100 84 72 72
"1328" 100 100 100 98 93 36 36
"1329" 100 100 100 95 90 90 90
"1330" 100 100 100 99 73 73 67
"1331" 100 100 100 95 31 16 12
"1332" 100 100 100 96 65 63 22
"1333" 100 100 100 100 100 71 48
"1334" 100 100 100 82 81 27 20
"1335" 100 100 100 100 100 90 30
"1336" 100 100 100 87 21 21 9
"1337" 100 100 100 30 28 9 6
"1338" 100 100 100 95 81 81 72
"1339" 100 100 100 85 53 40 38
"1340" 100 100 100 100 100 100 100
"1341" 100 100 100 71 29 21 15
"1342" 100 100 100 61 59 49 26
"1343" 100 100 100 100 98 31 23
"1344" 100 100 100 92 27 27 21
"1345" 100 100 100 92 92 48 26
"1346" 100 100 100 100 100 90 51
"1347" 100 100 100 86 32 20 10
"1348" 100 100 100 95 63 62 22
"1349" 100 100 100 88 30 27 23
"1350" 100 100 100 100 81 81 28
"1351" 100 100 100 54 52 2 2
"1352" 100 100 100 89 41 16 11
"1353" 100 100 100 100 100 95 85
"1354" 100 100 100 100 100 100 100
"1355" 100 100 100 43 41 4 2
"1356" 100 100 100 98 92 89 38
"1357" 100 100 100 98 93 93 77
"1358" 100 100 100 83 83 55 22
"1359" 100 100 100 96 71 71 64
"1360" 100 100 100 85 25 25 15
"1361" 100 100 100 90 46 40 18
"1362" 100 100 100 100 96 89 50
"1363" 100 100 100 92 12 12 2
"1364" 100 100 100 100 100 95 43
"1365" 100 100 100 100 100 62 26
"1366" 100 100 100 55 52 47 8
"1367" 100 100 100 76 75 54 36
"1368" 100 100 100 99 99 97 47
"1369" 100 100 100 76 70 67 34
"1370" 100 100 100 77 67 67 15
"1371" 100 100 100 35 35 4 4
"1372" 100 100 100 92 86 75 6
"1373" 100 100 100 100 100 100 25
"1374" 100 100 100 21 18 12 3
"1375" 100 100 100 95 59 53 21
"1376" 100 100 100 99 90 90 89
"1377" 100 100 100 12 12 12 12
"1378" 100 100 100 91 58 30 29
"1379" 100 100 100 100 100 100 62
"1380" 100 100 100 89 63 60 46
"1381" 100 100 100 88 22 22 15
"1382" 100 100 100 93 67 56 33
"1383" 100 100 100 100 100 96 44
"1384" 100 100 100 29 26 4 4
"1385" 100 100 100 26 4 3 3
"1386" 100 100 100 78 44 36 34
"1387" 100 100 100 100 100 100 100
"1388" 100 100 100 100 100 100 100
"1389" 100 100 100 100 99 80 7
"1390" 100 100 100 82 7 7 7
"1391" 100 100 100 96 92 90 75
"1392" 100 100 100 96 83 83 73
"1393" 100 100 100 96 75 75 59
"1394" 100 100 100 99 91 89 31
"1395" 100 100 100 100 100 100 85
"1396" 100 100 100 97 70 68 19
"1397" 100 100 100 11 9 8 7
"1398" 100 100 100 100 100 98 27
"1399" 100 100 100 99 75 75 72
"1400" 100 100 100 97 91 91 74
