"mean_seq" "max_seq" "min_seq" "seq_or_node" "level" "mother_node" "mother_level"
37.636962890625 50.75 24.52392578125 501 182 500 183
176.5 177 176 676 183 675 184
359.75 360.5 359 851 183 850 184
45.6934814453125 53.75 37.636962890625 500 183 499 184
23.8467407226562 45.6934814453125 2 499 184 498 186
177.5 178.5 176.5 675 184 674 185
363.5859375 367.421875 359.75 850 184 849 185
176.25 177.5 175 674 185 663 186
360.79296875 363.5859375 358 849 185 848 186
290.5 291 290 785 186 760 204
358.896484375 360.79296875 357 848 186 847 187
172.796875 176.25 169.34375 663 186 662 197
46.7567977905273 69.6668548583985 23.8467407226562 498 186 497 214
357.4482421875 358.896484375 356 847 187 844 210
456.5 457 456 947 187 938 299
251.5 252.5 250.5 746 188 745 197
196.5 199.875 193.125 687 190 685 191
183.625 184.75 182.5 679 191 661 225
193.5 196.5 190.5 685 191 659 227
329.5625 331.125 328 821 196 820 247
402.5 403 402 894 196 893 197
250.25 251.5 249 745 197 744 214
401.75 402.5 401 893 197 892 242
176.6484375 180.5 172.796875 662 197 661 225
279.8583984375 284.96875 274.748046875 761 200 760 204
304.811340332031 308.044555664062 301.578125 787 201 757 227
256.5 257 256 751 202 750 240
408.875 409.75 408 899 202 897 240
285.17919921875 290.5 279.8583984375 760 204 759 205
274.589599609375 285.17919921875 264 759 205 758 210
258.5 259 258 752 207 750 240
353.75 354.5 353 845 209 844 210
448.5 449 448 942 210 941 250
479.6875 481.5 477.875 968 210 967 214
283.544799804688 292.5 274.589599609375 758 210 757 227
355.59912109375 357.4482421875 353.75 844 210 843 211
353.799560546875 355.59912109375 352 843 211 492 323
394.5 395 394 887 213 886 264
249.125 250.25 248 744 214 743 236
477.84375 479.6875 476 967 214 966 223
78.5215835571287 110.28636932373 46.7567977905273 497 214 496 234
162.5 163 162 657 215 655 216
161.5 162.5 160.5 655 216 654 229
377.875 378.75 377 869 218 868 320
339.966796875 342.68359375 337.25 828 218 826 242
476.421875 477.84375 475 966 223 965 256
187.75 188.5 187 683 225 660 226
180.13671875 183.625 176.6484375 661 225 660 226
183.943359375 187.75 180.13671875 660 226 659 227
188.7216796875 193.5 183.943359375 659 227 658 228
294.178070068359 304.811340332031 283.544799804688 757 227 753 232
198.95922088623 209.196762084961 188.7216796875 658 228 654 229
262.5 263 262 756 229 755 230
439.3671875 440.734375 438 929 229 928 239
180.229610443115 198.95922088623 161.5 654 229 651 231
261.75 262.5 261 755 230 754 231
260.875 261.75 260 754 231 753 232
396.5 397 396 888 231 886 264
168.989805221558 180.229610443115 157.75 651 231 496 234
277.526535034179 294.178070068359 260.875 753 232 741 242
123.755694389343 168.989805221558 78.5215835571287 496 234 495 235
62.3778471946715 123.755694389343 1 495 235 494 250
254.5 255 254 749 235 743 236
251.8125 254.5 249.125 743 236 742 241
438.18359375 439.3671875 437 928 239 908 289
407.6875 408.875 406.5 897 240 895 241
257.5 258.5 256.5 750 240 742 241
334.5 335 334 827 241 826 242
406.09375 407.6875 404.5 895 241 892 242
254.65625 257.5 251.8125 742 241 741 242
403.921875 406.09375 401.75 892 242 891 246
337.2333984375 339.966796875 334.5 826 242 820 247
266.09139251709 277.526535034179 254.65625 741 242 494 250
401.9609375 403.921875 400 891 246 889 251
333.39794921875 337.2333984375 329.5625 820 247 493 254
447.75 448.5 447 941 250 940 296
164.234619855881 266.09139251709 62.3778471946715 494 250 493 254
400.23046875 401.9609375 398.5 889 251 883 268
382.5 383 382 874 253 873 306
248.816284537315 333.39794921875 164.234619855881 493 254 492 323
480.890625 485.359375 476.421875 965 256 963 265
385.5 386.5 384.5 878 258 877 267
473.5 474 473 964 264 963 265
395.5 396.5 394.5 886 264 885 265
394.25 395.5 393 885 265 884 267
477.1953125 480.890625 473.5 963 265 956 276
393.125 394.25 392 884 267 883 268
469.5 470 469 961 267 959 269
387 388.5 385.5 877 267 876 299
396.677734375 400.23046875 393.125 883 268 875 305
413.5 414 413 904 269 903 320
468.5 469.5 467.5 959 269 958 272
471.5 472 471 962 271 958 272
470 471.5 468.5 958 272 957 274
468 470 466 957 274 956 276
472.59765625 477.1953125 468 956 276 948 311
464.5 465 464 955 279 949 309
430.95263671875 438.18359375 423.7216796875 908 289 907 292
454.5 455 454 946 291 945 293
423.476318359375 430.95263671875 416 907 292 906 296
451.5 452 451 944 292 943 295
453.75 454.5 453 945 293 939 297
450.75 451.5 450 943 295 940 296
419.238159179688 423.476318359375 415 906 296 905 319
449.25 450.75 447.75 940 296 939 297
451.5 453.75 449.25 939 297 938 299
390.5 391 390 882 298 876 299
454 456.5 451.5 938 299 937 318
388.75 390.5 387 876 299 875 305
392.7138671875 396.677734375 388.75 875 305 873 306
387.60693359375 392.7138671875 382.5 873 306 872 312
461.734375 464.5 458.96875 949 309 948 311
467.166015625 472.59765625 461.734375 948 311 937 318
384.303466796875 387.60693359375 381 872 312 868 320
460.5830078125 467.166015625 454 937 318 905 319
439.910583496094 460.5830078125 419.238159179688 905 319 903 320
381.089233398438 384.303466796875 377.875 868 320 867 322
426.705291748047 439.910583496094 413.5 903 320 902 321
419.352645874023 426.705291748047 412 902 321 867 322
400.22093963623 419.352645874023 381.089233398438 867 322 492 323
334.27892824014 400.22093963623 248.816284537315 492 323 0 665
