"Name" "Tree-order" "NodeAss" "MatchAss" "ClaAss" "BootAss" "VAR.SITE" "VAR.TIMEn" "VAR.SSd" "VAR.SPE" "VAR.SITE:TIMEn" "VAR.SITE:SSd" "VAR.TIMEn:SSd" "VAR.SITE:SPE" "VAR.TIMEn:SPE" "VAR.SSd:SPE" "VAR.SITE:TIMEn:SSd" "VAR.SITE:TIMEn:SPE" "VAR.SITE:SSd:SPE" "VAR.TIMEn:SSd:SPE" "VAR.SITE:TIMEn:SSd:SPE" "VAR.Residuals" "pval.SITE" "pval.TIMEn" "pval.SSd" "pval.SPE" "pval.SITE:TIMEn" "pval.SITE:SSd" "pval.TIMEn:SSd" "pval.SITE:SPE" "pval.TIMEn:SPE" "pval.SSd:SPE" "pval.SITE:TIMEn:SSd" "pval.SITE:TIMEn:SPE" "pval.SITE:SSd:SPE" "pval.TIMEn:SSd:SPE" "pval.SITE:TIMEn:SSd:SPE" "pval.Residuals" "padj.SITE" "padj.TIMEn" "padj.SSd" "padj.SPE" "padj.SITE:TIMEn" "padj.SITE:SSd" "padj.TIMEn:SSd" "padj.SITE:SPE" "padj.TIMEn:SPE" "padj.SSd:SPE" "padj.SITE:TIMEn:SSd" "padj.SITE:TIMEn:SPE" "padj.SITE:SSd:SPE" "padj.TIMEn:SSd:SPE" "padj.SITE:TIMEn:SSd:SPE" "padj.Residuals"
"Meth-ASV-58" "53" "498" "1" "A9" "0.32" "0.171278675077073" "0.0383565762866056" "0.00998198565088917" "0.0827239151532669" "0.0201700222122136" "0.000693204263796199" "0.0101144748517451" "0.000111070691591001" "0.0614509478599718" "0.0334366088106561" "0.00159313178358348" "0.00125092345852911" "0.0192130042993109" "0.0160541053494678" "0.00133761033215064" "0.532233743919149" "2.86963659465835e-10" "0.00163789837497746" "0.103690069359907" "0.00187803923069482" "0.0213182216326281" "0.666706671727787" "0.101445791453957" "0.863092674228049" "0.0146360623772784" "0.183161471188615" "0.514002606669267" "0.563003204562246" "0.0245763619893373" "0.634986198553986" "0.549795126290292" NA "5.48100589579745e-08" "0.312838589620695" "1" "0.358705493062711" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-1279" "54" "498" "1" "A9" "0.32" "0.00496747486694265" "0.00871172980573124" "0.000552042088621102" "0.030455998439873" "0.0100126756794988" "0.000236210683100034" "0.000811986307424264" "1.20970407325867e-05" "0.0558980886362684" "0.000330083063093015" "0.000658877540511105" "2.76963045331831e-05" "1.00722422387622e-06" "0.0030366231337875" "8.83992770530916e-32" "0.884287409185659" "0.371614583262717" "0.237225006292078" "0.765538583539014" "0.555483516043529" "0.205272530706598" "0.845323255806975" "0.717614633902337" "0.96478326308459" "0.180057117606484" "0.999996765410255" "0.744585614822728" "0.946735645499126" "0.989835095128017" "0.997874333084559" "0.999999999999997" NA "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-1305" "55" "498" "1" "A9" "0.32" "3.52792914623717e-06" "0.00495944324633118" "0.00636256880492561" "0.0209299692621626" "0.00836141290827917" "0.00553481759017252" "0.00664865287495465" "9.01373315311481e-06" "0.0402585796698503" "0.0156411874514357" "0.00742761474143122" "0.000229470251199691" "0.000989146646788784" "0.0337419798066948" "5.56112166779778e-05" "0.848847003866796" "0.98058440387254" "0.362229384645119" "0.302272723694558" "0.739765174586841" "0.23725762574134" "0.335865976029868" "0.29169055757808" "0.968970426954061" "0.347707021030225" "0.851633605470164" "0.265182894436104" "0.844408036865507" "0.683730076061902" "0.463328403625562" "0.923027976043232" NA "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-1164" "56" "552" "1" "A9" "0.65" "0.0063536650615302" "0.00338083630251142" "0.00304260961541421" "0.0566984364418266" "0.00253605899615285" "0.00133697831051122" "0.00160028444860883" "0.000410527078447769" "0.0219884395493761" "0.0366716765428273" "0.000134064477296904" "4.15020115846915e-05" "9.42667009108678e-08" "0.005140627874955" "1.20526154079221e-30" "0.860664199022256" "0.305940515734059" "0.454795842392108" "0.478237609151166" "0.16002449088017" "0.517296379302118" "0.638132459993798" "0.606899553997562" "0.79433774262843" "0.722894071963545" "0.417660208433381" "0.881568362057204" "0.933936106560976" "0.996847827515212" "0.990264168671118" "0.999999999999989" NA "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-182" "57" "552" "1" "A9" "0.65" "0.0188031329650908" "0.085112849485735" "0.00253199701616643" "0.114642083799287" "0.00104001768022991" "2.43969798148127e-05" "0.000486273295309321" "0.00834368520076039" "0.0337015422650803" "0.0190880852799011" "0.00253081923580837" "0.00124300882696148" "0.00153157626228251" "0.0186318025800146" "0.00929272569164498" "0.682996003435913" "0.0491535473479153" "4.29529397216882e-05" "0.467743445161613" "0.000985084153146335" "0.64146964361736" "0.943123142044361" "0.750131708447473" "0.188373561956843" "0.322414559277223" "0.677160237217202" "0.467846795822492" "0.610734413570004" "0.572093715343592" "0.689913442524801" "0.165221028945436" NA "1" "0.00820401148684244" "1" "0.18815107325095" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-453" "58" "552" "1" "A9" "0.65" "0.0137901900571435" "0.0151296344584533" "0.0222141949460403" "0.0358338093083809" "0.0213922193101817" "0.000309763800173379" "0.00355395863544533" "0.000362034621781463" "0.0352195362111123" "0.0341648287834306" "0.00115859426469368" "4.71791939959663e-05" "0.000520677355599936" "0.0487501512941157" "0.000499625643295809" "0.767053602116156" "0.111054140995764" "0.0952462260551747" "0.0436954774600844" "0.357460629579161" "0.0477204321267742" "0.81043467992767" "0.417012320187261" "0.795395836578955" "0.368681270810847" "0.388532895060073" "0.642816249104707" "0.925411730680245" "0.755829890902865" "0.177364905091254" "0.760661356516198" NA "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-379" "59" "552" "1" "A9" "0.65" "0.0214708420062723" "2.04213129339123e-07" "0.00104829259495347" "0.0436460998454489" "0.000595849650442113" "0.00701557404198178" "0.000923454507125152" "0.0218053087304532" "0.016161169722505" "0.0165184596976184" "0.00203717832344261" "0.00659607730589333" "0.00219496506381891" "0.00780611207854949" "0.000453319178609503" "0.851727093039757" "0.0596265540967282" "0.995336221345393" "0.675461220048961" "0.298746257968717" "0.752243242921407" "0.279615494089985" "0.694348791090882" "0.0576991714926061" "0.842449166310465" "0.83530959553506" "0.559581240368134" "0.294413495029251" "0.544773790830362" "0.970386742611592" "0.783038702107797" NA "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-265" "60" "552" "1" "A9" "0.65" "0.0372107723493853" "0.018250614839969" "0.00106795688547898" "0.039557409686689" "0.0449131741452096" "0.000389503111339799" "0.00152373783184736" "0.000284286745152571" "0.0258859014863943" "0.0329890654643848" "0.00197769875298629" "0.01349004896724" "0.00867020760185249" "0.0337013868989115" "0.00363247113044651" "0.736455764102713" "0.00804143675047331" "0.0618006834803178" "0.64952836722943" "0.27006889738473" "0.00367874686185191" "0.783704689243709" "0.587330846321792" "0.814584671834164" "0.542709981239075" "0.38480994220443" "0.536447793423641" "0.107767461033815" "0.196546309199497" "0.37086448585544" "0.402400865644952" NA "1" "1" "1" "1" "0.702640650613714" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-389" "61" "552" "1" "A9" "0.65" "0.0926160987625758" "0.00820551614240832" "0.0067640664858775" "0.0275112310967371" "0.0150411909419408" "0.0275330359279838" "9.52868823029514e-05" "0.00064721238071244" "0.0425702051609474" "0.0475752415988992" "0.00256039539156618" "0.00208580252057502" "0.0136414286861961" "0.012339621254682" "8.51684902068396e-05" "0.700728498276389" "2.59949146226216e-05" "0.197739281560032" "0.241991535940323" "0.471444361628233" "0.0819173295820017" "0.0191036014335152" "0.889293008263251" "0.716823043086436" "0.200472801145146" "0.146206090084408" "0.470954202408473" "0.515175276368179" "0.0974070303841021" "0.864985219438518" "0.895299660684751" NA "0.00496502869292072" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
"Meth-ASV-401" "62" "552" "1" "A9" "0.65" "0.175040443692508" "0.0139438458504581" "0.00300869859096608" "0.0802260899749828" "0.00407425563547008" "0.00180546956374438" "0.000208857062948459" "0.00328894800764731" "0.0154142328141539" "0.0531505553511472" "0.00206950863380832" "0.000208406018944258" "0.0120003817346666" "0.0180999460507504" "0.000866906231611727" "0.616593454786193" "2.40796987147762e-09" "0.0742404471259292" "0.404925591623991" "0.00693724079469086" "0.332662479488909" "0.518612069671301" "0.826117771060619" "0.383927005808469" "0.733302538267729" "0.0622477611651903" "0.48956434424086" "0.826302599956297" "0.097450529187555" "0.650339382010963" "0.654551377413661" NA "4.59922245452225e-07" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" "1" NA
