"Df" "SumsOfSqs" "MeanSqs" "F.Model" "R2" "Pr(>F)"
"SPE" 4 1.95122985427497 0.487807463568741 3.40053205749294 0.115258759791232 9.99900009999e-05
"TIME" 3 0.737384232741424 0.245794744247141 1.71344837830243 0.0435571401130321 0.0035996400359964
"SS" 3 2.10366474609529 0.701221582031763 4.88825335237804 0.124263058562916 9.99900009999e-05
"SPE:TIME" 12 1.81825563165819 0.151521302638182 1.05626314785079 0.107403998882652 0.354264573542646
"SPE:SS" 8 1.44402585181753 0.180503231477192 1.25829773211898 0.0852983201452763 0.0442955704429557
"TIME:SS" 9 1.19291178746521 0.132545754162801 0.923983579131254 0.0704650622592447 0.736626337366263
"SPE:TIME:SS" 22 2.94779098715552 0.13399049941616 0.93405497597503 0.174125427898173 0.708229177082292
"Residuals" 33 4.7338610622117 0.143450335218536 NA 0.279628232347473 NA
"Total" 94 16.9291241534198 NA NA 1 NA
