"Name" "Tree-order" "NodeAss" "MatchAss" "ClaAss" "BootAss" "MSH" "SBL" "MSH-1" "MSH-2" "MSH-3" "MSH-4" "MSH-5" "MSH-6" "SBL-1" "SBL-2" "SBL-3" "SBL-4" "MSH 43278" "MSH 43318" "MSH 43350" "MSH 43391" "SBL 43271" "SBL 43297" "SBL 43328" "SBL 43363" "MSH ACSA" "MSH FAGR" "MSH OSVI" "MSH QURU" "SBL ABBA" "SBL ACPE" "SBL ACRU" "SBL ACSA" "SBL FAGR"
"Meth-ASV-427" "41" "498" "1" "A9" "0.32" "0.000119418618835835" "0.00391200957806852" "0.000498497940222725" "0" "0" "0" "0" "0.000132275132275132" "0.00362658103059965" "0.00249930382792246" "0.00510585629046614" "0.00420840355346136" "0.000231481481481481" "0" "0.000185373156952967" "0.000111409503331468" "0.00155059269455156" "0.00249134451203756" "0.00519601274055062" "0.00633762532125137" "0.000134193137519047" "0.000252506927314067" "0" "0" "0.00521746833087928" "0.00102486395512861" "0.00494171334534103" "0.00573732836258414" "0.00174879299813406"
"Meth-ASV-115" "42" "498" "1" "A9" "0.32" "0.000417602406417224" "0.0303582291357438" "0.000931084836812822" "0.000343831660019255" "0.000446428571428571" "0.00031770879424822" "0.000228637248566661" "0" "0.0362562881182036" "0.0220057245380319" "0.0231264756619114" "0.0408145490979827" "0" "0.00065007055029228" "0.000518790236799759" "0.000280327072147035" "0.0366815646383466" "0.0361314391006303" "0.0241385410788342" "0.0242628810200518" "0.000339087498055024" "0.000642845921956645" "8.37380673254061e-05" "0.000705648687930744" "0.0407515276372791" "0.0154024793501063" "0.030014767666802" "0.0369426194171823" "0.0235147630400401"
"Meth-ASV-98" "43" "498" "1" "A9" "0.32" "0.00675353318910138" "0.0100705933126142" "0.0119703545970759" "0.00499785906692543" "0.00977263901796806" "0.0042668957544847" "0.00259341894351965" "0.00987994222597029" "0.00697751629227213" "0.0231505569993323" "0.00960708782131201" "0.000952348892568868" "0.0113876046818269" "0.00693071356332537" "0.00655788709098236" "0.00501692224259798" "0.0100547349540713" "0.01097762147028" "0.0139179740634318" "0.00575554432343994" "0.00671932759991809" "0.0112162480928957" "0.00224702715729927" "0.00505632646004189" "0.0150155253417975" "0.00884252748904667" "0.00940305566482626" "0.00860821964256432" "0.00160624233746378"
"Meth-ASV-151" "44" "498" "1" "A9" "0.32" "0.00542707202984502" "0.00545315833970639" "0.0102486219173805" "0.00270088305047592" "0.0049161381654035" "0.0038459134616992" "0.00316014784274245" "0.0079177077515885" "0.00495570565534899" "0.010319432842996" "0.00402004084365416" "0.0028392551966264" "0.00233452096795189" "0.00872176012871134" "0.00536183704218974" "0.00389393672687999" "0.00450128120075666" "0.00754797135771444" "0.00500169655062318" "0.00450949105764702" "0.00379245280182401" "0.011414172449108" "0.00342295443417944" "0.00359814605202338" "0.0084432523175848" "0.00519811429692697" "0.00376589578963048" "0.00526543271385551" "0.00177284936114667"
"Meth-ASV-469" "45" "498" "1" "A9" "0.32" "0.0002250124130199" "0.00362546090233305" "0.000385914300569152" "0" "0" "0.000433364845593177" "0.000124199614673987" "0" "0.00236983563730914" "0.00667814776191238" "0.002309162117131" "0.0030165919599545" "0" "0.000277161862527716" "0.000268898370722823" "0.000223543233818017" "0.00527798612747491" "0.00317484468192166" "0.00299523782246156" "0.00319447588372295" "1.69920647057824e-05" "0.000365603021591828" "0.00018539259479632" "0.000724699869396072" "0.00339490407365401" "0.00564057396940675" "0.00266647195873157" "0.00816800688141842" "0"
"Meth-ASV-11" "46" "498" "1" "A9" "0.32" "0.050380939127635" "0.0543350082631552" "0.0640813416267581" "0.0279160167655278" "0.069683635299815" "0.0446102834984733" "0.0355915401156547" "0.0773110385381255" "0.0503315457326934" "0.0652184535444097" "0.0532354551878903" "0.0483886385874178" "0.0476903003104553" "0.0647783707893823" "0.0531475264462625" "0.0364667707172134" "0.061704313654971" "0.0592538226345387" "0.0446723844455744" "0.0512375615315895" "0.0503399322394484" "0.0740806608786773" "0.0298064738047737" "0.0369931949517623" "0.0687095804153876" "0.041649804048809" "0.0408503420928975" "0.0855272603431377" "0.0445838233439846"
"Meth-ASV-82" "47" "498" "1" "A9" "0.32" "0.00154037751949725" "0.021483165894409" "0.00412290085746423" "0.000702623914021205" "0" "0.000449267838659106" "0.000231496593231169" "0.00417669092104014" "0.00335954785340381" "0.0309804398826847" "0.0431537651418315" "0.00425557213835331" "0.00211701288855096" "0.0013900632821226" "0.00180445477411812" "0.00118170640071118" "0.0431345402410878" "0.00848974210208378" "0.0141955977953922" "0.0223561771404847" "0.000762497044196001" "0.00501680003114671" "0.000309651880166935" "0" "0.0460670791958325" "0.0168786811483565" "0.00535448842391193" "0.0153399132726398" "0.00296207052503007"
"Meth-ASV-13" "48" "498" "1" "A9" "0.32" "0.0557810628850539" "0.0345562540748201" "0.0684414900844693" "0.0375587240304673" "0.0592901386160492" "0.0483020865655616" "0.053241086797534" "0.0754237509740111" "0.0311248221784141" "0.073547153053325" "0.0240274508416669" "0.0123241460271598" "0.0510080902500176" "0.0580165510360652" "0.0595553623776249" "0.0519509552012566" "0.0299561418841815" "0.0367290639060085" "0.0390996590014441" "0.0323464342427169" "0.0524030278836447" "0.0736788035265043" "0.0489672129443224" "0.0463710788881909" "0.0363772670589718" "0.0333385054411871" "0.0376638935515015" "0.0383446774905788" "0.0227802080154216"
"Meth-ASV-406" "49" "498" "1" "A9" "0.32" "0.00127376629158834" "0.00159742888683438" "0.0015068578164552" "7.41509713777251e-05" "0.00182217005605597" "0.000676555406066634" "0.00138074142609877" "0.00335340868831394" "0.00200304643396548" "0.00429268902739052" "0.000487552760789043" "0" "0" "0.0014007491984693" "0.00137354465478739" "0.00155645096548554" "0.00142938822184105" "0.000502296211251435" "0.00465679553982845" "0.000192" "0.000934318751288479" "0.00234715265035606" "0.000798683385764239" "0.00123170578630879" "0.00332337215023782" "0.00189762293744099" "0.000336842105263158" "0.000531914893617021" "0"
"Meth-ASV-108" "51" "498" "1" "A9" "0.32" "0.00399627618485872" "0.0267403630172787" "0.013954970240211" "0.00149255096170568" "0.000538570409826522" "0.000918195038729914" "0.000574660936779333" "0.00418225630846276" "0.0518010762334082" "0.0107648417157139" "0.0152265861647607" "0.0353210249251561" "0.00269704169783829" "0.00933117953077339" "0.00219767338981493" "0.00178043556682874" "0.0303276472376292" "0.0281261867571301" "0.0257264315857061" "0.0230345558737085" "0.00454493611306083" "0.00827408932914368" "0" "0.000102249488752556" "0.0314184996691778" "0.0118772342010629" "0.0309135394042107" "0.0111502157965761" "0.0398877779665743"
"Meth-ASV-58" "53" "498" "1" "A9" "0.32" "0.00303552665838792" "0.0202131401622687" "0.00576293642943092" "0.000485039517859492" "0.000835001505248072" "0.00158047412938209" "0.00149869720010481" "0.00986323458236562" "0.0243782654050065" "0.0106656085960937" "0.0302603613891789" "0.0162479828037226" "0.000984251968503937" "0.00756407882309233" "0.00151626725740774" "0.00151188603149669" "0.016258124620825" "0.0192955361751239" "0.0182140449681239" "0.0264070657562171" "0.000328089177940693" "0.00957151058881229" "0.00296039695214115" "0.00157370857062409" "0.0216133925494449" "0.0234754453863036" "0.0122696461630885" "0.0153651310567837" "0.0312114567926237"
"Meth-ASV-1279" "54" "498" "1" "A9" "0.32" "0" "0.00169590643274854" "0" "0" "0" "0" "0" "0" "0" "0" "0.0061965811965812" "0" "0" "0" "0" "0" "0.00732323232323232" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.00644444444444444" "0" "0"
"Meth-ASV-1305" "55" "498" "1" "A9" "0.32" "7.06864509607074e-05" "0.00042674253200569" "5.48426017330262e-05" "0" "0.000618811881188119" "0" "0" "0" "0" "0" "0" "0.0015015015015015" "0" "0" "0.000228371610796132" "0" "0.00184275184275184" "0" "0" "0" "0.000126935770500127" "5.19561490102354e-05" "0" "0" "0" "0" "0.00162162162162162" "0" "0"
"Meth-ASV-1164" "56" "552" "1" "A9" "0.65" "0.000120892825328956" "0" "0" "0" "0" "0.000441521622940534" "0" "0" "0" "0" "0" "0" "0" "0.000461590787619649" "0" "0" "0" "0" "0" "0" "0" "0" "0.000725356951973734" "0" "0" "0" "0" "0" "0"
"Meth-ASV-182" "57" "552" "1" "A9" "0.65" "0.00167601130874695" "0.01170408242845" "0.0018863448823312" "0.000960935887706758" "0.000822606008432104" "0.00222395697534191" "0.00153589226840721" "0.00174428906164642" "0.0174485831672208" "0.00767226238398812" "0.00541499299775254" "0.0175144155013145" "0" "0.00158299643807855" "0.00141076302705174" "0.00266458421514116" "0.00646027403860033" "0.0112402740877738" "0.0178469808913237" "0.011395243838492" "0.000878064003415715" "0.00180868120007427" "0.00196641801186841" "0.00372047156949681" "0.0166189935134896" "0.007432812829296" "0.00564031975182746" "0.00238408246734277" "0.0246162445411263"
"Meth-ASV-453" "58" "552" "1" "A9" "0.65" "0.000563996210507923" "0.00247258479876974" "0.000840326224772954" "0.000200458621418153" "0.000641535813450904" "0.000641026811158733" "0.000170611955217" "0.000929883794177821" "0" "0.00189211714746347" "0.00655083205125764" "0.00070974485227049" "0" "0.000452696820522467" "0.000576312086868552" "0.000862778360484189" "0.00795305611819373" "0.000450027684461692" "0.00152196905146371" "0.0005897712941863" "0.000341579047441251" "0.000981485816851408" "0.000775615197974784" "0.000378937961719419" "5.16129032258065e-05" "0.00775323609692382" "0.00274952259853485" "0.000566893424036281" "0.0010592381404926"
"Meth-ASV-379" "59" "552" "1" "A9" "0.65" "0.00339641725154327" "0.000509797349540607" "0.000495295946447076" "0.0238756005628456" "0.000818098914149983" "0.000134746676248653" "0.000256759439710453" "0" "0.00137930510957771" "5.72344322344322e-05" "0.000363863213912866" "0.000472932825874002" "0.025742962962963" "0" "0.000699959213383503" "0.000371941536616698" "0.00017825311942959" "0.000378000378000378" "0.00129978814510265" "0.000243433222345542" "0.00717847687240255" "8.30013629782755e-05" "0.000221369539551358" "5.51876379690949e-05" "0.000456219763620143" "0" "0.00121465467626729" "0" "0.000326797385620915"
"Meth-ASV-265" "60" "552" "1" "A9" "0.65" "0.00186354982233562" "0.00321112801482686" "0.000549924485253823" "0.00668957549121835" "0.00179471621783766" "0.00086970679733801" "0.00180171232509412" "0.00123322883190502" "0.00103673600730776" "0.00493664143521016" "0.00509877470483555" "0.00130919912986089" "0.000476644423260248" "0.000901349271608725" "0.00336502250923025" "0.00170967198570043" "0.00167444470838594" "0.00686202683714683" "0.00131272770935495" "0.00243706681809739" "0.00296319743938289" "0.000767289583736764" "0.00138407394757749" "0.000584828965264663" "0.000725622080789134" "0.00413561380065085" "0.00440945783711083" "0.00834550911308231" "0.00224880798827443"
"Meth-ASV-389" "61" "552" "1" "A9" "0.65" "0.00190814230970088" "0.00120080955737795" "0.00382691422395223" "0.0021385300459736" "0.000908159057779533" "0.00100510803441634" "0.00184141819188866" "0.00100377739424924" "0.000566059031376831" "0.00105990822902588" "0.00270302746097185" "0.000302641996453071" "0.00485843811478915" "0.00152608719090716" "0.00111393818628678" "0.00189089468552188" "0.00231481481481481" "0.00123982711643183" "0.000926852232225599" "0.000420989115551533" "0.00198191447735261" "0.00172730274160762" "0.00294339916767818" "0.000746912413340246" "0.000398514485222718" "0" "0.000774111522373687" "0.00937376213111507" "0.000615006150061501"
"Meth-ASV-401" "62" "552" "1" "A9" "0.65" "0.00183135844276416" "0.000697503998231627" "0.00309361025676394" "0.00250050765711896" "0.00174697067403051" "0.000630015410448383" "0.00247426995165381" "0.000323637660389038" "0.000400793061536516" "0.00109365931976865" "0.00109470716369128" "0.000160681288663935" "0.0027559589117399" "0.0018887208224205" "0.00132539423938654" "0.00193316968298037" "0.000336905821555701" "0.000283500283500284" "0.000803349970338403" "0.00135224980157308" "0.00234169831804037" "0.00153300037900533" "0.00228082801608539" "0.000120772946859903" "0.000278779092544613" "0.00146421240823233" "0.000421052631578947" "0.00113378684807256" "0.000850340136054422"
"Meth-ASV-27" "63" "552" "1" "A9" "0.65" "5.96109521605468e-05" "0.0106764190177748" "5.89761736258552e-05" "0.000293255131964809" "0" "0" "0" "8.99928005759539e-05" "0.00146881559143875" "0.00593971645448864" "0.00387961096792036" "0.0275702979988538" "0.00032258064516129" "4.82532329666088e-05" "2.76900924849089e-05" "0" "0.00693425537310162" "0.00979408809820674" "0.00471380537156986" "0.0201342471900984" "8.27129859387924e-05" "9.37638699933171e-05" "0" "0" "0.0108418285541027" "0.0084951726457859" "0.00485281684303449" "0.00113378684807256" "0.0321970104484206"
"Meth-ASV-578" "64" "552" "1" "A9" "0.65" "0.000149626676175349" "0.00331120882248362" "0.000655522779416585" "0" "0" "3.34448160535117e-05" "0" "0" "0.00901960784313726" "0.00159261386067545" "0.000236686390532544" "0.00399390067220059" "0" "0.00053633681952266" "0" "2.9585798816568e-05" "0.0101689722002164" "0.00147797701255464" "0.00211416490486258" "0.000236336779911374" "0.000322272840993059" "0" "0" "0" "0.00316906880023223" "0" "0.00116325459317585" "0.00477784158202634" "0.0124183006535948"
"Meth-ASV-362" "65" "552" "1" "A9" "0.65" "0.000187595756464544" "0.00596764237176693" "0.000328083989501312" "0" "0.000773514851485149" "0.000100872136445259" "8.4022111367243e-05" "0" "0.00386149678713649" "0.00102116927681395" "0.00481884280254126" "0.0128748558385109" "0.000590551181102362" "0" "0.000287504619187788" "9.1438908965983e-05" "0.00409695629608255" "0.00558320791937645" "0.00773976668366867" "0.00645418855438174" "0.000208661810830974" "0.000310816411106506" "0.000122480079256432" "0" "0.00908106568215886" "0.00247456438542767" "0.00475782662574778" "0.00214912619531561" "0.00852146588679903"
"Meth-ASV-106" "66" "552" "1" "A9" "0.65" "0.00261267800066682" "0.0231002078157743" "0.00162462002694596" "0.00254049421002012" "0.00195655855343232" "0.00393759607967194" "0.00313679841549261" "0.000733800294121183" "0.0296082934889489" "0.0238802574055578" "0.0106692710886053" "0.0300386382837168" "0.00415749316454808" "0.0022547728248542" "0.0022321135658816" "0.00270192559810839" "0.0146686860983314" "0.0283691283999737" "0.0252672663251471" "0.0231332580313085" "0.00175532017583702" "0.00106946643503018" "0.00807539477566272" "0.00146933967279313" "0.0260623517274783" "0.0216424078400143" "0.0133608178621828" "0.0176944185453871" "0.0416504412557327"
"Meth-ASV-824" "67" "552" "1" "A9" "0.65" "0.00013243285913714" "0.00111674533901532" "7.23850886717336e-05" "0" "0.00122767857142857" "0" "0" "0" "0" "0.00256956763168588" "0.000739413755877745" "0.00093320097752491" "0" "0" "0.000427860006443068" "0" "0.00217402303615701" "0.00119357981339811" "0.00077078108893983" "0.000410881652238955" "0.000285240004295379" "0" "0" "0" "0.000710768212638612" "0.000500928111771069" "0.00225591501690005" "0.000951895909879103" "0.00087719298245614"
"Meth-ASV-390" "68" "552" "1" "A9" "0.65" "0.000521335503301004" "0.00393659863318128" "0.000263011253904735" "0.000318119671726355" "0" "0.000760253805335719" "0.00112955161220548" "0" "0.00338231344607713" "0.000850907429724719" "0.0025844498175364" "0.00835102794642569" "0" "0.000244970323958161" "0.000382301081141304" "0.00109473104002042" "0.00209907446749552" "0.005950411936225" "0.00367093113974328" "0.00369304145804471" "0.000246457059635618" "0.000214880882749454" "0.00157634493137343" "0.000669065928335636" "0.00423339021650272" "0.00208348137517753" "0.00548847958874476" "0.00106382978723404" "0.00478608327464773"
"Meth-ASV-601" "71" "568" "1" "A9" "0.905" "0.00102714173053623" "0.00106707910210322" "0.00239737161562716" "0.000463034418891804" "0.000203748981255094" "0.00107883323734012" "0.000318573429598426" "0.000811688311688312" "0.0002050020500205" "0" "0.00375701837690142" "0" "0.0020343870563972" "0.00165261787178255" "0.000288173365096442" "0.000849459004974926" "0" "0" "0" "0.00405490058799223" "0.000838208910758143" "0.00239798687450063" "0.000209345168313515" "0.000424764572797902" "0" "0" "0.00374269005847953" "0.00051440329218107" "0.00030750307503075"
"Meth-ASV-777" "72" "571" "1" "A9" "0.975" "0.000545455982300856" "0" "0" "0" "0" "0.00180731827204598" "0.000265623891013403" "0" "0" "0" "0" "0" "0.00244664147212846" "0.000370889310145883" "0.000436836091176657" "7.05609460840317e-05" "0" "0" "0" "0" "0.000764643572374563" "0" "0.000333313788599241" "0.000944234179189549" "0" "0" "0" "0" "0"
"Meth-ASV-474" "75" "571" "1" "A9" "0.975" "0.00198601068262736" "0" "0" "0.0133818181818182" "0" "7.64564962536317e-05" "0.00111664987042902" "0" "0" "0" "0" "0" "0.01472" "9.88142292490119e-05" "0.000501672240802676" "0.000169519462936542" "0" "0" "0" "0" "0.00377435897435897" "0" "0.000280886604093699" "0.00130770707361551" "0" "0" "0" "0" "0"
"Meth-ASV-694" "77" "568" "1" "A9" "0.905" "0.000558271796814523" "0.000241318381540157" "0.00164958666772753" "0.000334239346066344" "0.000101874490627547" "0" "0.000435563461707244" "0.000717703349282297" "0.000472813238770686" "0.000425170068027211" "0.000161943319838057" "0" "0" "0.00159016581810159" "7.68462306923845e-05" "0.000381276189853191" "0" "0" "0.000191387559808612" "0.000748588797221016" "0.00078768481160314" "0.000519410442953004" "0" "0.000525527071982532" "0" "0" "0.000508846584546473" "0" "0.000850340136054422"
"Meth-ASV-705" "83" "552" "1" "A9" "0.65" "9.70233244071875e-06" "0.00099628336678621" "0" "0" "0.000101874490627547" "0" "0" "0" "0" "0" "0.00119722389757058" "0.00235255920399462" "0" "0" "0" "3.13459971161683e-05" "0" "0.00202269756766234" "0.000258264462809917" "0.00145499859614603" "2.08973314107788e-05" "0" "0" "0" "0" "0.000190005700171005" "0.000857193987115247" "0.00272948685647098" "0.00398092225098265"
"Meth-ASV-20" "84" "552" "1" "A9" "0.65" "0.000193726277195957" "0.0747718206540756" "8.2764133844275e-05" "0.000488758553274682" "0" "0.000371122984776916" "0" "0.000108885017421603" "0.0278603607780909" "0.0109283794653223" "0.0728472776333201" "0.164649116388796" "0.00130632763012556" "0" "0" "0.000123451191661721" "0.0669082384245684" "0.0579637549273455" "0.0792331733182746" "0.095246171027346" "0.000157855776596655" "8.32001761748275e-05" "0.000549066586802436" "7.07413695529145e-05" "0.149071728705321" "0.0310384060873431" "0.0458932132207746" "0.066836041435736" "0.01752924955062"
"Meth-ASV-569" "85" "552" "1" "A9" "0.65" "0" "0.0038029386822501" "0" "0" "0" "0" "0" "0" "0.00197025489948839" "0.000222816399286988" "0.00573494781182499" "0.0063466055530604" "0" "0" "0" "0" "0.00285658295348449" "0.00401399582544969" "0.00311314428743" "0.00502325136207793" "0" "0" "0" "0" "0.00687961877914047" "0.00294773599715422" "0.00192695575416529" "0.00324046565876631" "0.00149219913251764"
"Meth-ASV-373" "86" "552" "1" "A9" "0.65" "0.000674534005774595" "0.00265832345485004" "0.000413906146696766" "0.00328223591699854" "0.000220070422535211" "9.82631180987106e-05" "0.000567833478811764" "0" "0.0009765625" "0.00352406157491561" "0.00218691682005898" "0.00346389955893502" "0" "0" "0.00143051883369969" "0.000748744877264389" "0.00454415862909974" "0.00440214384507985" "0.000115660421003932" "0.00142275876545587" "0.00117196569303867" "5.19561490102354e-05" "0.00051320170049921" "0.000231850318197865" "0.00131392763703452" "0.00274250586743116" "0.00629735145141385" "0.000283446712018141" "0"
"Meth-ASV-1154" "87" "552" "1" "A9" "0.65" "0.000191518048660906" "0.000531144374698213" "0" "0" "0" "0.000699457221196352" "0" "0" "0" "0.00210244648318043" "0" "0" "0" "0" "0.000618750618750619" "0" "0.00229357798165138" "0" "0" "0" "0.000412500412500413" "0" "0" "0" "0" "0" "0.00201834862385321" "0" "0"
"Meth-ASV-657" "88" "552" "1" "A9" "0.65" "0.000971036465252238" "0.000303526026371287" "0.000331345261762757" "0.00137883256786669" "0.00397648318189269" "0" "0.000709075434825004" "0.00215982721382289" "0" "0.00120145718771968" "0" "0" "0.00010752688172043" "0.00102157414817142" "0.00180688201132975" "0.000424547334986111" "0" "0.000428302210039404" "0.00080450522928399" "0" "0.00164842167616935" "0.000909400932135956" "0" "0" "0" "0.00151763013185644" "0" "0" "0"
"Meth-ASV-1096" "89" "552" "1" "A9" "0.65" "0.000206566644922809" "0.000724287783679382" "0" "0" "0.0021689497716895" "0" "0" "0" "0" "0.00286697247706422" "0" "0" "0" "0.00078870900788709" "0" "0" "0.00312760633861551" "0" "0" "0" "0.000444912773679897" "0" "0" "0" "0" "0" "0.00275229357798165" "0" "0"
"Meth-ASV-1316" "90" "552" "1" "A9" "0.65" "8.44908580891548e-06" "0" "3.94290671082722e-05" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "2.72970464595731e-05" "0" "0" "0" "0" "0" "3.73538530499421e-05" "0" "0" "0" "0" "0" "0" "0"
"Meth-ASV-449" "91" "552" "1" "A9" "0.65" "0.00143908534727421" "0.000414518861267143" "0.00166241501503439" "0" "0.000101874490627547" "0.00153014673499515" "0.00270341455128011" "0.00146208690625301" "0" "0" "0.000354868398548649" "0.00111676716511532" "9.53288846520496e-05" "0.00207833519027939" "0.000838004202666272" "0.00201609218727091" "6.79440141323549e-05" "0.000607287449392713" "0.000394399526720568" "0.000536730409496148" "0.00124950088887878" "0.00127369260545299" "0.00225304955621205" "0.00136748176784882" "0.000571384632611588" "0" "0.000125786163522013" "0" "0.00154347617678075"
"Meth-ASV-649" "92" "552" "1" "A9" "0.65" "0.000720410865955439" "0.00122284135625072" "0.000943220923254105" "0" "0" "0.00128820140853793" "0.000670831284419212" "0.000396825396825397" "0" "0.000572274652724309" "0.00368595481377436" "0.00024446340815931" "0.00166204986149585" "0.000630912103332061" "0.000348420244804689" "0.000805962364887354" "0" "0" "0.000329920723688007" "0.00435646691690728" "0.000696330655039481" "0.00106066209437774" "0.000480619925090977" "0.000539696537438865" "0.000212919742590367" "0.000722873245546495" "0.00374269005847953" "0.000283446712018141" "0"
"Meth-ASV-1091" "93" "552" "1" "A9" "0.65" "0.000247876303025431" "0" "0" "0" "0" "0.000905287367571139" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0.000800831132851392" "0" "0" "0" "0" "0" "0" "0" "0.00173513412117802" "0" "0" "0" "0" "0"
