"node" "level" "X" "Y" "pVAR" "sVAR" "meanBC" "sdBC" "meanSlope" "sdSlope"
"55" 619 99 213.270340466501 -142.145882378993 0.0672350315131697 1.14440591600796e-54 0.265971315688253 0.0037030467544985 0.00110734042206822 6.98763783325368e-05
"56" 663 186 62.4119192705879 -157.376117416086 0.00191883353489829 0.117970412794789 0.959399072291734 0.00695781035426609 0.000212532194676917 0.000135854743069426
"57" 678 182 43.6025413163553 -167.725097676989 3.42154875303445e-05 0.940559760847381 1 2.95381314655047e-17 4.70727814894814e-20 6.30314448938472e-19
"58" 680 182 38.2153212558321 -169.033958781404 0.00505178331013878 0.0732602969473386 0.954476551364468 0.00977744120443591 0.000371868604183431 0.000207263470938741
"59" 694 90 -8.91011390542979 -265.150334471206 0.0047712509937289 0.000893588988826462 0.811159953226113 0.0101256797837318 0.000636663709046461 0.000191398053853494
"60" 695 108 -19.1663101300887 -246.556165114558 0.00417262226203993 0.00986671132939781 0.898715240729049 0.00933953280020076 0.00043635605410957 0.000168896485852995
"61" 764 174 -171.655600032517 -58.344194033997 0.0150354043290292 4.0431740283222e-13 0.622957271510585 0.00642700277034268 0.000882746028613542 0.000121219815772146
"62" 777 82 -266.739966975513 -59.5204168155952 0.0169915859067447 1.11508474725279e-14 0.296325454176879 0.00609440280607764 0.000892185425856783 0.000114984697551465
"63" 842 69 -179.271328747578 223.225179334854 0.0010336110731471 0.293174755082651 0.96357277151619 0.00747502266060202 0.000160044424291943 0.000152176838547412
"64" 581 90 258.955075974753 57.6745925595496 0.00175404040483073 0.358381435505081 0.969014304364439 0.0105981974389373 0.000149324704446074 0.000162426957558107
"65" 583 91 260.438188750048 45.0159953860249 0.0125551289300256 1.09546592586541e-05 0.928914030692852 0.00699850248640006 0.000607784675011678 0.000137755196548026
"66" 586 99 254.759181908059 28.061525859022 0.0456709457914524 2.70803787959387e-37 0.305851337349773 0.00389028603048867 0.000947900448355357 7.34095777100237e-05
"67" 615 154 189.458127373325 -68.0243189763266 0.0251129045112458 4.42283668638184e-19 0.545606645688797 0.0110583219885839 0.00185478283099568 0.000206462678803723
"68" 618 100 224.983290348169 -120.667348790431 0.0674748381492624 7.29940748800114e-55 0.272385222579526 0.00365248290936281 0.001094306815281 6.89222401304315e-05
"69" 679 191 33.3411139578186 -160.881509565431 0.00505178331013878 0.0732602969473386 0.954476551364468 0.00977744120443591 0.000371868604183431 0.000207263470938741
"70" 693 149 -11.4614287239676 -205.98137209856 0.00464994744612413 0.000426122382490878 0.845305869809424 0.00773712788270666 0.000516896151709706 0.000146521072256086
"71" 709 115 -90.6222592897527 -222.557174948868 0.0708117954572808 1.43493421879253e-57 0.458213640141379 0.00610231318100908 0.0018757764575975 0.000115133944671807
"72" 763 176 -165.107140261331 -69.9151073425841 0.0151701167517571 3.07718141252065e-13 0.627917523672131 0.00634482654332069 0.000876232617374526 0.000119712851116947
"73" 776 83 -264.844809880897 -63.2812506130481 0.0169915859067447 1.11508474725279e-14 0.296325454176879 0.00609440280607764 0.000892185425856783 0.000114984697551465
"74" 781 81 -271.670918192367 -37.8867022649915 0.0127031184994093 2.75592715028524e-11 0.590567749707863 0.00746633449437071 0.000940345240480374 0.000140751777712938
"75" 841 80 -174.94615710918 212.565124403629 0.0010336110731471 0.293174755082651 0.96357277151619 0.00747502266060202 0.000160044424291943 0.000152176838547412
"76" 551 90 203.079965874018 170.712089380359 0.0106764852929827 0.186598717836203 0.988885076411923 0.0066859469562307 0.000234396732001226 0.000176731011444861
"77" 568 102 230.638996063387 104.721265724173 0.000146908289296712 0.598469930066526 0.952388537521928 0.00619787510571396 -5.93530154862675e-05 0.000112690353119818
"78" 580 99 249.483888737093 58.7152387427471 0.00123617048649431 0.406303292912046 0.973989666254212 0.00909114539571224 0.000117394108498168 0.000141260721547513
"79" 582 103 249.816281266681 35.3145241237431 0.0409196763993581 1.6345883187342e-33 0.326376577159536 0.00382216679640674 0.000879343394125553 7.21241698585973e-05
"80" 610 155 190.981942175085 -60.3820152283168 0.0270347155796834 3.67670854423917e-21 0.596751485126685 0.00955678180252911 0.00169834956721722 0.000178637578559
"81" 686 80 25.943091441814 -274.07489123676 0.00398244369964596 0.00782551847445055 0.899950434909264 0.00825764451942725 0.000408651797565071 0.000153482095562945
"82" 687 190 -0.264411936956248 -165.299788524752 0.00464994744612413 0.000426122382490878 0.845305869809424 0.00773712788270666 0.000516896151709706 0.000146521072256086
"83" 762 182 -164.635583609691 -54.1111320293383 0.0195330841782052 1.13665690231927e-16 0.459331452542366 0.00491734060230809 0.00077305340111026 9.27900658827514e-05
"84" 780 90 -262.157826288765 -40.7107371039865 0.0122748389071136 5.94430658736916e-11 0.613521491642217 0.00712069599373796 0.000881375314974068 0.000134235965509938
"85" 550 91 200.259683783798 172.483474718053 0.0151656658254537 9.35639688156584e-09 0.810804049674259 0.0103810322352622 0.00115919743351085 0.000201086326407774
"86" 567 115 224.923923582783 84.5772936438999 0.000146908289296712 0.598469930066526 0.952388537521928 0.00619787510571396 -5.93530154862675e-05 0.000112690353119818
"87" 579 108 243.044302538328 45.6810354923957 0.0453124057812796 5.23025860059889e-37 0.327720258637374 0.00379616702381553 0.000921156664253861 7.16335549496886e-05
"88" 609 156 185.714664671959 -72.322564430349 0.0687525072043608 6.63723384863045e-56 0.288028441257775 0.00361546256395378 0.00109417262792169 6.82236673515e-05
"89" 761 200 -151.002318105672 -36.2820882352915 0.0232052967873508 1.51468792122248e-19 0.495845467854763 0.00458260316777786 0.000786709567645592 8.64735807914188e-05
"90" 802 123 -225.124975800283 57.2890501834511 0.212655836813408 2.34298444038693e-157 0.611250077117191 0.00779956118174501 0.00397279263242048 0.000139845743641911
"91" 839 96 -170.513133818487 195.35035499174 0.0190065471378916 3.68748652332963e-14 0.698505028456208 0.00963017570665253 0.00139031734587112 0.000182727993562278
"92" 656 160 106.088381698923 -163.973611500459 0.00554140939807186 0.341981564832174 1.00048201958572 0.00384178594393132 -6.90082147617368e-05 7.24086121698958e-05
"93" 699 157 -40.3082652911831 -194.160072489726 0.0719937255542316 1.55098405645494e-58 0.464463850328561 0.00601386634026247 0.0018651392801942 0.000113465194909732
"94" 746 188 -129.09090142845 -106.418180629018 0.000111902471184769 0.604097025427562 0.825899987292728 0.00999546846213554 9.64270908213615e-05 0.000185942231944794
"95" 836 80 -195.288272364662 194.042728997573 0.000480021146535947 0.401242261449413 0.905849408698726 0.010077543081958 0.000168218462760134 0.000200343929132483
"96" 499 184 63.7692479447369 158.987965005414 0.0238285751237567 4.91822804207019e-20 0.322051550306978 0.00402039799302458 0.000699624974887044 7.58647864401602e-05
"97" 552 148 186.08059746166 91.3635663068791 0.0528596064959367 4.79641185478252e-43 0.415042034746101 0.00360728084080467 0.000949172187141346 6.80692784873884e-05
"98" 653 69 163.129444287505 -235.279566487296 0.0411654953456429 0.065828090410664 1 7.92373274928477e-17 3.91768111037148e-18 2.10083395147637e-18
"99" 745 197 -120.108750504297 -103.115362833559 0.0016256655507411 0.0388645751331836 0.821186960699779 0.00887316811305765 0.000342643761931132 0.000165796281870189
"100" 831 69 -221.494362301561 181.405450493157 0.0078087523282037 0.00282478540425985 0.937206561755506 0.00807014684608743 0.000475802241073964 0.000158987223077841
"101" 832 121 -176.423506994778 154.17923394434 0.00177251632314678 0.183205413346427 0.933156814115447 0.0101133516058476 0.000270417596530379 0.000203035436806052
"102" 835 82 -196.166537690774 190.29340369654 0.000263998127048795 0.516701347461538 0.916855969515658 0.00905593306279664 0.000118587562139826 0.00018284096146436
"103" 837 100 -173.80885277906 186.998857471448 0.0209219678299966 7.22667541976509e-16 0.731849563136671 0.00854145612382488 0.00131441916140682 0.000162071615819028
"104" 498 186 115.14310585915 124.115088418405 0.0598370157239603 1.14903525146819e-48 0.365929663282305 0.0030227703922265 0.000849373708316914 5.70395843052798e-05
"105" 652 99 148.552184404769 -208.858656771922 0.0071819899978177 2.65716789337893e-05 0.779413708186306 0.0103990651218726 0.000798893187234041 0.000189804607398217
"106" 834 123 -162.498549559505 166.004552320281 0.0174051062610407 9.54734181129178e-14 0.764051210874025 0.00749741351001232 0.00106893906874264 0.00014289829578324
"107" 823 180 -148.313417339656 93.4517000221669 5.80429800388851e-05 0.922631063951271 0.996591794662652 0.00599917501199542 -1.17780331822635e-05 0.000121085326218799
"108" 825 136 -180.219381525197 124.953849571254 0.004991079945561 0.000526017894797667 0.806490884561672 0.010039208351754 0.000650624074438868 0.000187399948646803
"109" 829 123 -180.30474026552 146.470101514895 0.00435859361593718 0.00408682917208648 0.943429734217934 0.00559501096881203 0.000311531419255079 0.000108362532009421
"110" 833 181 -125.236151913551 121.228694020376 0.0174051062610407 9.54734181129178e-14 0.764051210874025 0.00749741351001232 0.00106893906874264 0.00014289829578324
"111" 822 182 -144.554049743608 95.5877434754193 0.00444588844098295 0.00106842779906885 0.814955422727791 0.00978304857049946 0.000598229658587067 0.000182618263859468
"112" 821 196 -135.03063402585 84.5175595635426 0.00444588844098295 0.00106842779906885 0.814955422727791 0.00978304857049946 0.000598229658587067 0.000182618263859468
"113" 826 242 -87.9592478806442 71.4147093550859 0.0178734629052848 2.29377574217328e-14 0.79630374536251 0.00649399231297663 0.000948262526930489 0.0001236629153825
"114" 820 247 -88.1047804003987 62.9796607691525 0.0165627395285186 6.62894336402714e-14 0.791521107222233 0.00600957067217274 0.000853042144121707 0.000113331265325143
"115" 493 254 -75.3271228176841 -67.7311934636437 0.0889844793466508 1.40879621217507e-72 0.403117961517307 0.00319445980534195 0.001111992702254 6.02793582487149e-05
