"Df" "SumsOfSqs" "MeanSqs" "F.Model" "R2" "Pr(>F)"
"SPE" 3 1.12521962895196 0.375073209650652 4.91035414533802 0.124987019685312 9.99900009999e-05
"TIME" 3 1.09773385774556 0.365911285915188 4.79040878790871 0.121933958275391 9.99900009999e-05
"SS" 5 0.781450528686316 0.156290105737263 2.04610659688835 0.0868018741398839 9.99900009999e-05
"SPE:TIME" 9 1.00461536732443 0.111623929702714 1.46134944280654 0.111590553045095 0.0258974102589741
"SPE:SS" 2 0.19977154023695 0.0998857701184748 1.3076767221481 0.0221902007303384 0.116588341165883
"TIME:SS" 12 1.03614045897669 0.0863450382480577 1.13040522645066 0.115092293638257 0.162683731626837
"SPE:TIME:SS" 4 0.320473926291679 0.0801184815729197 1.04888887819048 0.0355975668246698 0.387461253874613
"Residuals" 45 3.43728658559259 0.076384146346502 NA 0.381806533661052 NA
"Total" 83 9.00269189380618 NA NA 1 NA
