"CLx" "strain" "T1" "T2" "day" "Petri" "spot" "X_position" "Y_position" "radius" "av_intensity" "sd_intensity" "av_intensity_back" "sd_intensity_back" "filter"
"446" "A9" "J-009" "20" "20" "7" "P07" "27" "347" "202" "16.00000" " 3.20382685" " 3.244729" "-1.102852e+00" " 2.392620" "1"
"447" "A9" "J-028" "20" "20" "7" "P07" "29" "353" "318" "16.00000" "25.33450439" " 7.646293" "-7.064979e-02" " 4.594273" "1"
"448" "A10" "E-061-B" "20" "20" "7" "P07" "31" "420" " 99" "16.00000" "13.30323714" " 2.874229" " 2.758890e-01" " 4.820624" "1"
"449" "A9" "J-002" "20" "20" "7" "P07" "33" "427" "213" "15.00000" " 7.31771509" " 3.193009" " 1.758101e-01" " 3.383277" "1"
"450" "A9" "J-019" "20" "20" "7" "P07" "35" "426" "323" "15.00000" " 5.69327221" " 2.845168" "-7.423539e-01" " 2.729592" "1"
"451" "A9" "J-036" "30" "20" "7" "P07" " 2" "130" "161" "17.00000" " 3.78227525" " 3.038563" "-3.702730e-01" " 3.200215" "1"
"452" "A10" "J-054" "30" "20" "7" "P07" " 4" "126" "272" "16.34483" "-0.04755030" " 2.192607" "-1.790090e-01" " 2.302776" "1"
"453" "A1" "J-068" "30" "20" "7" "P07" " 6" "130" "392" "17.00000" " 5.23793563" " 3.736520" "-9.866702e-01" " 2.667532" "1"
"454" "A1" "J-078" "30" "20" "7" "P07" " 8" "190" "164" "18.00000" " 6.67409316" " 6.018000" "-6.640745e-01" " 3.453518" "1"
"455" "A9" "J-082" "30" "20" "7" "P07" "10" "190" "277" "16.34483" "-0.81957396" " 2.909230" "-9.921801e-01" " 2.398141" "1"
"456" "Neg" "0" "30" "20" "7" "P07" "12" "186" "385" "16.34483" "-0.32691124" " 2.257435" "-3.547357e-01" " 2.218116" "1"
"457" "B" "E-003" "30" "20" "7" "P07" "14" "235" "156" "14.00000" "11.10572594" " 3.848060" " 4.099035e-01" " 5.529021" "1"
"458" "A6" "E-020" "30" "20" "7" "P07" "16" "238" "268" "16.34483" " 0.28816568" " 2.337125" "-9.289638e-01" " 2.393670" "1"
"459" "A6" "E-030" "30" "20" "7" "P07" "18" "241" "383" "17.00000" " 2.04742508" " 2.810288" "-6.473936e-01" " 2.407708" "1"
"460" "A9" "E-012" "30" "20" "7" "P07" "20" "303" "159" "16.00000" " 1.83188206" " 2.515649" "-6.400889e-01" " 2.278538" "1"
"461" "A9" "E-027" "30" "20" "7" "P07" "22" "299" "268" "16.34483" " 0.64476923" " 2.556388" "-7.845480e-01" " 2.209273" "1"
"462" "A2" "E-045" "30" "20" "7" "P07" "24" "300" "388" "15.00000" " 3.91301834" " 2.857620" "-8.552756e-01" " 2.673425" "1"
"463" "B" "E-064" "30" "20" "7" "P07" "26" "352" "144" "16.00000" " 6.34949812" " 3.029209" "-9.284542e-01" " 2.664187" "1"
"464" "A9" "J-009" "30" "20" "7" "P07" "28" "350" "262" "15.00000" " 5.60330042" " 2.432128" "-5.600697e-01" " 2.691166" "1"
"465" "A9" "J-028" "30" "20" "7" "P07" "30" "354" "378" "16.00000" " 2.93102886" " 2.881632" "-1.111050e+00" " 2.479910" "1"
"466" "A10" "E-061-B" "30" "20" "7" "P07" "32" "416" "152" "16.00000" "14.04732748" " 2.817630" " 1.905609e-01" " 3.343187" "1"
"467" "A9" "J-002" "30" "20" "7" "P07" "34" "426" "272" "17.00000" " 7.25054384" " 3.603024" "-2.556809e-01" " 2.527750" "1"
"468" "A9" "J-019" "30" "20" "7" "P07" "36" "426" "379" "17.00000" " 4.12578246" " 4.156188" "-5.455650e-01" " 4.291833" "1"
"469" "A9" "J-036" "20" "30" "7" "P07" " 1" "124" "111" "13.00000" "15.13111531" " 3.568973" " 1.424975e+00" " 5.955602" "1"
"470" "A10" "J-054" "20" "30" "7" "P07" " 3" "121" "218" "15.00000" "10.08799718" " 4.251950" "-2.223904e-01" " 3.250919" "1"
"471" "A1" "J-068" "20" "30" "7" "P07" " 5" "126" "324" "14.72414" " 0.67236256" " 2.750284" "-8.093898e-01" " 2.826626" "1"
"472" "A1" "J-078" "20" "30" "7" "P07" " 7" "174" "111" "16.00000" "10.08787955" " 4.817616" "-3.176471e-01" " 2.808147" "1"
"473" "A9" "J-082" "20" "30" "7" "P07" " 9" "179" "215" "14.72414" " 0.76219911" " 2.569426" "-3.400394e-01" " 2.433049" "1"
"474" "Neg" "0" "20" "30" "7" "P07" "11" "183" "316" "14.72414" "-0.02166419" " 2.309330" "-2.925098e-01" " 2.509003" "1"
"475" "B" "E-003" "20" "30" "7" "P07" "13" "232" "108" "15.00000" "17.79904090" " 4.973103" " 4.847610e-02" " 4.189669" "1"
"476" "A6" "E-020" "20" "30" "7" "P07" "15" "233" "212" "16.00000" " 2.10238394" " 3.315371" "-5.815458e-01" " 2.525458" "1"
"477" "A6" "E-030" "20" "30" "7" "P07" "17" "238" "320" "15.00000" " 3.51834979" " 3.344251" "-4.995219e-01" " 2.681845" "1"
"478" "A9" "E-012" "20" "30" "7" "P07" "19" "305" "113" "15.00000" " 5.40741890" " 2.920571" "-9.960159e-06" " 3.018281" "1"
"479" "A9" "E-027" "20" "30" "7" "P07" "21" "301" "218" "16.00000" " 1.66181932" " 2.760755" "-5.836833e-01" " 2.446883" "1"
"480" "A2" "E-045" "20" "30" "7" "P07" "23" "306" "326" "15.00000" " 8.25513399" " 4.313184" "-1.767231e-01" " 4.629136" "1"
"481" "B" "E-064" "20" "30" "7" "P07" "25" "354" "102" "13.00000" " 7.44986767" " 3.602076" " 1.092093e+00" " 4.848972" "1"
"482" "A9" "J-009" "20" "30" "7" "P07" "27" "348" "213" "15.00000" " 2.21792666" " 2.999608" "-6.031109e-01" " 2.532415" "1"
"483" "A9" "J-028" "20" "30" "7" "P07" "29" "352" "321" "14.00000" "31.89845024" " 9.005566" " 1.380328e+00" "10.098126" "1"
"484" "A10" "E-061-B" "20" "30" "7" "P07" "31" "391" "111" "14.00000" "10.58613377" " 3.343589" " 7.949771e-01" " 4.881436" "1"
"485" "A9" "J-002" "20" "30" "7" "P07" "33" "395" "217" "16.00000" " 3.82286073" " 3.372398" "-4.651676e-01" " 2.596857" "1"
"486" "A9" "J-019" "20" "30" "7" "P07" "35" "393" "319" "15.00000" " 2.85197461" " 3.623969" "-1.240538e-01" " 6.779159" "1"
"487" "A9" "J-036" "30" "30" "7" "P07" " 2" "125" "164" "14.00000" "13.26394780" " 3.507996" " 5.604955e-01" " 4.662446" "1"
"488" "A10" "J-054" "30" "30" "7" "P07" " 4" "123" "271" "14.72414" " 0.27585438" " 2.571918" "-5.764534e-01" " 2.535056" "1"
"489" "A1" "J-068" "30" "30" "7" "P07" " 6" "123" "379" "15.00000" " 1.92767278" " 3.141656" "-1.330056e+00" " 2.984974" "1"
"490" "A1" "J-078" "30" "30" "7" "P07" " 8" "177" "164" "15.00000" " 8.98765867" " 4.325875" " 7.365206e-02" " 3.093051" "1"
"491" "A9" "J-082" "30" "30" "7" "P07" "10" "180" "267" "14.72414" " 0.27007429" " 2.567334" "-2.775262e-01" " 2.417917" "1"
"492" "Neg" "0" "30" "30" "7" "P07" "12" "184" "369" "14.72414" "-0.07309064" " 2.458773" "-3.000361e-01" " 2.600532" "1"
"493" "B" "E-003" "30" "30" "7" "P07" "14" "232" "158" "12.00000" "11.82040816" " 3.635752" " 1.108604e+00" " 5.889738" "1"
"494" "A6" "E-020" "30" "30" "7" "P07" "16" "234" "265" "15.00000" " 2.21499295" " 3.141667" "-6.756740e-01" " 2.501896" "1"
"495" "A6" "E-030" "30" "30" "7" "P07" "18" "236" "372" "15.00000" " 5.13578279" " 5.010217" "-4.413280e-01" " 2.797447" "1"
"496" "A9" "E-012" "30" "30" "7" "P07" "20" "298" "164" "15.00000" " 2.25803949" " 2.899751" "-8.434595e-02" " 2.467653" "1"
"497" "A9" "E-027" "30" "30" "7" "P07" "22" "300" "267" "14.72414" " 0.38161961" " 2.849436" "-4.339108e-01" " 2.567298" "1"
"498" "A2" "E-045" "30" "30" "7" "P07" "24" "304" "379" "15.00000" " 7.46885755" " 3.319704" "-5.815007e-01" " 3.426254" "1"
"499" "B" "E-064" "30" "30" "7" "P07" "26" "352" "155" "14.00000" " 5.71367047" " 3.132382" " 5.898263e-01" " 4.528913" "1"
"500" "A9" "J-009" "30" "30" "7" "P07" "28" "351" "267" "16.00000" " 2.66513174" " 3.561914" "-1.074066e+00" " 2.676272" "1"
"501" "A9" "J-028" "30" "30" "7" "P07" "30" "354" "373" "15.00000" " 5.02301834" " 3.724836" "-1.294207e+00" " 3.059893" "1"
"502" "A10" "E-061-B" "30" "30" "7" "P07" "32" "390" "162" "14.00000" "11.39676998" " 3.254767" " 5.370656e-01" " 4.281723" "1"
"503" "A9" "J-002" "30" "30" "7" "P07" "34" "394" "274" "16.00000" " 2.95465496" " 3.582213" "-9.923564e-01" " 2.772954" "1"
"504" "A9" "J-019" "30" "30" "7" "P07" "36" "399" "375" "13.00000" " 5.84892250" " 3.714900" "-1.028005e+00" " 5.128316" "1"
"505" "A9" "E-002" "20" "20" "7" "P08" " 1" "125" "107" "15.00000" " 9.39771509" "3.402411" " 0.47845950" "4.289496" "1"
"506" "A6" "E-016" "20" "20" "7" "P08" " 3" "130" "217" "14.00000" " 4.03223491" "3.661724" "-1.02203990" "2.627116" "1"
"507" "A9" "E-028" "20" "20" "7" "P08" " 5" "130" "332" "16.00000" "11.25222083" "3.942915" "-0.74559850" "2.870252" "1"
"508" "B" "J-037" "20" "20" "7" "P08" " 7" "177" "109" "16.00000" "20.92368700" "7.620834" "-0.17487688" "4.148255" "1"
"509" "A1" "J-056" "20" "20" "7" "P08" " 9" "177" "221" "15.69565" " 0.56483912" "2.761136" "-0.88138247" "2.296807" "1"
"510" "A9" "J-070" "20" "20" "7" "P08" "11" "184" "332" "16.00000" " 4.76385194" "3.290747" "-0.61083105" "2.472640" "1"
"511" "A9" "E-006" "20" "20" "7" "P08" "13" "248" "102" "16.00000" "11.73643664" "3.845140" " 0.06258892" "3.716220" "1"
"512" "A9" "E-022" "20" "20" "7" "P08" "15" "249" "214" "16.00000" " 6.16737767" "3.739236" "-0.34630301" "2.638842" "1"
"513" "A6" "E-039" "20" "20" "7" "P08" "17" "251" "332" "15.69565" " 0.14854569" "2.609407" "-0.80723845" "2.277970" "1"
"514" "A9" "J-001" "20" "20" "7" "P08" "19" "299" "105" "15.69565" "-0.14952381" "2.255022" "-0.06421875" "2.233248" "1"
"515" "A6" "J-015" "20" "20" "7" "P08" "21" "299" "222" "15.00000" " 3.28600846" "2.592615" "-0.35135790" "2.511649" "1"
"516" "Neg" "0" "20" "20" "7" "P08" "23" "299" "333" "15.00000" " 1.03674189" "2.533641" "-0.80849602" "2.184547" "1"
"517" "A9" "E-062" "20" "20" "7" "P08" "25" "355" " 94" "14.00000" "17.64340946" "4.520281" " 1.37880309" "6.018509" "1"
"518" "A6" "J-005" "20" "20" "7" "P08" "27" "355" "215" "14.00000" " 1.53427406" "2.141530" "-0.17232304" "2.258597" "1"
"519" "A6" "J-022" "20" "20" "7" "P08" "29" "359" "328" "18.00000" " 0.76389495" "2.465451" "-0.67243363" "2.196987" "1"
"520" "A1" "J-084" "20" "20" "7" "P08" "31" "405" " 88" "15.69565" "-0.26530245" "3.005547" "-0.53398141" "3.717820" "1"
"521" "Neg" "CN1" "20" "20" "7" "P08" "33" "405" "194" "15.69565" " 0.03150579" "2.192105" "-0.20211277" "2.228825" "1"
"522" "Neg" "0" "20" "20" "7" "P08" "35" "412" "316" "15.69565" "-0.37626770" "2.071247" "-0.05952785" "2.238664" "1"
"523" "A9" "E-002" "30" "20" "7" "P08" " 2" "124" "165" "16.00000" " 9.34562108" "4.341215" "-0.45665185" "3.067740" "1"
"524" "A6" "E-016" "30" "20" "7" "P08" " 4" "127" "272" "16.00000" " 1.64175659" "2.789258" "-0.68650137" "2.416447" "1"
"525" "A9" "E-028" "30" "20" "7" "P08" " 6" "137" "388" "16.00000" "10.34685069" "2.941996" "-0.52202120" "3.587261" "1"
"526" "B" "J-037" "30" "20" "7" "P08" " 8" "177" "161" "15.00000" "15.43334361" "5.518106" " 0.53382470" "6.253801" "1"
"527" "A1" "J-056" "30" "20" "7" "P08" "10" "177" "276" "15.69565" "-0.76032175" "2.306745" "-0.56564878" "2.175196" "1"
"528" "A9" "J-070" "30" "20" "7" "P08" "12" "187" "390" "16.00000" " 4.93012547" "3.255458" "-0.65112859" "2.750793" "1"
"529" "A9" "E-006" "30" "20" "7" "P08" "14" "253" "156" "16.00000" " 3.18549561" "2.751850" "-0.44608413" "2.384529" "1"
"530" "A9" "E-022" "30" "20" "7" "P08" "16" "255" "270" "17.00000" " 4.07607103" "3.584615" "-0.88487234" "2.452990" "1"
"531" "A6" "E-039" "30" "20" "7" "P08" "18" "253" "391" "17.00000" " 1.86096559" "2.459514" "-0.60846809" "2.332681" "1"
"532" "A9" "J-001" "30" "20" "7" "P08" "20" "299" "161" "15.69565" " 0.05400257" "2.191107" "-0.24636209" "2.177504" "1"
"533" "A6" "J-015" "30" "20" "7" "P08" "22" "299" "280" "15.00000" " 2.14119887" "2.633552" "-0.84056441" "2.656276" "1"
"534" "Neg" "0" "30" "20" "7" "P08" "24" "294" "389" "15.69565" "-0.24155727" "2.318343" "-0.73920856" "2.544005" "1"
"535" "A9" "E-062" "30" "20" "7" "P08" "26" "355" "153" "15.00000" "13.94246827" "2.783256" " 0.13591965" "4.445041" "1"
"536" "A6" "J-005" "30" "20" "7" "P08" "28" "354" "276" "17.00000" " 0.85523862" "2.179274" "-0.61209929" "2.214497" "1"
"537" "A6" "J-022" "30" "20" "7" "P08" "30" "358" "377" "15.69565" " 0.26173745" "2.610329" "-1.03458220" "2.478922" "1"
"538" "A1" "J-084" "30" "20" "7" "P08" "32" "405" "148" "15.69565" " 0.67758044" "2.188947" "-0.14179348" "2.305180" "1"
"539" "Neg" "CN1" "30" "20" "7" "P08" "34" "406" "257" "15.69565" " 0.09559846" "2.452078" "-0.08051630" "2.252740" "1"
"540" "Neg" "0" "30" "20" "7" "P08" "36" "417" "371" "15.69565" "-0.75549550" "2.177482" "-0.40680532" "2.747694" "1"
"541" "A9" "E-002" "20" "30" "7" "P08" " 1" "128" "123" "14.00000" " 6.32484502" "2.740392" " 0.18147683" "3.461875" "1"
"542" "A6" "E-016" "20" "30" "7" "P08" " 3" "138" "223" "15.00000" " 4.96411848" "4.415246" "-0.65210159" "2.809854" "1"
"543" "A9" "E-028" "20" "30" "7" "P08" " 5" "146" "331" "14.00000" " 8.74810767" "3.733148" "-0.61256113" "4.768588" "1"
"544" "B" "J-037" "20" "30" "7" "P08" " 7" "203" "116" "14.00000" "13.54371941" "3.796975" " 0.20048906" "4.720314" "1"
"545" "A1" "J-056" "20" "30" "7" "P08" " 9" "198" "219" "13.57895" " 0.66242634" "2.990841" "-0.84781170" "2.778472" "1"
"546" "A9" "J-070" "20" "30" "7" "P08" "11" "198" "325" "13.00000" " 6.34185255" "3.754212" "-0.65285088" "3.270115" "1"
"547" "A9" "E-006" "20" "30" "7" "P08" "13" "248" "108" "13.00000" "10.38194707" "3.426453" " 0.18507519" "3.674943" "1"
"548" "A9" "E-022" "20" "30" "7" "P08" "15" "245" "211" "13.00000" " 3.72918715" "3.307974" "-0.52869048" "3.012506" "1"
"549" "A6" "E-039" "20" "30" "7" "P08" "17" "245" "318" "13.57895" " 1.16381282" "2.636474" "-0.48294211" "2.642453" "1"
"550" "A9" "J-001" "20" "30" "7" "P08" "19" "316" "112" "13.57895" "-0.03275563" "2.499579" " 0.06558206" "2.336610" "1"
"551" "A6" "J-015" "20" "30" "7" "P08" "21" "315" "213" "14.00000" " 1.81755302" "2.775777" "-0.49415701" "2.632890" "1"
"552" "Neg" "0" "20" "30" "7" "P08" "23" "314" "312" "13.57895" "-0.24674177" "2.929901" "-1.33972964" "2.854429" "1"
"553" "A9" "E-062" "20" "30" "7" "P08" "25" "369" "120" "13.00000" "11.86939509" "2.850370" " 0.54313283" "4.853173" "1"
"554" "A6" "J-005" "20" "30" "7" "P08" "27" "360" "227" "12.00000" " 2.88294785" "2.579065" "-0.43907317" "2.843785" "1"
"555" "A6" "J-022" "20" "30" "7" "P08" "29" "353" "330" "13.57895" " 0.44511265" "2.548465" "-1.12836832" "2.868541" "1"
"556" "A1" "J-084" "20" "30" "7" "P08" "31" "415" "112" "13.57895" " 0.79561525" "2.870193" "-0.30050745" "3.749368" "1"
"557" "Neg" "CN1" "20" "30" "7" "P08" "33" "412" "215" "13.57895" "-0.11774697" "2.549471" "-0.08525445" "2.537414" "1"
"558" "Neg" "0" "20" "30" "7" "P08" "35" "411" "324" "13.57895" "-0.21074523" "2.535749" "-0.44798346" "2.632523" "1"
"559" "A9" "E-002" "30" "30" "7" "P08" " 2" "131" "177" "14.00000" " 4.98866232" "3.307657" "-0.61379344" "3.138389" "1"
"560" "A6" "E-016" "30" "30" "7" "P08" " 4" "140" "277" "15.00000" " 2.76070522" "3.328190" "-0.65894422" "2.777157" "1"
"561" "A9" "E-028" "30" "30" "7" "P08" " 6" "152" "382" "13.00000" " 7.07778828" "3.347846" "-0.37842732" "4.523506" "1"
"562" "B" "J-037" "30" "30" "7" "P08" " 8" "204" "168" "13.00000" "11.10474480" "4.176721" " 0.15166980" "5.178200" "1"
"563" "A1" "J-056" "30" "30" "7" "P08" "10" "196" "266" "13.57895" "-0.22708839" "2.500520" "-0.33918575" "2.484756" "1"
"564" "A9" "J-070" "30" "30" "7" "P08" "12" "196" "373" "12.00000" " 9.10807256" "4.616422" " 0.20348476" "4.909610" "1"
"565" "A9" "E-006" "30" "30" "7" "P08" "14" "250" "163" "14.00000" " 3.73384992" "2.768612" "-0.39312098" "2.698250" "1"
"566" "A9" "E-022" "30" "30" "7" "P08" "16" "248" "265" "15.00000" " 2.94368124" "3.223951" "-0.49129482" "2.627074" "1"
"567" "A6" "E-039" "30" "30" "7" "P08" "18" "246" "371" "13.57895" " 0.13315425" "2.468347" " 0.14146947" "2.777694" "1"
"568" "A9" "J-001" "30" "30" "7" "P08" "20" "318" "164" "13.57895" "-0.21471404" "2.357422" " 0.03993957" "2.856527" "1"
"569" "A6" "J-015" "30" "30" "7" "P08" "22" "315" "263" "14.00000" " 3.01975530" "2.847928" "-0.79330116" "3.002337" "1"
"570" "Neg" "0" "30" "30" "7" "P08" "24" "308" "368" "13.57895" "-0.39481802" "2.898373" "-1.30410941" "2.908551" "1"
"571" "A9" "E-062" "30" "30" "7" "P08" "26" "363" "172" "13.00000" "10.62319471" "2.461664" " 0.23932644" "4.748247" "1"
"572" "A6" "J-005" "30" "30" "7" "P08" "28" "353" "282" "13.57895" " 0.66639515" "2.790296" "-0.96233461" "2.978946" "1"
"573" "A6" "J-022" "30" "30" "7" "P08" "30" "346" "377" "13.57895" "-1.31187175" "3.189833" "-1.63777672" "3.091457" "1"
"574" "A1" "J-084" "30" "30" "7" "P08" "32" "415" "163" "13.57895" " 0.78844021" "2.642354" "-0.23225827" "2.710956" "1"
"575" "Neg" "CN1" "30" "30" "7" "P08" "34" "410" "275" "13.57895" "-0.06603120" "2.832655" "-0.03895992" "2.555914" "1"
"576" "Neg" "0" "30" "30" "7" "P08" "36" "410" "369" "13.57895" "-1.06126516" "2.676649" "-0.23972706" "4.526817" "1"
"577" "A6" "J-031" "20" "20" "7" "P09" " 1" "132" " 95" "16.00000" " 2.77027604" "2.514946" "-0.40153215" "2.701587" "1"
"578" "A6" "J-050" "20" "20" "7" "P09" " 3" "125" "208" "15.44444" " 0.57325768" "2.507322" "-0.66929341" "2.584780" "1"
"579" "A6" "J-065" "20" "20" "7" "P09" " 5" "127" "320" "17.00000" " 0.85403996" "2.630574" "-0.79122340" "2.558327" "1"
"580" "A9" "E-046" "20" "20" "7" "P09" " 7" "186" " 91" "17.00000" " 6.99268590" "3.842910" "-0.31317376" "2.796628" "1"
"581" "A9" "E-065" "20" "20" "7" "P09" " 9" "190" "210" "13.00000" " 2.53812854" "2.410056" "-0.56491228" "2.586853" "1"
"582" "A9" "J-010" "20" "20" "7" "P09" "11" "188" "311" "16.00000" " 8.16185696" "3.259488" "-0.39035226" "4.285310" "1"
"583" "A10" "E-061-R" "20" "20" "7" "P09" "13" "263" "109" "12.00000" "10.74231293" "2.133495" " 0.72385366" "4.309016" "1"
"584" "Neg" "0" "20" "20" "7" "P09" "15" "247" "220" "15.44444" " 0.28803738" "2.293942" "-0.50186743" "2.372442" "1"
"585" "Neg" "0" "20" "20" "7" "P09" "17" "247" "319" "15.44444" "-0.01754339" "2.123546" "-0.11424966" "2.224996" "1"
"586" "A9" "E-009" "20" "20" "7" "P09" "19" "291" " 93" "15.44444" " 1.50847797" "2.564697" " 0.97812584" "4.330612" "1"
"587" "A9" "E-024" "20" "20" "7" "P09" "21" "292" "205" "15.00000" " 3.00392102" "2.658561" "-0.47830345" "2.778109" "1"
"588" "A6" "E-040" "20" "20" "7" "P09" "23" "293" "325" "15.44444" " 0.60351135" "2.002673" "-0.31084791" "2.224695" "1"
"589" "A9" "J-045" "20" "20" "7" "P09" "25" "353" " 97" "15.00000" " 7.78335684" "2.696390" " 0.56478752" "3.344181" "1"
"590" "A6" "J-059" "20" "20" "7" "P09" "27" "349" "207" "20.00000" " 2.00999204" "3.454125" "-0.47555195" "2.165531" "1"
"591" "A6" "J-073" "20" "20" "7" "P09" "29" "346" "327" "16.00000" " 1.19543287" "2.473331" "-0.63287620" "2.366908" "1"
"592" "A9" "J-085" "20" "20" "7" "P09" "31" "425" "109" "16.00000" " 7.59050188" "2.904303" " 0.08845065" "4.818760" "1"
"593" "Neg" "CN2" "20" "20" "7" "P09" "33" "413" "217" "15.44444" " 0.31138852" "2.284405" "-0.09698856" "2.144342" "1"
"594" "Neg" "0" "20" "20" "7" "P09" "35" "410" "326" "15.44444" "-0.06170895" "2.103119" "-0.21895020" "2.230664" "1"
"595" "A6" "J-031" "30" "20" "7" "P09" " 2" "125" "153" "15.44444" "-0.66891856" "2.700266" "-0.87924966" "2.422209" "1"
"596" "A6" "J-050" "30" "20" "7" "P09" " 4" "125" "266" "15.44444" "-0.06576769" "2.465090" "-0.06127187" "2.335272" "1"
"597" "A6" "J-065" "30" "20" "7" "P09" " 6" "126" "376" "15.44444" "-0.40510013" "2.339923" "-0.37607672" "2.531120" "1"
"598" "A9" "E-046" "30" "20" "7" "P09" " 8" "188" "153" "14.00000" "14.93182708" "4.671307" " 2.11152831" "8.690405" "1"
"599" "A9" "E-065" "30" "20" "7" "P09" "10" "187" "265" "15.00000" " 1.14390691" "2.881534" "-1.17395086" "2.567556" "1"
"600" "A9" "J-010" "30" "20" "7" "P09" "12" "192" "375" "15.00000" " 9.97811001" "4.380864" " 0.32739708" "5.410999" "1"
"601" "A10" "E-061-R" "30" "20" "7" "P09" "14" "255" "169" "15.00000" " 6.69530324" "2.618077" "-0.43507968" "3.038277" "1"
"602" "Neg" "0" "30" "20" "7" "P09" "16" "245" "269" "15.44444" " 0.09128171" "2.160976" "-0.33138291" "2.397192" "1"
"603" "Neg" "0" "30" "20" "7" "P09" "18" "249" "373" "15.44444" " 0.54464619" "2.210190" "-0.17856662" "2.322407" "1"
"604" "A9" "E-009" "30" "20" "7" "P09" "20" "290" "145" "15.44444" " 0.49252336" "2.114949" " 0.41420929" "3.773959" "1"
"605" "A9" "E-024" "30" "20" "7" "P09" "22" "292" "268" "16.00000" "30.29713927" "8.709475" " 0.09238372" "5.908052" "1"
"606" "A6" "E-040" "30" "20" "7" "P09" "24" "295" "376" "15.44444" " 0.23078772" "2.608691" "-0.83734522" "2.354229" "1"
"607" "A9" "J-045" "30" "20" "7" "P09" "26" "351" "153" "15.00000" " 3.59215797" "2.632897" "-0.23589641" "2.346174" "1"
"608" "A6" "J-059" "30" "20" "7" "P09" "28" "345" "265" "15.44444" " 0.52546061" "2.330775" "-0.31599596" "2.210611" "1"
"609" "A6" "J-073" "30" "20" "7" "P09" "30" "344" "384" "15.44444" "-0.73622163" "2.513239" "-1.26781965" "2.373228" "1"
"610" "A9" "J-085" "30" "20" "7" "P09" "32" "418" "161" "15.00000" " 9.03613540" "2.607214" " 1.09866866" "4.282318" "1"
"611" "Neg" "CN2" "30" "20" "7" "P09" "34" "409" "272" "15.44444" "-0.10061415" "2.488329" "-0.04222409" "2.186405" "1"
"612" "Neg" "0" "30" "20" "7" "P09" "36" "406" "376" "15.44444" "-0.74750334" "2.122475" "-0.58667115" "2.817228" "1"
"613" "A6" "J-031" "20" "30" "7" "P09" " 1" "144" "120" "13.00000" " 3.74359168" "2.771997" " 0.14262218" "4.263819" "1"
"614" "A6" "J-050" "20" "30" "7" "P09" " 3" "142" "222" "13.00000" " 0.50502836" "2.606856" "-0.61478070" "2.525062" "1"
"615" "A6" "J-065" "20" "30" "7" "P09" " 5" "151" "314" "13.00000" " 0.53731569" "2.769510" "-0.89235276" "2.549279" "1"
"616" "A9" "E-046" "20" "30" "7" "P09" " 7" "183" "120" "12.00000" "12.22083900" "4.534907" " 0.50594207" "4.589340" "1"
"617" "A9" "E-065" "20" "30" "7" "P09" " 9" "189" "214" "11.00000" " 1.95153846" "2.604470" "-0.45263756" "2.819235" "1"
"618" "A9" "J-010" "20" "30" "7" "P09" "11" "195" "309" "13.00000" " 6.10994329" "2.399131" "-0.83380639" "2.947299" "1"
"619" "A10" "E-061-R" "20" "30" "7" "P09" "13" "226" "135" "12.00000" " 9.65327791" "6.375382" "-0.22291159" "3.364880" "1"
"620" "Neg" "0" "20" "30" "7" "P09" "15" "227" "231" "13.00000" " 0.47620038" "2.271210" "-0.21791667" "2.456821" "1"
"621" "Neg" "0" "20" "30" "7" "P09" "17" "239" "319" "13.00000" " 0.35899811" "2.343979" "-0.17626566" "2.431394" "1"
"622" "A9" "E-009" "20" "30" "7" "P09" "19" "288" "126" " 9.00000" " 2.93015810" "2.662817" "-0.24997405" "2.554497" "1"
"623" "A9" "E-024" "20" "30" "7" "P09" "21" "288" "217" "13.00000" " 1.90457467" "2.903988" "-0.65961779" "2.549332" "1"
"624" "A6" "E-040" "20" "30" "7" "P09" "23" "294" "316" "13.00000" " 0.30587902" "2.664408" "-0.80514411" "4.550554" "1"
"625" "A9" "J-045" "20" "30" "7" "P09" "25" "341" "133" "12.00000" " 6.48814059" "3.276964" " 0.78373476" "4.479616" "1"
"626" "A6" "J-059" "20" "30" "7" "P09" "27" "341" "224" "13.00000" " 1.37519849" "3.061168" "-0.54108083" "2.780158" "1"
"627" "A6" "J-073" "20" "30" "7" "P09" "29" "339" "326" "13.00000" " 3.42909263" "2.811022" "-0.53509398" "2.592780" "1"
"628" "A9" "J-085" "20" "30" "7" "P09" "31" "372" "119" "13.00000" " 7.49383743" "2.971631" "-0.50950546" "5.404057" "1"
"629" "Neg" "CN2" "20" "30" "7" "P09" "33" "375" "213" "13.00000" "-0.10037807" "2.395288" "-0.04927945" "2.840411" "1"
"630" "Neg" "0" "20" "30" "7" "P09" "35" "378" "325" "13.00000" "-0.42266541" "2.451955" "-0.39719925" "2.758858" "1"
"631" "A6" "J-031" "30" "30" "7" "P09" " 2" "139" "170" "13.00000" " 0.53018904" "3.164322" "-0.74998434" "2.686242" "1"
"632" "A6" "J-050" "30" "30" "7" "P09" " 4" "145" "271" "13.00000" "-0.83901701" "2.488732" "-0.48797932" "2.538743" "1"
"633" "A6" "J-065" "30" "30" "7" "P09" " 6" "156" "366" "13.00000" "-0.19294896" "2.529107" "-0.47901629" "2.378961" "1"
"634" "A9" "E-046" "30" "30" "7" "P09" " 8" "185" "168" "14.00000" "12.35464927" "6.101816" "-0.16305341" "3.468754" "1"
