"YIELD" "LAG" "maxInt" "corDay" "CORest"
"1" 12.5089192908495 13.8735 12.4698845156083 0.130719343130838 0.654340432168567
"2" 19.8979800074111 9.8496 18.9107912629186 0.230254834295234 1.37127244490745
"3" 16.2584930416524 8.8515 15.2233304152093 0.192883441423217 1.59384719299322
"4" 11.2409143413008 9.81 10.3862313014233 0.427741833759743 0.800697482766508
"5" 6.38996149603773 22.7115 6.38274526791836 0.0835918367346939 0.120429956270439
"6" 1.69348287004174 10.8189 1.54945396319571 0.0116089724519545 0.283679250937752
"7" 5.9615165803215 22.3497 5.94449817980503 0.0116089724519545 0.206542263078892
"8" 1.88747771777284 11.4921 1.87046564761076 0.130719343130838 0.0810316898638259
"9" 3.18123182452954 11.2059 2.97747905473618 1.22394383292676 0.638560860727987
"10" 7.33612016353471 11.8845 7.22975890374944 0.0116089724519545 0.684114159859947
"11" 17.9352545282926 10.062 17.2617479193617 0.15979169393705 1.20365281029241
"12" 6.74668768504805 36 5.19996026586143 0.0116089724519545 0.03805169872529
"13" 8.69005608829528 17.3619 8.31362893009134 0.15979169393705 0.297926648750585
"14" 8.47409981794485 6.1983 8.77127066307924 0.0835918367346939 1.20813933002375
"15" 1.57097533513168 7.4016 1.56128453371725 0.55892967216041 0.309649703695451
"16" 1.76359764220605 14.2677 1.74289145349799 0.230254834295234 0.217112785180183
"17" 10.4658195275511 13.4118 10.458920103144 0.0116089724519545 0.448344128231001
"18" 14.9298512400364 12.96 14.9296566563716 0.230254834295234 0.85159489975233
"19" 18.7967180953676 8.2701 18.2086979148998 0.0650161837329684 2.25606243295661
"20" 7.98483950526898 10.5777 7.68855915386058 0.0178951032307967 0.460162049356488
"21" 7.42216443493406 36 7.6687452659549 0.0365398345927292 1.07790849275619
"22" 0.748999653357735 14.94 0.733323671953954 0.0178951032307967 0.0722349208890977
"23" 1.85970840749983 11.8539 1.84676083185356 0.105406140298685 0.0925723739002866
"24" 4.56180441188567 14.6367 4.4030647538939 0.896603974534421 0.941088996937919
"25" 3.16090580397797 8.9514 2.99353480280068 0.370649372285357 0.285837539493716
"26" 8.49114830723851 12.1518 8.47884502370047 0.0650161837329684 0.500547851300369
"27" 17.8369268579963 10.4085 16.8582178265699 0.0835918367346939 1.19991066589555
"28" 4.26635019163364 20.7585 4.14020174965995 0.490415184149462 0.372310971827489
"29" 5.4727708044929 22.9023 5.46470961545439 0.272166121258999 0.280654400909286
"30" 15.8514041697118 6.2334 16.3217965254147 0.105406140298685 2.23277223324562
"31" 0.266568028419389 7.083 0.266544965111588 0.0261186410424228 0.0349247663061298
"32" 0.356832659373868 23.3622 0.592237523801987 7 0.192698765363174
"33" 10.8942076654969 14.0715 10.8233082864482 0.0116089724519545 0.969218978443584
"34" 9.93353475498304 10.5084 9.60595302617222 0.272166121258999 0.533783035684806
"35" 8.89779202727448 6.0957 8.9743220825889 0.490415184149462 1.59402129799435
"36" 2.91313498228682 6.5574 4.17993403062318 1.10725441780211 1.1671763833143
"37" 2.96988571018932 32.6277 2.87383313690644 0.130719343130838 0.0459768902356213
"38" 4.15841914047751 8.8893 3.73153544813296 0.714523055869578 0.469430072751057
"39" 1.05638460715286 6.1281 1.29040439719743 0.802122448979592 0.338199036968846
"40" 1.94818105307607 10.6416 1.90641058584397 0.0261186410424228 0.115703985997615
"41" 4.24304401543942 6.2253 4.33361032362795 0.0650161837329684 0.546851079537328
"42" 2.82985737162192 16.6878 3.11772558575714 0.0116089724519545 0.538617752365757
"43" 8.91171221930886 6.246 10.6019825880812 1.10725441780211 2.61661244177079
"44" 5.82148192228474 36 4.91685811973159 0.370649372285357 0.510532425646043
"45" 7.24451488044988 36 6.98983154481959 0.0365398345927292 0.371257490111561
"46" 3.45615244209067 6.1029 3.59282612310666 0.370649372285357 0.645325742799978
"47" 5.74021615629995 10.9962 5.38520437590247 0.15979169393705 0.897816403454131
"48" 8.83563394696587 10.7748 8.32881723697475 0.633545546498483 0.986108858169852
