"CLx" "strain" "T1" "T2" "day" "Petri" "spot" "X_position" "Y_position" "radius" "av_intensity" "sd_intensity" "av_intensity_back" "sd_intensity_back" "filter"
"452" "A10" "J-054" "30" "20" "24" "P07" " 4" "126" "258" "14.44828" " 0.11007519" "2.340106" "-0.129528796" "2.837603" "1"
"453" "A1" "J-068" "30" "20" "24" "P07" " 6" "127" "370" "13.00000" " 1.27529301" "2.851290" "-0.924780702" "2.683220" "1"
"454" "A1" "J-078" "30" "20" "24" "P07" " 8" "183" "164" "16.00000" " 5.98001255" "5.178862" " 0.041597127" "4.924347" "1"
"455" "A9" "J-082" "30" "20" "24" "P07" "10" "180" "264" "14.44828" "-0.04544361" "2.365688" "-0.242192408" "2.111736" "1"
"456" "Neg" "0" "30" "20" "24" "P07" "12" "179" "366" "14.44828" "-0.33836090" "2.286187" "-0.361717932" "2.173566" "1"
"457" "B" "E-003" "30" "20" "24" "P07" "14" "223" "157" "13.00000" "18.98952741" "3.982193" " 1.045814536" "6.903769" "1"
"458" "A6" "E-020" "30" "20" "24" "P07" "16" "227" "261" "15.00000" " 4.13626234" "4.162660" "-0.739299469" "2.286311" "1"
"459" "A6" "E-030" "30" "20" "24" "P07" "18" "229" "365" "14.44828" " 2.21415038" "4.664114" "-0.201227094" "3.095094" "1"
"460" "A9" "E-012" "30" "20" "24" "P07" "20" "289" "157" "15.00000" " 2.47660085" "2.880973" "-0.566802789" "2.666671" "1"
"461" "A9" "E-027" "30" "20" "24" "P07" "22" "288" "260" "13.00000" " 1.28298677" "2.464176" "-0.790040727" "2.684586" "1"
"462" "A2" "E-045" "30" "20" "24" "P07" "24" "284" "371" "14.00000" " 5.95009788" "3.662611" "-0.847831403" "2.940253" "1"
"463" "B" "E-064" "30" "20" "24" "P07" "26" "334" "140" "15.00000" " 5.38031030" "4.626215" "-0.493784861" "3.803124" "1"
"464" "A9" "J-009" "30" "20" "24" "P07" "28" "331" "253" "15.00000" " 7.14716502" "2.856830" "-1.126039177" "2.499553" "1"
"465" "A9" "J-028" "30" "20" "24" "P07" "30" "335" "359" "14.00000" " 4.01908646" "2.820595" "-0.760267053" "3.212250" "1"
"466" "A10" "E-061-B" "30" "20" "24" "P07" "32" "396" "150" "15.00000" "13.09631876" "2.790595" " 0.101530544" "3.190345" "1"
"467" "A9" "J-002" "30" "20" "24" "P07" "34" "405" "263" "15.00000" " 7.53056417" "2.861616" "-0.315209163" "3.401508" "1"
"468" "A9" "J-019" "30" "20" "24" "P07" "36" "407" "365" "15.00000" " 5.03543018" "3.868338" "-0.428010733" "4.530343" "1"
"469" "A9" "J-036" "20" "30" "24" "P07" " 1" "114" "117" "14.00000" "11.42983687" "2.511414" " 0.200041828" "4.050110" "1"
"470" "A10" "J-054" "20" "30" "24" "P07" " 3" "117" "224" "14.00000" " 9.74685155" "3.695561" " 0.416000644" "4.519065" "1"
"471" "A1" "J-068" "20" "30" "24" "P07" " 5" "120" "330" "15.96296" "-1.01037831" "2.597440" "-1.216068989" "2.424653" "1"
"472" "A1" "J-078" "20" "30" "24" "P07" " 7" "165" "110" "15.00000" " 3.58057828" "2.537670" "-0.361716467" "2.523477" "1"
"473" "A9" "J-082" "20" "30" "24" "P07" " 9" "176" "219" "15.96296" " 0.44926860" "2.587741" "-0.763985656" "2.388217" "1"
"474" "Neg" "0" "20" "30" "24" "P07" "11" "179" "326" "15.96296" " 0.10479193" "2.177088" "-0.196096311" "2.182619" "1"
"475" "B" "E-003" "20" "30" "24" "P07" "13" "224" "105" "15.00000" "11.58416079" "4.050968" "-0.195531208" "3.382338" "1"
"476" "A6" "E-020" "20" "30" "24" "P07" "15" "228" "212" "16.00000" " 1.61065245" "3.003288" "-0.799852941" "2.486400" "1"
"477" "A6" "E-030" "20" "30" "24" "P07" "17" "238" "322" "17.00000" " 3.17336293" "5.037774" "-0.510099291" "2.452535" "1"
"478" "A9" "E-012" "20" "30" "24" "P07" "19" "298" "108" "16.00000" " 6.25575910" "2.815490" "-0.050198358" "2.919002" "1"
"479" "A9" "E-027" "20" "30" "24" "P07" "21" "299" "218" "16.00000" " 4.28787955" "2.904543" "-1.027787278" "2.546773" "1"
"480" "A2" "E-045" "20" "30" "24" "P07" "23" "309" "327" "15.96296" " 0.87867591" "2.774452" "-0.582513661" "5.576293" "1"
"481" "B" "E-064" "20" "30" "24" "P07" "25" "349" " 98" "15.00000" " 6.39674189" "2.741758" " 1.055255644" "4.234225" "1"
"482" "A9" "J-009" "20" "30" "24" "P07" "27" "348" "208" "17.00000" " 1.78103219" "3.240890" "-0.957950355" "2.497493" "1"
"483" "A9" "J-028" "20" "30" "24" "P07" "29" "353" "321" "17.00000" "30.98703663" "9.710324" " 0.209195035" "8.123825" "1"
"484" "A10" "E-061-B" "20" "30" "24" "P07" "31" "388" "102" "16.00000" " 9.75514429" "2.830322" " 0.537103638" "3.900413" "1"
"485" "A9" "J-002" "20" "30" "24" "P07" "33" "396" "210" "20.00000" " 3.77961018" "4.803334" "-0.673543019" "2.466785" "1"
"486" "A9" "J-019" "20" "30" "24" "P07" "35" "401" "320" "15.96296" "-0.40000000" "3.424814" "-1.312745902" "4.268446" "1"
"487" "A9" "J-036" "30" "30" "24" "P07" " 2" "117" "167" "13.00000" "10.73610586" "3.041596" " 0.405266291" "4.601489" "1"
"488" "A10" "J-054" "30" "30" "24" "P07" " 4" "118" "275" "15.96296" " 0.06795712" "2.148220" "-0.218415301" "2.137565" "1"
"489" "A1" "J-068" "30" "30" "24" "P07" " 6" "122" "382" "15.96296" "-2.00040353" "2.842885" "-1.390618169" "2.604683" "1"
"490" "A1" "J-078" "30" "30" "24" "P07" " 8" "171" "164" "17.00000" " 1.95974473" "3.329984" "-0.917138298" "2.432975" "1"
"491" "A9" "J-082" "30" "30" "24" "P07" "10" "181" "270" "15.96296" "-0.88292560" "2.748615" "-0.904422814" "2.430561" "1"
"492" "Neg" "0" "30" "30" "24" "P07" "12" "182" "378" "15.96296" "-0.18735183" "2.285236" "-0.377455601" "2.301843" "1"
"493" "B" "E-003" "30" "30" "24" "P07" "14" "224" "160" "15.00000" "11.91613540" "3.753228" "-0.438263612" "3.099601" "1"
"494" "A6" "E-020" "30" "30" "24" "P07" "16" "229" "265" "15.00000" " 2.46784203" "3.132153" "-0.869820717" "2.573044" "1"
"495" "A6" "E-030" "30" "30" "24" "P07" "18" "238" "377" "18.00000" " 6.72347869" "8.823689" "-0.557570059" "2.678038" "1"
"496" "A9" "E-012" "30" "30" "24" "P07" "20" "295" "162" "15.00000" " 2.02968970" "2.438478" "-0.242433599" "2.420939" "1"
"497" "A9" "E-027" "30" "30" "24" "P07" "22" "298" "269" "16.00000" " 1.22183187" "2.935244" "-0.961036252" "2.330053" "1"
"498" "A2" "E-045" "30" "30" "24" "P07" "24" "304" "381" "15.00000" " 3.95210155" "2.964217" "-1.007426959" "3.162044" "1"
"499" "B" "E-064" "30" "30" "24" "P07" "26" "348" "150" "16.00000" " 3.63124216" "3.102886" "-0.184555404" "3.503548" "1"
"500" "A9" "J-009" "30" "30" "24" "P07" "28" "351" "265" "16.00000" " 0.73544542" "3.160029" "-1.531306430" "2.742607" "1"
"501" "A9" "J-028" "30" "30" "24" "P07" "30" "362" "375" "17.00000" " 1.69882353" "3.641939" "-1.983631206" "3.108221" "1"
"502" "A10" "E-061-B" "30" "30" "24" "P07" "32" "387" "155" "16.00000" " 9.40141782" "3.536779" "-0.009589603" "3.173450" "1"
"503" "A9" "J-002" "30" "30" "24" "P07" "34" "399" "268" "17.00000" " 3.22112098" "4.119377" "-1.017393617" "2.993528" "1"
"504" "A9" "J-019" "30" "30" "24" "P07" "36" "405" "378" "17.00000" " 1.48250832" "3.692439" "-2.366862745" "3.814419" "1"
"505" "A9" "E-002" "20" "20" "24" "P08" " 1" "129" "114" "14.00000" "11.345203915" "3.395254" "-0.182384170" "3.613164" "1"
"506" "A6" "E-016" "20" "20" "24" "P08" " 3" "131" "212" "11.00000" " 6.385490716" "2.813119" "-0.382831938" "3.278479" "1"
"507" "A9" "E-028" "20" "20" "24" "P08" " 5" "128" "316" "14.00000" "11.217177814" "3.153166" "-0.737004505" "3.650131" "1"
"508" "B" "J-037" "20" "20" "24" "P08" " 7" "177" "116" "12.00000" "10.922327791" "4.301107" " 0.049500000" "4.468969" "1"
"509" "A1" "J-056" "20" "20" "24" "P08" " 9" "173" "215" "13.66667" " 0.125295110" "2.241632" "-0.837864450" "2.288289" "1"
"510" "A9" "J-070" "20" "20" "24" "P08" "11" "176" "317" "15.00000" " 7.195416079" "4.085897" "-0.836613546" "2.501773" "1"
"511" "A9" "E-006" "20" "20" "24" "P08" "13" "239" "109" "12.00000" "13.338707483" "2.793758" " 0.655356707" "4.463725" "1"
"512" "A9" "E-022" "20" "20" "24" "P08" "15" "238" "213" "14.00000" " 6.593148450" "3.241364" "-0.506914414" "3.076199" "1"
"513" "A6" "E-039" "20" "20" "24" "P08" "17" "239" "316" "13.66667" " 0.551973019" "2.464816" "-0.762659847" "2.418534" "1"
"514" "A9" "J-001" "20" "20" "24" "P08" "19" "282" "111" "13.66667" " 0.192040472" "2.027140" "-0.003554987" "2.390886" "1"
"515" "A6" "J-015" "20" "20" "24" "P08" "21" "282" "224" "14.00000" " 3.039869494" "2.812525" "-0.921965894" "2.293561" "1"
"516" "Neg" "0" "20" "20" "24" "P08" "23" "280" "321" "13.66667" "-0.275345700" "2.531792" "-1.145022379" "2.388696" "1"
"517" "A9" "E-062" "20" "20" "24" "P08" "25" "336" "108" "15.00000" "15.142595205" "3.659327" "-0.019083665" "3.991032" "1"
"518" "A6" "J-005" "20" "20" "24" "P08" "27" "334" "218" "14.00000" " 1.495905383" "2.459565" "-0.641457529" "2.212549" "1"
"519" "A6" "J-022" "20" "20" "24" "P08" "29" "335" "321" "13.66667" "-0.363709949" "2.509908" "-0.874804987" "2.426819" "1"
"520" "A1" "J-084" "20" "20" "24" "P08" "31" "381" "106" "13.66667" " 0.244856661" "2.965006" "-0.227201269" "3.485830" "1"
"521" "Neg" "CN1" "20" "20" "24" "P08" "33" "381" "210" "13.66667" " 0.178212479" "2.247388" "-0.219069693" "2.222678" "1"
"522" "Neg" "0" "20" "20" "24" "P08" "35" "382" "328" "13.66667" "-0.175497470" "2.332418" "-0.498890665" "2.391138" "1"
"523" "A9" "E-002" "30" "20" "24" "P08" " 2" "128" "166" "13.00000" " 9.846824197" "3.074291" "-0.111243734" "3.360952" "1"
"524" "A6" "E-016" "30" "20" "24" "P08" " 4" "128" "262" "14.00000" " 3.418662316" "3.624343" "-0.371061776" "3.149268" "1"
"525" "A9" "E-028" "30" "20" "24" "P08" " 6" "133" "367" "14.00000" " 9.418841762" "2.770146" "-1.011190476" "3.890130" "1"
"526" "B" "J-037" "30" "20" "24" "P08" " 8" "176" "165" "14.00000" " 8.096466552" "3.493122" "-0.705405405" "3.243968" "1"
"527" "A1" "J-056" "30" "20" "24" "P08" "10" "173" "260" "13.66667" " 0.101011804" "2.236757" "-0.417349744" "2.096415" "1"
"528" "A9" "J-070" "30" "20" "24" "P08" "12" "178" "368" "13.00000" " 9.350302457" "4.567853" "-0.585162907" "4.395219" "1"
"529" "A9" "E-006" "30" "20" "24" "P08" "14" "242" "163" "14.00000" " 5.625742251" "2.718423" "-0.298040541" "2.477259" "1"
"530" "A9" "E-022" "30" "20" "24" "P08" "16" "241" "264" "15.00000" " 4.727348378" "3.605560" "-0.923323373" "2.488828" "1"
"531" "A6" "E-039" "30" "20" "24" "P08" "18" "237" "373" "15.00000" " 1.667503526" "2.630066" "-0.346640106" "2.373980" "1"
"532" "A9" "J-001" "30" "20" "24" "P08" "20" "285" "160" "13.66667" "-0.014182125" "2.144402" "-0.065175831" "2.158952" "1"
"533" "A6" "J-015" "30" "20" "24" "P08" "22" "282" "271" "11.00000" " 3.822785146" "2.250895" "-0.526055622" "2.843195" "1"
"534" "Neg" "0" "30" "20" "24" "P08" "24" "277" "375" "15.00000" " 1.197291961" "2.734799" "-0.554199867" "2.485543" "1"
"535" "A9" "E-062" "30" "20" "24" "P08" "26" "335" "160" "14.00000" "14.218238173" "2.694883" "-0.019160232" "4.641305" "1"
"536" "A6" "J-005" "30" "20" "24" "P08" "28" "334" "272" "13.66667" "-0.018701518" "2.128007" "-0.842145141" "2.245180" "1"
"537" "A6" "J-022" "30" "20" "24" "P08" "30" "331" "369" "13.66667" " 0.337268128" "2.511157" "-1.192835678" "2.596077" "1"
"538" "A1" "J-084" "30" "20" "24" "P08" "32" "384" "159" "13.66667" " 0.841905565" "3.683212" "-0.416633632" "2.433129" "1"
"539" "Neg" "CN1" "30" "20" "24" "P08" "34" "381" "267" "13.66667" " 0.189274874" "2.404020" "-0.193193734" "2.247115" "1"
"540" "Neg" "0" "30" "20" "24" "P08" "36" "381" "380" "13.66667" "-0.675598651" "2.392618" "-0.137025187" "3.498210" "1"
"541" "A9" "E-002" "20" "30" "24" "P08" " 1" " 90" "132" "16.00000" " 8.762459222" "3.068553" "-0.163601231" "2.962426" "1"
"542" "A6" "E-016" "20" "30" "24" "P08" " 3" "113" "232" "17.00000" " 4.510033296" "6.137574" "-0.693751773" "2.953070" "1"
"543" "A9" "E-028" "20" "30" "24" "P08" " 5" "133" "346" "16.00000" " 8.625194479" "4.864870" "-0.637865937" "3.245712" "1"
"544" "B" "J-037" "20" "30" "24" "P08" " 7" "167" "113" "16.05882" "-0.189639752" "2.350696" "-0.924194102" "2.466271" "1"
"545" "A1" "J-056" "20" "30" "24" "P08" " 9" "175" "222" "16.05882" " 0.461751553" "2.630976" "-0.659087791" "2.451896" "1"
"546" "A9" "J-070" "20" "30" "24" "P08" "11" "186" "333" "14.00000" " 8.758776509" "3.861200" "-0.679337194" "3.284356" "1"
"547" "A9" "E-006" "20" "30" "24" "P08" "13" "214" "100" "14.00000" "12.744959217" "3.490146" " 0.378931789" "4.456905" "1"
"548" "A9" "E-022" "20" "30" "24" "P08" "15" "222" "211" "15.00000" " 2.743427362" "2.676436" "-0.994880478" "2.619954" "1"
"549" "A6" "E-039" "20" "30" "24" "P08" "17" "236" "320" "16.05882" " 0.704173913" "2.668331" "-0.652266804" "2.418863" "1"
"550" "A9" "J-001" "20" "30" "24" "P08" "19" "281" " 93" "16.05882" "-0.120931677" "2.130435" " 0.196769547" "2.177339" "1"
"551" "A6" "J-015" "20" "30" "24" "P08" "21" "298" "201" "16.05882" " 0.283093168" "2.561397" "-0.873357339" "2.605733" "1"
"552" "Neg" "0" "20" "30" "24" "P08" "23" "310" "309" "16.05882" "-0.831652174" "2.930360" "-1.737174211" "2.646219" "1"
"553" "A9" "E-062" "20" "30" "24" "P08" "25" "343" " 93" "18.00000" "18.218655031" "4.901041" " 0.171361154" "4.452341" "1"
"554" "A6" "J-005" "20" "30" "24" "P08" "27" "346" "211" "19.00000" " 0.957094774" "3.182364" "-1.031300154" "2.507217" "1"
"555" "A6" "J-022" "20" "30" "24" "P08" "29" "355" "320" "16.05882" "-1.216062112" "3.105869" "-1.980562414" "2.919841" "1"
"556" "A1" "J-084" "20" "30" "24" "P08" "31" "395" " 75" "16.05882" "-0.233577640" "2.603266" " 0.067291589" "4.114388" "1"
"557" "Neg" "CN1" "20" "30" "24" "P08" "33" "404" "185" "16.05882" "-0.009925466" "2.431629" " 0.068998628" "2.340990" "1"
"558" "Neg" "0" "20" "30" "24" "P08" "35" "411" "296" "16.05882" "-0.230683230" "2.541770" "-0.047620027" "2.575259" "1"
"559" "A9" "E-002" "30" "30" "24" "P08" " 2" "103" "186" "13.00000" " 6.497202268" "3.139860" " 0.104078947" "4.052383" "1"
"560" "A6" "E-016" "30" "30" "24" "P08" " 4" "121" "290" "16.00000" " 8.668469260" "5.203665" "-0.541792066" "3.017829" "1"
"561" "A9" "E-028" "30" "30" "24" "P08" " 6" "146" "401" "16.00000" " 8.862973651" "4.379301" "-0.892629959" "3.916422" "1"
"562" "B" "J-037" "30" "30" "24" "P08" " 8" "176" "167" "16.05882" " 0.100708075" "2.723564" "-0.879972565" "2.512964" "1"
"563" "A1" "J-056" "30" "30" "24" "P08" "10" "180" "273" "16.05882" "-0.192372671" "2.269727" "-0.175456104" "2.219492" "1"
"564" "A9" "J-070" "30" "30" "24" "P08" "12" "193" "388" "14.00000" "12.119543230" "4.789287" "-0.992548263" "2.938983" "1"
"565" "A9" "E-006" "30" "30" "24" "P08" "14" "221" "155" "15.00000" " 4.832566996" "2.992268" "-0.506168659" "2.494436" "1"
"566" "A9" "E-022" "30" "30" "24" "P08" "16" "229" "263" "18.00000" " 1.169900892" "3.083486" "-0.527765487" "2.384765" "1"
"567" "A6" "E-039" "30" "30" "24" "P08" "18" "237" "376" "16.05882" " 1.242472050" "2.756420" "-0.263580247" "2.706400" "1"
"568" "A9" "J-001" "30" "30" "24" "P08" "20" "289" "150" "16.05882" " 0.195018634" "2.289369" "-0.057712620" "2.111456" "1"
"569" "A6" "J-015" "30" "30" "24" "P08" "22" "301" "255" "19.00000" " 1.607201063" "3.333442" "-1.396932870" "2.594980" "1"
"570" "Neg" "0" "30" "30" "24" "P08" "24" "312" "371" "16.05882" "-1.410658385" "2.868131" "-1.836241427" "2.731469" "1"
"571" "A9" "E-062" "30" "30" "24" "P08" "26" "345" "151" "17.00000" "14.891198668" "4.659981" " 0.003393746" "4.621104" "1"
"572" "A6" "J-005" "30" "30" "24" "P08" "28" "348" "268" "16.05882" "-0.170074534" "3.235937" "-1.473827160" "2.792360" "1"
"573" "A6" "J-022" "30" "30" "24" "P08" "30" "357" "376" "16.00000" "-0.038808030" "3.161619" "-2.089302326" "2.904947" "1"
"574" "A1" "J-084" "30" "30" "24" "P08" "32" "401" "132" "16.05882" " 0.471403727" "3.274795" "-0.004766804" "2.772941" "1"
"575" "Neg" "CN1" "30" "30" "24" "P08" "34" "406" "243" "16.05882" " 0.236745342" "2.461949" "-0.111251715" "2.415462" "1"
"576" "Neg" "0" "30" "30" "24" "P08" "36" "410" "344" "16.05882" "-0.179329193" "2.434432" "-0.754495885" "2.469608" "1"
"577" "A6" "J-031" "20" "20" "24" "P09" " 1" "132" "106" "15.00000" " 2.12827927" "2.631458" "-0.50055777" " 2.635835" "1"
"578" "A6" "J-050" "20" "20" "24" "P09" " 3" "128" "214" "16.00000" " 0.64858218" "2.647464" "-1.28243160" " 2.420671" "1"
"579" "A6" "J-065" "20" "20" "24" "P09" " 5" "134" "317" "15.00000" " 1.62912553" "2.612359" "-0.97601262" " 2.346658" "1"
"580" "A9" "E-046" "20" "20" "24" "P09" " 7" "180" "102" "14.00000" "11.83954323" "4.314750" " 0.15417310" " 4.562983" "1"
"581" "A9" "E-065" "20" "20" "24" "P09" " 9" "186" "212" "12.00000" " 5.31448980" "2.535022" "-0.67782317" " 2.340069" "1"
"582" "A9" "J-010" "20" "20" "24" "P09" "11" "191" "309" "15.00000" "10.89582511" "3.991079" "-0.48772576" " 5.254030" "1"
"583" "A10" "E-061-R" "20" "20" "24" "P09" "13" "251" "117" "13.00000" "10.43754253" "2.678070" " 0.14822055" " 4.043250" "1"
"584" "Neg" "0" "20" "20" "24" "P09" "15" "245" "226" "14.71429" " 0.45034175" "2.193712" " 0.51784449" " 4.481603" "1"
"585" "Neg" "0" "20" "20" "24" "P09" "17" "245" "330" "14.71429" "-0.01624071" "2.330573" "-0.41654856" " 2.278169" "1"
"586" "A9" "E-009" "20" "20" "24" "P09" "19" "279" "100" "14.71429" " 2.52766716" "2.650807" " 0.84396982" " 4.610423" "1"
"587" "A9" "E-024" "20" "20" "24" "P09" "21" "283" "205" "15.00000" " 6.40231312" "3.399429" "-0.46793825" " 2.994645" "1"
"588" "A6" "E-040" "20" "20" "24" "P09" "23" "290" "317" "14.71429" " 0.32907875" "2.534332" "-1.01884514" " 2.340971" "1"
"589" "A9" "J-045" "20" "20" "24" "P09" "25" "335" " 95" "13.00000" " 5.63241966" "2.903266" " 0.63435777" " 3.279726" "1"
"590" "A6" "J-059" "20" "20" "24" "P09" "27" "337" "207" "15.00000" "10.59170663" "3.875937" "-0.40084993" " 2.810406" "1"
"591" "A6" "J-073" "20" "20" "24" "P09" "29" "340" "315" "15.00000" " 1.33868829" "2.833633" "-1.02697543" " 2.315365" "1"
"592" "A9" "J-085" "20" "20" "24" "P09" "31" "403" "107" "16.00000" " 7.16809285" "3.236099" "-0.64863100" " 3.916467" "1"
"593" "Neg" "CN2" "20" "20" "24" "P09" "33" "399" "209" "14.71429" "-0.03830609" "2.116285" "-0.11455381" " 2.237160" "1"
"594" "Neg" "0" "20" "20" "24" "P09" "35" "397" "314" "14.71429" "-0.17222883" "2.288052" "-0.29415682" " 2.155407" "1"
"595" "A6" "J-031" "30" "20" "24" "P09" " 2" "127" "162" "15.00000" " 0.99961918" "2.695989" "-0.88286521" " 2.526049" "1"
"596" "A6" "J-050" "30" "20" "24" "P09" " 4" "130" "264" "14.71429" "-0.51985141" "2.272087" "-0.96421588" " 2.315156" "1"
"597" "A6" "J-065" "30" "20" "24" "P09" " 6" "137" "367" "14.71429" "-1.37720654" "2.616595" "-1.58785433" " 2.660341" "1"
"598" "A9" "E-046" "30" "20" "24" "P09" " 8" "183" "159" "17.00000" " 2.61094340" "4.342475" "-0.95885106" " 2.610202" "1"
"599" "A9" "E-065" "30" "20" "24" "P09" "10" "187" "263" "15.00000" " 3.43657264" "3.254975" "-0.70061753" " 3.252669" "1"
"600" "A9" "J-010" "30" "20" "24" "P09" "12" "196" "366" "15.00000" "12.05867419" "6.997911" "-0.29503320" " 6.151780" "1"
"601" "A10" "E-061-R" "30" "20" "24" "P09" "14" "249" "172" "13.00000" " 8.03860113" "2.546733" " 0.22050439" " 4.135874" "1"
"602" "Neg" "0" "30" "20" "24" "P09" "16" "245" "282" "14.71429" " 0.29389302" "2.038744" " 1.52069882" " 8.801750" "1"
"603" "Neg" "0" "30" "20" "24" "P09" "18" "242" "387" "14.71429" " 0.56616642" "2.417664" "-0.20140092" " 2.376191" "1"
"604" "A9" "E-009" "30" "20" "24" "P09" "20" "281" "156" "14.71429" " 0.64139673" "2.623910" "-0.15587270" " 3.873089" "1"
"605" "A9" "E-024" "30" "20" "24" "P09" "22" "287" "266" "13.00000" "34.11370510" "7.883938" " 3.34812030" "12.904580" "1"
"606" "A6" "E-040" "30" "20" "24" "P09" "24" "293" "363" "14.71429" " 0.11641902" "2.923077" "-1.11298556" " 2.571386" "1"
"607" "A9" "J-045" "30" "20" "24" "P09" "26" "336" "154" "15.00000" " 4.05197461" "2.931275" "-0.70205179" " 2.311442" "1"
"608" "A6" "J-059" "30" "20" "24" "P09" "28" "337" "262" "14.71429" " 0.81000000" "3.147730" "-0.83116798" " 2.342666" "1"
"609" "A6" "J-073" "30" "20" "24" "P09" "30" "338" "371" "17.00000" " 0.62549390" "2.751044" "-1.23026241" " 2.456867" "1"
"610" "A9" "J-085" "30" "20" "24" "P09" "32" "402" "157" "15.00000" " 9.72139633" "2.930852" " 0.85889774" " 4.759694" "1"
"611" "Neg" "CN2" "30" "20" "24" "P09" "34" "396" "260" "14.71429" "-0.14052006" "2.369941" "-0.04770341" " 2.298353" "1"
"612" "Neg" "0" "30" "20" "24" "P09" "36" "400" "366" "14.71429" "-0.55962853" "2.345764" "-0.36155702" " 3.048759" "1"
"613" "A6" "J-031" "20" "30" "24" "P09" " 1" "122" "100" "16.00000" " 2.45134253" "2.812921" " 0.08182627" " 4.314302" "1"
"614" "A6" "J-050" "20" "30" "24" "P09" " 3" "117" "214" "16.55556" "-0.22174914" "2.617594" "-0.44418654" " 2.428678" "1"
"615" "A6" "J-065" "20" "30" "24" "P09" " 5" "128" "323" "16.55556" " 0.97178366" "3.251022" "-0.79011571" " 2.567217" "1"
"616" "A9" "E-046" "20" "30" "24" "P09" " 7" "165" " 97" "15.00000" "15.25114245" "4.175074" " 0.26155710" " 4.807558" "1"
"617" "A9" "E-065" "20" "30" "24" "P09" " 9" "169" "205" "16.55556" " 0.50364787" "2.322875" "-0.36548738" " 2.394483" "1"
"618" "A9" "J-010" "20" "30" "24" "P09" "11" "180" "316" "17.00000" " 2.34986681" "2.985915" "-1.12100000" " 2.752805" "1"
"619" "A10" "E-061-R" "20" "30" "24" "P09" "13" "215" "113" "15.00000" " 7.05644412" "5.980730" "-0.55446547" " 2.751993" "1"
"620" "Neg" "0" "20" "30" "24" "P09" "15" "217" "220" "16.55556" " 0.07483314" "2.228630" "-0.19652174" " 2.267942" "1"
"621" "Neg" "0" "20" "30" "24" "P09" "17" "231" "328" "16.55556" " 0.03765247" "2.251817" "-0.24832749" " 2.360831" "1"
"622" "A9" "E-009" "20" "30" "24" "P09" "19" "286" "100" "11.00000" " 3.95774536" "3.235751" " 0.05388158" " 2.635851" "1"
"623" "A9" "E-024" "20" "30" "24" "P09" "21" "288" "208" "18.00000" " 1.82831516" "3.265128" "-0.73495575" " 2.488851" "1"
"624" "A6" "E-040" "20" "30" "24" "P09" "23" "297" "328" "16.55556" "-0.95448792" "2.748248" "-1.60191094" " 2.694147" "1"
"625" "A9" "J-045" "20" "30" "24" "P09" "25" "351" "108" "17.00000" " 2.64460599" "3.369578" "-1.27359574" " 4.072515" "1"
"626" "A6" "J-059" "20" "30" "24" "P09" "27" "354" "218" "18.00000" " 1.43441031" "3.004139" "-0.84133112" " 2.404704" "1"
"627" "A6" "J-073" "20" "30" "24" "P09" "29" "354" "336" "18.00000" " 1.14354807" "3.354636" "-1.11186947" " 2.583134" "1"
"628" "A9" "J-085" "20" "30" "24" "P09" "31" "391" " 91" "16.00000" " 8.35627353" "3.480218" "-0.81936962" " 4.608291" "1"
"629" "Neg" "CN2" "20" "30" "24" "P09" "33" "392" "196" "16.55556" " 0.01425777" "2.380099" "-0.12320827" " 2.776039" "1"
"630" "Neg" "0" "20" "30" "24" "P09" "35" "402" "310" "16.55556" "-0.38195627" "2.599880" "-0.33253506" " 2.680342" "1"
"631" "A6" "J-031" "30" "30" "24" "P09" " 2" "117" "156" "16.55556" " 0.80720368" "3.174918" "-0.63389201" " 2.486693" "1"
"632" "A6" "J-050" "30" "30" "24" "P09" " 4" "122" "265" "16.55556" " 0.08207135" "2.359831" "-0.29305400" " 2.413813" "1"
"633" "A6" "J-065" "30" "30" "24" "P09" " 6" "133" "379" "16.55556" "-0.05349827" "2.513925" "-0.52468443" " 2.502738" "1"
"634" "A9" "E-046" "30" "30" "24" "P09" " 8" "167" "154" "16.00000" " 5.00307403" "3.708680" "-0.70884063" " 2.701289" "1"
"635" "A9" "E-065" "30" "30" "24" "P09" "10" "176" "253" "16.55556" " 0.32774453" "2.402356" "-0.08848878" " 2.402485" "1"
"636" "A9" "J-010" "30" "30" "24" "P09" "12" "191" "379" "17.00000" " 2.03589345" "2.845398" "-1.48859220" " 3.136733" "1"
"637" "A10" "E-061-R" "30" "30" "24" "P09" "14" "213" "168" "17.00000" " 3.48416762" "4.970323" "-0.46791844" " 2.615861" "1"
"638" "Neg" "0" "30" "30" "24" "P09" "16" "225" "274" "16.55556" " 0.05368239" "2.275355" "-0.07434081" " 2.320763" "1"
"639" "Neg" "0" "30" "30" "24" "P09" "18" "243" "382" "16.55556" " 0.36739931" "2.354573" "-0.24123422" " 2.537049" "1"
"640" "A9" "E-009" "30" "30" "24" "P09" "20" "289" "159" "16.55556" " 0.91521289" "2.685893" "-0.47593969" " 2.351024" "1"
"641" "A9" "E-024" "30" "30" "24" "P09" "22" "291" "271" "17.00000" "42.57114317" "8.267071" " 5.09646454" "16.141427" "1"
"642" "A6" "E-040" "30" "30" "24" "P09" "24" "299" "384" "18.00000" " 0.37657086" "2.757631" "-1.58821165" " 2.711774" "1"
"643" "A9" "J-045" "30" "30" "24" "P09" "26" "354" "167" "16.55556" "-0.66440736" "3.174277" "-0.86842917" " 3.589205" "1"
