"CLx" "strain" "T1" "T2" "day" "Petri" "spot" "X_position" "Y_position" "radius" "av_intensity" "sd_intensity" "av_intensity_back" "sd_intensity_back" "filter"
"389" "A6" "J-050" "30" "20" "13" "P06" "22" "296" "257" "15.70588" " 0.096782497" "3.161944" "-0.006616848" "3.612987" "1"
"390" "A6" "J-065" "30" "20" "13" "P06" "24" "293" "380" "15.70588" "-0.265405405" "3.560769" "-0.498114810" "3.467302" "1"
"391" "A6" "J-029" "30" "20" "13" "P06" "26" "335" "147" "17.00000" " 3.294672586" "3.783360" "-0.601407801" "3.307027" "1"
"392" "A2" "J-047" "30" "20" "13" "P06" "28" "335" "263" "17.00000" " 3.503973363" "3.791513" "-0.725024823" "3.486196" "1"
"393" "A6" "J-062" "30" "20" "13" "P06" "30" "345" "377" "15.70588" " 0.378365508" "3.705969" "-0.685845788" "3.597874" "1"
"394" "B" "J-043" "30" "20" "13" "P06" "32" "404" "141" "17.00000" "10.110110988" "4.162240" "-0.045673759" "4.464852" "1"
"395" "A9" "J-057" "30" "20" "13" "P06" "34" "411" "249" "15.70588" " 0.005212355" "3.329777" "-0.059052310" "3.416380" "1"
"396" "A9" "J-072" "30" "20" "13" "P06" "36" "415" "367" "15.00000" " 8.405486601" "4.579363" "-0.494694555" "7.280267" "1"
"397" "A9" "J-052" "20" "30" "13" "P06" " 1" "113" "108" "16.42857" " 0.237901524" "3.089695" " 0.155317294" "3.245289" "1"
"398" "A10" "J-067" "20" "30" "13" "P06" " 3" "123" "222" "16.00000" " 9.914466750" "4.764938" "-0.235574555" "4.684603" "1"
"399" "Neg" "0" "20" "30" "13" "P06" " 5" "133" "328" "18.00000" " 8.303865213" "8.520093" "-0.905265487" "3.873310" "1"
"400" "A9" "E-006" "20" "30" "13" "P06" " 7" "173" "104" "15.00000" "16.645980254" "4.963039" " 0.382144754" "5.395755" "1"
"401" "A9" "E-022" "20" "30" "13" "P06" " 9" "181" "221" "14.00000" " 5.416166395" "3.374487" " 0.231573359" "4.769019" "1"
"402" "A6" "E-039" "20" "30" "13" "P06" "11" "191" "333" "16.00000" " 1.671543287" "3.527663" "-0.956884405" "3.327470" "1"
"403" "A1" "J-084" "20" "30" "13" "P06" "13" "229" " 94" "16.42857" " 1.403915592" "3.488474" "-0.709773361" "3.351283" "1"
"404" "Neg" "CN1" "20" "30" "13" "P06" "15" "231" "217" "16.42857" "-0.072168816" "3.116627" "-0.165944909" "3.218643" "1"
"405" "Neg" "0" "20" "30" "13" "P06" "17" "237" "330" "16.42857" "-0.183305979" "3.319052" "-0.116994421" "3.210370" "1"
"406" "A6" "J-031" "20" "30" "13" "P06" "19" "289" " 98" "16.00000" " 2.822496863" "3.703004" "-0.435646375" "3.468090" "1"
"407" "A6" "J-050" "20" "30" "13" "P06" "21" "284" "223" "16.42857" "-0.172872216" "3.385927" " 0.049218968" "3.299610" "1"
"408" "A6" "J-065" "20" "30" "13" "P06" "23" "296" "342" "16.42857" " 0.214876905" "3.245662" "-0.095986750" "3.178301" "1"
"409" "A6" "J-029" "20" "30" "13" "P06" "25" "342" " 91" "17.00000" " 4.646370699" "3.991225" "-0.724936170" "3.719355" "1"
"410" "A2" "J-047" "20" "30" "13" "P06" "27" "352" "200" "16.42857" " 0.154736225" "3.574144" "-0.733845886" "3.454365" "1"
"411" "A6" "J-062" "20" "30" "13" "P06" "29" "359" "311" "16.42857" " 0.216483001" "3.692616" "-1.168559972" "3.572233" "1"
"412" "B" "J-043" "20" "30" "13" "P06" "31" "377" " 68" "16.42857" "-0.228968347" "4.525202" "-0.699869549" "5.208446" "1"
"413" "A9" "J-057" "20" "30" "13" "P06" "33" "395" "178" "19.00000" " 2.097227635" "4.438038" "-1.033225309" "3.507866" "1"
"414" "A9" "J-072" "20" "30" "13" "P06" "35" "409" "291" "17.00000" "11.353917869" "5.692212" "-0.687145390" "4.430012" "1"
"415" "A9" "J-052" "30" "30" "13" "P06" " 2" "118" "159" "16.42857" " 0.075369285" "3.248298" "-0.169595537" "3.202196" "1"
"416" "A10" "J-067" "30" "30" "13" "P06" " 4" "127" "274" "16.42857" " 0.143282532" "3.293485" "-0.397719665" "3.306703" "1"
"417" "Neg" "0" "30" "30" "13" "P06" " 6" "136" "392" "17.00000" "12.663984462" "5.040019" "-1.541638298" "3.861259" "1"
"418" "A9" "E-006" "30" "30" "13" "P06" " 8" "182" "162" "15.00000" " 7.619605078" "3.660680" "-0.008831341" "4.055020" "1"
"419" "A9" "E-022" "30" "30" "13" "P06" "10" "188" "272" "17.00000" " 2.940732519" "3.928480" "-0.848702128" "3.618710" "1"
"420" "A6" "E-039" "30" "30" "13" "P06" "12" "194" "389" "16.42857" " 0.230339977" "3.542960" "-0.968657601" "3.487811" "1"
"421" "A1" "J-084" "30" "30" "13" "P06" "14" "231" "155" "16.42857" " 0.092403283" "3.204506" "-0.053110181" "3.178044" "1"
"422" "Neg" "CN1" "30" "30" "13" "P06" "16" "238" "274" "16.42857" " 0.362567409" "3.517736" "-0.451799163" "3.133818" "1"
"423" "Neg" "0" "30" "30" "13" "P06" "18" "241" "394" "16.42857" " 0.571242673" "3.351547" "-0.055481172" "3.278785" "1"
"424" "A6" "J-031" "30" "30" "13" "P06" "20" "288" "160" "16.42857" " 0.453036342" "3.239949" "-0.179330544" "3.271675" "1"
"425" "A6" "J-050" "30" "30" "13" "P06" "22" "290" "283" "16.42857" " 0.266963658" "3.134620" "-0.205013947" "3.214478" "1"
"426" "A6" "J-065" "30" "30" "13" "P06" "24" "296" "398" "16.42857" "-0.229249707" "3.346469" "-0.070219665" "3.311090" "1"
"427" "A6" "J-029" "30" "30" "13" "P06" "26" "343" "149" "16.42857" "-1.745720985" "3.677523" "-1.189076011" "3.496747" "1"
"428" "A2" "J-047" "30" "30" "13" "P06" "28" "352" "260" "16.42857" " 0.796483001" "3.612188" "-1.130826360" "3.587530" "1"
"429" "A6" "J-062" "30" "30" "13" "P06" "30" "364" "368" "16.42857" "-0.384419695" "3.787322" "-1.874609484" "3.610274" "1"
"430" "B" "J-043" "30" "30" "13" "P06" "32" "388" "126" "16.00000" " 3.626562108" "3.925120" "-1.201792066" "3.768480" "1"
"431" "A9" "J-057" "30" "30" "13" "P06" "34" "400" "229" "16.42857" " 0.267456038" "3.445948" "-0.516924686" "3.336675" "1"
"432" "A9" "J-072" "30" "30" "13" "P06" "36" "412" "355" "17.00000" " 8.261920089" "5.814785" "-2.524439716" "4.916296" "1"
"433" "A9" "J-036" "20" "20" "13" "P07" " 1" "124" "106" "13.00000" "18.04814745" " 5.137578" " 2.74603697" " 9.520082" "1"
"434" "A10" "J-054" "20" "20" "13" "P07" " 3" "121" "217" "18.00000" " 4.53573835" " 5.458877" "-0.83014749" " 3.512818" "1"
"435" "A1" "J-068" "20" "20" "13" "P07" " 5" "122" "330" "16.00000" " 3.21851945" " 4.089148" "-1.18108413" " 3.823739" "1"
"436" "A1" "J-078" "20" "20" "13" "P07" " 7" "186" "110" "16.00000" "11.63936010" " 6.074344" " 0.93129617" " 8.296492" "1"
"437" "A9" "J-082" "20" "20" "13" "P07" " 9" "178" "218" "15.93333" " 0.24847415" " 3.376984" "-0.13990096" " 3.464002" "1"
"438" "Neg" "0" "20" "20" "13" "P07" "11" "176" "331" "15.93333" "-0.40266078" " 3.598456" "-0.34764003" " 4.170053" "1"
"439" "B" "E-003" "20" "20" "13" "P07" "13" "231" " 98" "13.00000" "32.26616257" " 7.148211" " 3.52906015" "12.003020" "1"
"440" "A6" "E-020" "20" "20" "13" "P07" "15" "231" "213" "17.00000" " 2.48678135" " 4.541329" "-0.91960993" " 3.558694" "1"
"441" "A6" "E-030" "20" "20" "13" "P07" "17" "231" "328" "16.00000" " 2.70590966" " 4.214209" "-0.19233242" " 3.463262" "1"
"442" "A9" "E-012" "20" "20" "13" "P07" "19" "302" "104" "16.00000" " 8.76243413" " 4.784825" "-0.22351573" " 3.764310" "1"
"443" "A9" "E-027" "20" "20" "13" "P07" "21" "297" "219" "15.00000" " 3.69172073" " 3.536052" "-0.21261288" " 3.845206" "1"
"444" "A2" "E-045" "20" "20" "13" "P07" "23" "294" "329" "17.00000" "11.96503885" " 7.731611" "-0.53997518" " 5.002568" "1"
"445" "B" "E-064" "20" "20" "13" "P07" "25" "350" " 91" "17.00000" "14.79289678" " 6.254603" "-0.03200355" " 4.412906" "1"
"446" "A9" "J-009" "20" "20" "13" "P07" "27" "342" "206" "17.00000" " 5.74167592" " 4.883932" "-0.74850000" " 4.110714" "1"
"447" "A9" "J-028" "20" "20" "13" "P07" "29" "341" "320" "15.00000" "35.35287729" "10.084454" " 2.22126162" "11.771926" "1"
"448" "A10" "E-061-B" "20" "20" "13" "P07" "31" "416" "102" "16.00000" "13.39042660" " 4.639178" "-0.39607261" " 6.409643" "1"
"449" "A9" "J-002" "20" "20" "13" "P07" "33" "420" "213" "15.00000" " 9.67122708" " 3.871164" " 0.56823373" " 4.544420" "1"
"450" "A9" "J-019" "20" "20" "13" "P07" "35" "416" "327" "16.00000" " 8.37989962" " 4.600836" "-1.03792408" " 4.319774" "1"
"451" "A9" "J-036" "30" "20" "13" "P07" " 2" "123" "161" "17.00000" "12.07175361" " 7.262741" "-0.67275532" " 3.843458" "1"
"452" "A10" "J-054" "30" "20" "13" "P07" " 4" "121" "271" "15.93333" " 0.19596469" " 3.177320" "-0.27531762" " 3.491055" "1"
"453" "A1" "J-068" "30" "20" "13" "P07" " 6" "121" "386" "17.00000" " 0.90962264" " 4.192857" "-2.04600355" " 3.899178" "1"
"454" "A1" "J-078" "30" "20" "13" "P07" " 8" "183" "163" "16.00000" " 8.31639900" " 6.546959" " 0.29161081" " 6.827998" "1"
"455" "A9" "J-082" "30" "20" "13" "P07" "10" "178" "275" "15.93333" " 0.22871375" " 3.414698" "-0.26636270" " 3.533727" "1"
"456" "Neg" "0" "30" "20" "13" "P07" "12" "176" "386" "15.93333" "-0.66119798" " 3.555402" "-0.67915642" " 3.929378" "1"
"457" "B" "E-003" "30" "20" "13" "P07" "14" "225" "157" "15.00000" "22.08251058" " 6.005657" " 0.79046149" " 8.106722" "1"
"458" "A6" "E-020" "30" "20" "13" "P07" "16" "228" "268" "16.00000" " 1.89908407" " 4.112662" "-0.66956908" " 3.582162" "1"
"459" "A6" "E-030" "30" "20" "13" "P07" "18" "227" "383" "17.00000" " 3.85487236" " 5.102249" "-0.37507801" " 3.518869" "1"
"460" "A9" "E-012" "30" "20" "13" "P07" "20" "295" "160" "16.00000" " 2.71102886" " 3.879106" "-0.63809166" " 3.439452" "1"
"461" "A9" "E-027" "30" "20" "13" "P07" "22" "293" "271" "15.93333" " 0.84519546" " 3.866602" "-1.15975410" " 3.703064" "1"
"462" "A2" "E-045" "30" "20" "13" "P07" "24" "287" "387" "17.00000" " 5.80123196" " 5.855741" "-1.16488652" " 4.013249" "1"
"463" "B" "E-064" "30" "20" "13" "P07" "26" "348" "143" "14.00000" " 7.70287113" " 5.088618" " 0.48704311" " 6.245162" "1"
"464" "A9" "J-009" "30" "20" "13" "P07" "28" "341" "263" "15.00000" " 7.71252468" " 4.372712" "-0.91632138" " 4.117968" "1"
"465" "A9" "J-028" "30" "20" "13" "P07" "30" "342" "377" "18.00000" " 3.11488603" " 4.968635" "-1.50124631" " 3.896183" "1"
"466" "A10" "E-061-B" "30" "20" "13" "P07" "32" "412" "154" "16.00000" "17.40173149" " 4.152175" " 0.69321477" " 5.150534" "1"
"467" "A9" "J-002" "30" "20" "13" "P07" "34" "419" "274" "16.00000" "10.41391468" " 4.322883" "-0.05685363" " 4.620139" "1"
"468" "A9" "J-019" "30" "20" "13" "P07" "36" "416" "384" "15.00000" "10.44291961" " 4.963557" " 0.11552352" " 5.708170" "1"
"469" "A9" "J-036" "20" "30" "13" "P07" " 1" "108" "102" "13.00000" "14.13453686" " 4.312765" " 1.31405075" " 6.522928" "1"
"470" "A10" "J-054" "20" "30" "13" "P07" " 3" "112" "215" "14.00000" "10.30239804" " 4.423377" " 1.07545045" " 6.014798" "1"
"471" "A1" "J-068" "20" "30" "13" "P07" " 5" "119" "328" "16.20000" "-0.30435464" " 3.339269" "-0.24294260" " 3.344108" "1"
"472" "A1" "J-078" "20" "30" "13" "P07" " 7" "166" " 98" "15.00000" " 6.76846262" " 4.455013" "-0.11426627" " 4.405806" "1"
"473" "A9" "J-082" "20" "30" "13" "P07" " 9" "172" "215" "16.20000" " 0.31083233" " 3.157041" " 0.01845436" " 3.190661" "1"
"474" "Neg" "0" "20" "30" "13" "P07" "11" "174" "325" "16.20000" "-0.13675513" " 3.257485" "-0.10239972" " 3.257917" "1"
"475" "B" "E-003" "20" "30" "13" "P07" "13" "226" " 93" "14.00000" "15.67347471" " 5.226650" " 1.13000322" " 7.346466" "1"
"476" "A6" "E-020" "20" "30" "13" "P07" "15" "232" "204" "16.20000" " 0.74088058" " 4.018363" "-0.51694329" " 3.443392" "1"
"477" "A6" "E-030" "20" "30" "13" "P07" "17" "241" "320" "17.00000" " 2.96492786" " 4.933784" "-0.49359574" " 3.435274" "1"
"478" "A9" "E-012" "20" "30" "13" "P07" "19" "302" " 95" "17.00000" " 5.21293008" " 3.747727" "-0.95861702" " 3.975570" "1"
"479" "A9" "E-027" "20" "30" "13" "P07" "21" "307" "213" "16.20000" " 0.19926417" " 3.356041" "-0.40393154" " 3.440820" "1"
"480" "A2" "E-045" "20" "30" "13" "P07" "23" "315" "321" "16.20000" " 0.05301568" " 4.155807" "-1.24660443" " 4.439601" "1"
"481" "B" "E-064" "20" "30" "13" "P07" "25" "354" " 85" "17.00000" " 4.49751387" " 3.735102" " 0.21698936" " 4.514224" "1"
"482" "A9" "J-009" "20" "30" "13" "P07" "27" "357" "194" "16.20000" " 0.05691194" " 3.463240" "-0.18848202" " 3.338494" "1"
"483" "A9" "J-028" "20" "30" "13" "P07" "29" "366" "314" "15.00000" "30.30253879" "10.099738" " 2.73207503" "13.803976" "1"
"484" "A10" "E-061-B" "20" "30" "13" "P07" "31" "398" " 90" "15.00000" "10.04361072" " 3.732493" " 0.72602253" " 5.611266" "1"
"485" "A9" "J-002" "20" "30" "13" "P07" "33" "405" "204" "17.00000" " 4.99039956" " 3.795243" "-0.36623759" " 3.465427" "1"
"486" "A9" "J-019" "20" "30" "13" "P07" "35" "412" "315" "16.20000" " 0.11416164" " 4.211945" "-1.48352697" " 4.473227" "1"
"487" "A9" "J-036" "30" "30" "13" "P07" " 2" "112" "159" "15.00000" "16.67338505" " 4.854958" " 0.52632470" " 5.923763" "1"
"488" "A10" "J-054" "30" "30" "13" "P07" " 4" "115" "274" "16.20000" " 0.19173703" " 3.421792" " 0.03105809" " 3.290621" "1"
"489" "A1" "J-068" "30" "30" "13" "P07" " 6" "119" "385" "16.20000" "-0.38835947" " 3.268069" "-0.83361687" " 3.434866" "1"
"490" "A1" "J-078" "30" "30" "13" "P07" " 8" "171" "152" "20.00000" " 3.91675418" " 5.590837" "-0.77834416" " 3.509925" "1"
"491" "A9" "J-082" "30" "30" "13" "P07" "10" "174" "271" "16.20000" " 0.37252111" " 3.340614" "-0.36937759" " 3.249426" "1"
"492" "Neg" "0" "30" "30" "13" "P07" "12" "176" "381" "16.20000" "-0.53716526" " 3.344232" "-0.42072614" " 3.493818" "1"
"493" "B" "E-003" "30" "30" "13" "P07" "14" "227" "151" "15.00000" " 9.82645980" " 5.157156" "-0.20539841" " 5.108296" "1"
"494" "A6" "E-020" "30" "30" "13" "P07" "16" "234" "261" "16.00000" " 1.67831870" " 3.476913" "-0.64981532" " 3.276319" "1"
"495" "A6" "E-030" "30" "30" "13" "P07" "18" "242" "379" "19.00000" " 7.83604074" " 7.824311" "-0.37656636" " 3.565265" "1"
"496" "A9" "E-012" "30" "30" "13" "P07" "20" "302" "153" "16.20000" " 0.34097708" " 3.451096" "-1.06803250" " 3.282279" "1"
"497" "A9" "E-027" "30" "30" "13" "P07" "22" "308" "265" "16.20000" "-1.05054282" " 3.677710" "-1.31352697" " 3.657311" "1"
"498" "A2" "E-045" "30" "30" "13" "P07" "24" "316" "380" "18.00000" " 4.56726462" " 4.838471" "-1.59183260" " 4.039588" "1"
"499" "B" "E-064" "30" "30" "13" "P07" "26" "355" "139" "17.00000" " 2.31853496" " 3.919080" "-0.20037234" " 4.448876" "1"
"500" "A9" "J-009" "30" "30" "13" "P07" "28" "359" "255" "16.20000" " 0.12177322" " 4.046197" "-1.35140041" " 3.745228" "1"
"501" "A9" "J-028" "30" "30" "13" "P07" "30" "369" "371" "16.00000" " 2.81515684" " 4.555796" "-2.62032148" " 4.630055" "1"
"502" "A10" "E-061-B" "30" "30" "13" "P07" "32" "397" "143" "14.00000" "10.21921697" " 4.573257" " 1.00066602" " 5.229995" "1"
"503" "A9" "J-002" "30" "30" "13" "P07" "34" "405" "261" "20.00000" " 0.91482100" " 4.671938" "-1.50216721" " 3.640442" "1"
"504" "A9" "J-019" "30" "30" "13" "P07" "36" "416" "372" "16.20000" " 0.66805790" " 5.440895" "-2.67507338" " 5.336477" "1"
"505" "A9" "E-002" "20" "20" "13" "P08" " 1" "125" "105" "14.0000" "14.052234910" "4.505083" " 1.022738095" "6.287865" "1"
"506" "A6" "E-016" "20" "20" "13" "P08" " 3" "130" "210" "13.0000" "10.506502836" "5.013865" "-0.413909774" "4.433867" "1"
"507" "A9" "E-028" "20" "20" "13" "P08" " 5" "131" "322" "15.0000" "14.176304654" "4.476083" "-0.303562417" "4.998274" "1"
"508" "B" "J-037" "20" "20" "13" "P08" " 7" "175" "105" "14.0000" "20.186843972" "6.778650" " 0.756338481" "6.425755" "1"
"509" "A1" "J-056" "20" "20" "13" "P08" " 9" "176" "215" "15.1500" " 0.312275862" "3.863214" "-1.072246328" "3.590867" "1"
"510" "A9" "J-070" "20" "20" "13" "P08" "11" "184" "322" "16.0000" " 6.170865747" "4.878438" "-0.679661423" "3.886230" "1"
"511" "A9" "E-006" "20" "20" "13" "P08" "13" "246" " 98" "13.0000" "14.872381853" "3.591995" " 1.258173559" "6.728075" "1"
"512" "A9" "E-022" "20" "20" "13" "P08" "15" "247" "204" "14.0000" " 8.261696574" "5.166913" " 0.204703990" "4.356334" "1"
"513" "A6" "E-039" "20" "20" "13" "P08" "17" "251" "319" "15.1500" " 1.665034483" "4.026305" "-0.434319092" "3.370792" "1"
"514" "A9" "J-001" "20" "20" "13" "P08" "19" "297" "103" "15.1500" "-0.017268966" "3.001541" "-0.013220961" "3.062618" "1"
"515" "A6" "J-015" "20" "20" "13" "P08" "21" "294" "215" "14.0000" " 4.316117455" "3.786269" "-0.967985843" "3.825025" "1"
"516" "Neg" "0" "20" "20" "13" "P08" "23" "293" "322" "15.1500" " 0.318910345" "3.397009" "-0.419913218" "3.450614" "1"
"517" "A9" "E-062" "20" "20" "13" "P08" "25" "347" " 94" "15.0000" "19.602411848" "5.012638" " 1.560438247" "7.520505" "1"
"518" "A6" "J-005" "20" "20" "13" "P08" "27" "349" "207" "15.1500" " 1.701186207" "3.731976" "-0.279182243" "3.583345" "1"
"519" "A6" "J-022" "20" "20" "13" "P08" "29" "350" "319" "15.1500" " 0.593613793" "3.402665" "-0.857523364" "3.514081" "1"
"520" "A1" "J-084" "20" "20" "13" "P08" "31" "406" " 88" "15.1500" "-0.465986207" "3.684700" "-0.010336257" "4.204472" "1"
"521" "Neg" "CN1" "20" "20" "13" "P08" "33" "411" "199" "15.1500" "-0.078510345" "3.600119" " 0.083838451" "3.319229" "1"
"522" "Neg" "0" "20" "20" "13" "P08" "35" "415" "318" "15.1500" " 0.387462069" "3.225994" "-0.655507343" "3.437547" "1"
"523" "A9" "E-002" "30" "20" "13" "P08" " 2" "123" "161" "15.0000" "12.856953456" "4.829562" "-0.504445551" "4.057201" "1"
"524" "A6" "E-016" "30" "20" "13" "P08" " 4" "127" "265" "16.0000" " 5.389686324" "4.549228" "-0.474004788" "3.431206" "1"
"525" "A9" "E-028" "30" "20" "13" "P08" " 6" "136" "379" "16.0000" "10.482107905" "3.525276" "-1.712920657" "4.496853" "1"
"526" "B" "J-037" "30" "20" "13" "P08" " 8" "178" "157" "15.0000" "15.130126939" "5.959177" " 0.006573705" "6.022744" "1"
"527" "A1" "J-056" "30" "20" "13" "P08" "10" "178" "269" "15.1500" " 0.029200000" "3.404144" "-0.364275701" "3.352687" "1"
"528" "A9" "J-070" "30" "20" "13" "P08" "12" "186" "378" "16.0000" " 8.543437892" "4.919063" "-1.471367989" "4.450744" "1"
"529" "A9" "E-006" "30" "20" "13" "P08" "14" "250" "152" "16.0000" " 5.734140527" "3.875412" "-0.501344049" "3.459189" "1"
"530" "A9" "E-022" "30" "20" "13" "P08" "16" "253" "260" "19.0000" " 4.114295837" "5.146241" "-0.578479938" "3.796779" "1"
"531" "A6" "E-039" "30" "20" "13" "P08" "18" "249" "379" "16.0000" " 5.982321205" "3.697829" " 0.359572503" "3.539897" "1"
"532" "A9" "J-001" "30" "20" "13" "P08" "20" "298" "158" "15.1500" " 0.188041379" "3.100845" "-0.208818425" "3.275677" "1"
"533" "A6" "J-015" "30" "20" "13" "P08" "22" "295" "271" "15.0000" " 4.473286319" "3.561319" "-0.630826693" "3.857435" "1"
"534" "Neg" "0" "30" "20" "13" "P08" "24" "293" "382" "16.0000" " 1.788519448" "3.285746" "-0.656662107" "3.548958" "1"
"535" "A9" "E-062" "30" "20" "13" "P08" "26" "349" "147" "15.0000" "16.921748942" "3.725271" "-0.395175963" "5.993308" "1"
"536" "A6" "J-005" "30" "20" "13" "P08" "28" "348" "268" "15.1500" " 0.808289655" "3.335012" "-1.097062750" "3.437341" "1"
"537" "A6" "J-022" "30" "20" "13" "P08" "30" "348" "370" "15.1500" "-0.464068966" "3.810263" "-1.556051402" "3.960900" "1"
"538" "A1" "J-084" "30" "20" "13" "P08" "32" "410" "139" "15.1500" " 0.718620690" "3.466520" "-0.134629506" "3.520430" "1"
"539" "Neg" "CN1" "30" "20" "13" "P08" "34" "411" "259" "15.1500" " 0.004413793" "3.600850" "-0.018948598" "3.366725" "1"
"540" "Neg" "0" "30" "20" "13" "P08" "36" "413" "377" "15.1500" "-0.927779310" "3.563328" "-0.224070796" "4.148277" "1"
"541" "A9" "E-002" "20" "30" "13" "P08" " 1" " 99" "111" "15.0000" " 8.358702398" "3.832872" " 0.200856574" "4.656005" "1"
"542" "A6" "E-016" "20" "30" "13" "P08" " 3" "114" "220" "17.0000" " 4.865349612" "5.983222" "-0.600698582" "4.110243" "1"
"543" "A9" "E-028" "20" "30" "13" "P08" " 5" "123" "336" "17.0000" " 8.002241953" "6.126663" "-0.847737589" "4.287426" "1"
"544" "B" "J-037" "20" "30" "13" "P08" " 7" "180" "103" "16.0000" " 7.770150565" "4.333131" "-0.723830369" "4.671812" "1"
"545" "A1" "J-056" "20" "30" "13" "P08" " 9" "176" "211" "15.9375" " 0.164539723" "4.157988" "-0.868142077" "3.738937" "1"
"546" "A9" "J-070" "20" "30" "13" "P08" "11" "179" "326" "15.0000" " 7.626600846" "5.777437" "-0.955249004" "4.180890" "1"
"547" "A9" "E-006" "20" "30" "13" "P08" "13" "227" " 93" "15.0000" "11.740126939" "4.482135" "-0.285308765" "4.722092" "1"
"548" "A9" "E-022" "20" "30" "13" "P08" "15" "226" "205" "16.0000" " 2.143249686" "4.028022" "-0.666723666" "3.667713" "1"
"549" "A6" "E-039" "20" "30" "13" "P08" "17" "228" "321" "15.9375" " 1.531967213" "3.941695" "-0.537134563" "3.875542" "1"
"550" "A9" "J-001" "20" "30" "13" "P08" "19" "297" " 94" "15.9375" " 0.206103405" "3.305400" "-0.044764344" "3.380113" "1"
"551" "A6" "J-015" "20" "30" "13" "P08" "21" "306" "206" "15.9375" "-0.801525851" "3.976855" "-1.246386612" "3.917173" "1"
"552" "Neg" "0" "20" "30" "13" "P08" "23" "307" "315" "15.9375" " 0.250592686" "4.373285" "-1.015368852" "3.906816" "1"
"553" "A9" "E-062" "20" "30" "13" "P08" "25" "359" " 97" "16.0000" "14.448717241" "4.647283" " 0.696322870" "5.587054" "1"
"554" "A6" "J-005" "20" "30" "13" "P08" "27" "353" "217" "18.0000" " 3.036412289" "4.197200" "-0.520848083" "3.936932" "1"
"555" "A6" "J-022" "20" "30" "13" "P08" "29" "353" "333" "15.9375" " 0.564010088" "4.541372" "-1.256786202" "4.014451" "1"
"556" "A1" "J-084" "20" "30" "13" "P08" "31" "420" " 89" "15.9375" " 0.046885246" "4.115959" " 0.270084145" "4.943500" "1"
"557" "Neg" "CN1" "20" "30" "13" "P08" "33" "420" "217" "15.9375" "-0.552131148" "4.453230" " 0.194375000" "4.065116" "1"
"558" "Neg" "0" "20" "30" "13" "P08" "35" "417" "337" "15.9375" "-0.498537201" "4.302021" "-0.769293033" "4.212947" "1"
"559" "A9" "E-002" "30" "30" "13" "P08" " 2" "105" "170" "15.0000" " 5.882115656" "4.276434" "-0.353227092" "4.294809" "1"
"560" "A6" "E-016" "30" "30" "13" "P08" " 4" "116" "276" "18.0000" " 5.564658077" "6.226494" "-0.868152655" "4.011904" "1"
"561" "A9" "E-028" "30" "30" "13" "P08" " 6" "132" "394" "17.0000" " 7.069433962" "5.732845" "-2.181829787" "4.373046" "1"
"562" "B" "J-037" "30" "30" "13" "P08" " 8" "179" "154" "18.0000" " 4.324212091" "5.728977" "-1.297765487" "4.144638" "1"
"563" "A1" "J-056" "30" "30" "13" "P08" "10" "178" "268" "15.9375" "-2.653669609" "4.133212" "-1.284887295" "3.832934" "1"
"564" "A9" "J-070" "30" "30" "13" "P08" "12" "177" "381" "12.0000" " 9.741292517" "4.357240" " 0.045134146" "6.355932" "1"
"565" "A9" "E-006" "30" "30" "13" "P08" "14" "229" "149" "15.0000" " 4.999830748" "3.882731" "-0.367516600" "3.875881" "1"
"566" "A9" "E-022" "30" "30" "13" "P08" "16" "229" "258" "15.9375" " 0.575674653" "3.823465" "-0.625881148" "3.664880" "1"
"567" "A6" "E-039" "30" "30" "13" "P08" "18" "229" "379" "15.9375" " 1.297566204" "4.168301" "-0.208497268" "3.986355" "1"
"568" "A9" "J-001" "30" "30" "13" "P08" "20" "299" "149" "15.9375" "-0.166191677" "3.742102" "-0.022667350" "3.481517" "1"
"569" "A6" "J-015" "30" "30" "13" "P08" "22" "307" "259" "15.9375" " 1.188738966" "3.966028" "-1.333131831" "4.184834" "1"
"570" "Neg" "0" "30" "30" "13" "P08" "24" "306" "370" "15.9375" "-1.565964691" "4.009414" "-1.994993169" "4.328118" "1"
"571" "A9" "E-062" "30" "30" "13" "P08" "26" "356" "155" "15.0000" "11.972651622" "4.311497" " 0.994334705" "6.786616" "1"
"572" "A6" "J-005" "30" "30" "13" "P08" "28" "350" "277" "15.9375" " 0.739192938" "4.629476" "-1.075864071" "4.140291" "1"
"573" "A6" "J-022" "30" "30" "13" "P08" "30" "346" "382" "15.9375" "-0.441134931" "4.873767" "-2.279832650" "4.455605" "1"
"574" "A1" "J-084" "30" "30" "13" "P08" "32" "418" "153" "15.9375" " 1.170996217" "4.526462" "-0.160560109" "4.136924" "1"
"575" "Neg" "CN1" "30" "30" "13" "P08" "34" "419" "281" "15.9375" " 0.015649433" "4.001772" "-0.024918033" "4.183249" "1"
"576" "Neg" "0" "30" "30" "13" "P08" "36" "414" "396" "15.9375" "-0.942862547" "4.346824" " 0.688831269" "6.073967" "1"
"577" "A6" "J-031" "20" "20" "13" "P09" " 1" "121" "102" "17.00000" " 4.49623751" "3.692273" "-0.46585816" " 3.728447" "1"
"578" "A6" "J-050" "20" "20" "13" "P09" " 3" "118" "213" "16.00000" " 1.92636136" "3.643540" "-0.77847811" " 3.927306" "1"
"579" "A6" "J-065" "20" "20" "13" "P09" " 5" "122" "323" "17.00000" " 2.86876804" "4.244023" "-1.13708511" " 3.874377" "1"
